Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset1,all,0.046,0.069,0.044941971803417816,0.6127272727272728,0.14736195957718337,0.05194166666666667,0.40127275414807917,0.9584028056112225,0.9763333333333335,0.7040360569685421,0.8676676968031917,0.9846755030766632,0.739083912573544,18.0,0.95425,0.986,0.03280135014642792,0.9542453252342297,0.9859997728157861,0.032808254840496584
ArtificialDataset1,informative,0.035,0.051,0.016596661202412547,0.599090909090909,0.1460104620155271,0.03328333333333333,0.37370071389852894,0.9442284569138276,0.9747,0.719967669914798,0.8659987630370484,0.9757244114200139,0.695392895082631,10.0,0.95775,0.99,0.03284922264790184,0.9577460430324267,0.9899996363504128,0.03285521422259415
ArtificialDataset1,informative+redundant,0.037,0.05280000000000001,0.010725047602836647,0.6135454545454546,0.1604663459592817,0.03311666666666666,0.37274397406161136,0.94463126252505,0.9716428571428571,0.7112891292035918,0.8640685038842785,0.9795128324152184,0.7974563206605229,14.0,0.954,0.988,0.035568846722136706,0.9539978821299394,0.987999805664869,0.0355711299973199
ArtificialDataset1,informative+redundant_nonLinear,0.034,0.0608,0.0165966189244774,0.5993636363636363,0.1418379457256524,0.03946666666666667,0.3797990979239049,0.9551783567134269,0.97725,0.717094211735574,0.8674852237694027,0.9785301365937045,0.6617627156800178,12.0,0.95475,0.989,0.035808019851903086,0.954748971016253,0.9889994549780525,0.035808901657200534
ArtificialDataset1,informative+noise,0.042,0.0664,0.09840705642404993,0.5506666666666667,0.14157418886377363,0.043423809523809524,0.4077178120469324,0.9625170340681364,0.9781666666666667,0.7140582746858156,0.8692676719654738,0.9806671297086955,0.6645635109419763,12.0,0.953625,0.985,0.03492415251042504,0.9536229863450076,0.9849999847715581,0.03492586758139098
ArtificialDataset1,informative+rand_extra,0.041,0.06060000000000001,0.00977400426415286,0.6074545454545455,0.16429922978481587,0.047826190476190474,0.3903604131193877,0.950563126252505,0.9722307692307692,0.7085965863691821,0.8642336767465502,0.9806445577026434,0.7222156264713815,13.0,0.9555,0.987,0.031861306582481125,0.9554977034559754,0.9869996707110109,0.03186462841483041
ArtificialDataset1,mutual_info_top10,0.064,0.0892,0.11701277292278976,0.5466153846153846,0.16974339559980206,0.08789999999999999,0.36242053684630443,0.9531583166332667,0.9639000000000001,0.7230683495379745,0.8591150001606846,0.9687859066731606,0.06172794950647204,10.0,0.928875,0.955,0.028762264464795816,0.9288613876349308,0.9549920352397441,0.028763554413225964
ArtificialDataset1,f_classif_top10,0.072,0.10360000000000001,0.06366782744886196,0.5520833333333334,0.1680730326722619,0.09889285714285714,0.38232377477372154,0.9506492985971944,0.9663,0.7199516713737855,0.8605414264629104,0.9748858987325121,0.759173847976015,10.0,0.927625,0.96,0.025466714971283003,0.9276197206153012,0.9599939990998649,0.02546449647009379
ArtificialDataset1,rf_top10,0.048,0.0674,0.046560181324390555,0.7644444444444446,0.15692074225635463,0.060602380952380956,0.35338605540565066,0.9210901803607214,0.9642000000000001,0.7156629318161497,0.8590577976375247,0.9708067535406427,0.09049840529402013,10.0,0.93575,0.973,0.02925625696203412,0.9357481505166421,0.9729966419256658,0.029254768250819737
ArtificialDataset1,relief_top10,0.048,0.0674,0.046560181324390555,0.7644444444444446,0.15692074225635458,0.060602380952380956,0.35338605540565066,0.9210901803607214,0.9642000000000001,0.7156629318161497,0.8590577976375247,0.9708067535406427,0.0904984052925575,10.0,0.935,0.973,0.0293938769133981,0.9349978082041164,0.9729966419256658,0.029392644359616006
ArtificialDataset1,xgb_top10,0.053,0.0796,0.014471349775627846,0.6999000000000001,0.16503006693310124,0.07701666666666665,0.37021242512756847,0.95262124248497,0.9648,0.7191435103485647,0.8594934106929106,0.971390821714944,0.8461027085067027,10.0,0.939125,0.966,0.028622855502951787,0.9391144034113096,0.9659949309213796,0.028627207173051228
ArtificialDataset1,complexity_Hostility_top10,0.061,0.0984,0.04501380889664421,0.6876,0.17780358294950574,0.08051666666666667,0.39128707596731893,0.9639699398797595,0.9657,0.7146156787479602,0.8597832151417829,0.9746240194400829,0.7749062939005681,10.0,0.9259999999999999,0.964,0.02808151400069857,0.9259908876766549,0.9639986555514521,0.028091773404793546
ArtificialDataset1,complexity_N1_top10,0.094,0.1146,0.10273285580991387,0.5624615384615385,0.17067662490142932,0.11061666666666665,0.3855524473218023,0.9679699398797595,0.9641000000000002,0.723480763754769,0.8597802404376405,0.9690399057259965,0.036759171210021535,10.0,0.916625,0.946,0.023567153291938214,0.9166167390965051,0.9459963464758715,0.02356855860319881
ArtificialDataset1,complexity_kDN_top10,0.076,0.0968,0.05179890996552475,0.6491818181818181,0.1747056114771665,0.08866666666666666,0.36983754943584196,0.9614408817635269,0.9639000000000001,0.7208361606797394,0.8590998570661796,0.968465291755688,0.13542512907878682,10.0,0.9215,0.95,0.025762652924617196,0.9214928609442086,0.949996631352007,0.02576799644139254
