dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset11,all,LogReg,0.8003333333333333,0.7858927935799355,0.71,0.8605555555555555
ArtificialDataset11,all,SVM-linear,0.806,0.7892163441375591,0.6908333333333333,0.8827777777777778
ArtificialDataset11,all,SVM-rbf,0.9663333333333334,0.9647287871780994,0.9458333333333333,0.98
ArtificialDataset11,all,RandomForest,0.9306666666666666,0.9268143177455519,0.8866666666666667,0.96
ArtificialDataset11,all,KNN,0.9186666666666666,0.9140852095487682,0.8716666666666667,0.95
ArtificialDataset11,all,NaiveBayes,0.72,0.7199827149824063,0.9083333333333333,0.5944444444444444
ArtificialDataset11,all,DecisionTree,0.8156666666666667,0.8056534930397721,0.7633333333333333,0.8505555555555555
ArtificialDataset11,all,XGBoost,0.958,0.9559867645743312,0.9358333333333333,0.9727777777777777
ArtificialDataset11,informative,LogReg,0.804,0.7897634153572488,0.7133333333333334,0.8644444444444445
ArtificialDataset11,informative,SVM-linear,0.8113333333333334,0.7944711889915503,0.6916666666666667,0.8911111111111111
ArtificialDataset11,informative,SVM-rbf,0.9856666666666667,0.9850498090823312,0.98,0.9894444444444445
ArtificialDataset11,informative,RandomForest,0.9346666666666666,0.9312340592505395,0.8983333333333333,0.9588888888888889
ArtificialDataset11,informative,KNN,0.9653333333333334,0.9637927585517104,0.9533333333333334,0.9733333333333334
ArtificialDataset11,informative,NaiveBayes,0.7983333333333333,0.7883916892140259,0.7558333333333334,0.8266666666666667
ArtificialDataset11,informative,DecisionTree,0.8216666666666667,0.8121852337596179,0.7725,0.8544444444444445
ArtificialDataset11,informative,XGBoost,0.9593333333333334,0.9574892099431245,0.9441666666666667,0.9694444444444444
ArtificialDataset11,informative+redundant,LogReg,0.804,0.7898505155586272,0.7141666666666666,0.8638888888888889
ArtificialDataset11,informative+redundant,SVM-linear,0.8096666666666666,0.7925693668093698,0.6891666666666667,0.89
ArtificialDataset11,informative+redundant,SVM-rbf,0.984,0.9833125745479075,0.9783333333333334,0.9877777777777778
ArtificialDataset11,informative+redundant,RandomForest,0.9413333333333334,0.938254053046773,0.9058333333333334,0.965
ArtificialDataset11,informative+redundant,KNN,0.9596666666666667,0.9578445629361934,0.945,0.9694444444444444
ArtificialDataset11,informative+redundant,NaiveBayes,0.787,0.7788470009509112,0.7708333333333334,0.7977777777777778
ArtificialDataset11,informative+redundant,DecisionTree,0.8313333333333334,0.8215002441357905,0.7716666666666666,0.8711111111111111
ArtificialDataset11,informative+redundant,XGBoost,0.9663333333333334,0.9647922017346393,0.9508333333333333,0.9766666666666667
ArtificialDataset11,informative+redundant_nonLinear,LogReg,0.8043333333333333,0.7898205575153309,0.7108333333333333,0.8666666666666667
ArtificialDataset11,informative+redundant_nonLinear,SVM-linear,0.8093333333333333,0.7933770735698877,0.6991666666666667,0.8827777777777778
