Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset20,all,0.204,0.27920000000000006,0.433752,0.59375,0.4079022360274232,0.2280128596408308,0.49535906951125086,0.9896969471332837,0.9852708333333333,0.590919938031132,0.8575704837250151,0.9994124421420558,0.8941009835342946,480.0,0.663,0.84,0.11807019703791226,0.45018389764039807,0.7848581088003279,0.21723410759099665
ArtificialDataset20,informative,0.148,0.252,0.433752,0.6964,0.34222130082080193,0.20411542434174013,0.4943842836852125,0.9885438570364854,0.98478,0.6199711022297437,0.8692110607469238,0.9991506693614347,1.00682242705972,300.0,0.714,0.896,0.0822817459360563,0.5156833598053708,0.8698954517022607,0.23248108012806454
ArtificialDataset20,informative+redundant,0.184,0.2584,0.433752,0.7974,0.3492652148464974,0.2037061859193438,0.49450459541291186,0.9890889798957557,0.98485,0.6179817851392749,0.8689977189421348,0.9992757625500851,0.6699284569030586,360.0,0.707,0.882,0.07711957320569515,0.4992541665344267,0.8468344370860927,0.2409665433805157
ArtificialDataset20,informative+redundant_nonLinear,0.2,0.2724,0.433752,0.694,0.40800679060190387,0.21368460785405863,0.4947904821211871,0.9896097542814594,0.9849611111111111,0.5949217412353113,0.8534185196369602,0.9991999196741933,0.5747998957641728,360.0,0.6665,0.866,0.13619209123251508,0.4696986681197225,0.8241448497008567,0.22202247517809737
ArtificialDataset20,informative+noise,0.178,0.28240000000000004,0.433752,0.6058571428571428,0.34940568386961757,0.2327280469530469,0.49533543348873516,0.9893971705137751,0.9851833333333333,0.6171315115882373,0.8696961742991314,0.9993011062639794,0.5755549701098546,360.0,0.6970000000000001,0.854,0.07037856816633069,0.47025299844885304,0.8136541623075774,0.24544997956211395
ArtificialDataset20,informative+rand_extra,0.17,0.2584,0.433752,0.6963999999999999,0.34570184575338103,0.19820133784344313,0.4944745920691925,0.9886028294862249,0.9847986798679869,0.6197957523107188,0.8692299100875496,0.9991598561471084,0.7952975328124021,303.0,0.712,0.908,0.09130795615466845,0.513192340540782,0.885288043239443,0.2433624574969383
ArtificialDataset20,mutual_info_top300,0.206,0.29960000000000003,0.433752,0.7016363636363635,0.42707503963825444,0.26270731666674135,0.49453466203115287,0.9895292628443781,0.9852000000000001,0.6126160939211653,0.8594811458746405,0.9990825827983135,0.8172178792708736,300.0,0.65075,0.798,0.11556043564176406,0.4389047455485373,0.7090135821100289,0.20090439705348742
ArtificialDataset20,f_classif_top300,0.204,0.31760000000000005,0.433752,0.6194285714285714,0.3959785841058974,0.25652588522588526,0.4954528929700497,0.9909603127326879,0.9852133333333334,0.6037942741511706,0.8552876330526417,0.999077754743372,1.1497585529528564,300.0,0.68525,0.798,0.09738839766625182,0.5158467359578299,0.6932614801452287,0.1728649495959287
ArtificialDataset20,rf_top300,0.22,0.28120000000000006,0.433752,0.602,0.38868280500969765,0.2610746780996781,0.4942720761590591,0.9872635889798957,0.9859266666666667,0.6154839617830525,0.8608999324502162,0.9991142102470453,1.0964187369786762,300.0,0.697,0.788,0.05215361924162119,0.447763850680812,0.6663577682622868,0.20463988820189696
ArtificialDataset20,relief_top300,0.19,0.2856,0.433752,0.6943333333333334,0.37355245578122415,0.2897498594242015,0.4932369307598915,0.9830939687267312,0.98636,0.6273789790626053,0.8657931628666368,0.9991055982277155,0.8281657446582567,300.0,0.6945,0.734,0.037792667467191454,0.46851589492957924,0.6621764180800129,0.1770618968001662
ArtificialDataset20,xgb_top300,0.204,0.29320000000000007,0.433752,0.6523076923076923,0.3327790399715668,0.2529100351023779,0.4950128870722984,0.9898353685778108,0.9846600000000001,0.6185884887098598,0.8626642325742415,0.9990493397860112,0.8661548696012905,300.0,0.7112499999999999,0.802,0.046030269543917667,0.4923721576391947,0.7069643845727995,0.1906196204737531
ArtificialDataset20,complexity_Hostility_top300,0.22,0.3168,0.433752,0.8112,0.41057473223943936,0.2715414391422132,0.4953413101205583,0.9908521221146687,0.9855066666666666,0.601253185980519,0.8536684559335924,0.9990996285553033,0.6661878782378922,300.0,0.656,0.818,0.1175366204331958,0.4298213648101129,0.7490814462249967,0.24197611914493042
ArtificialDataset20,complexity_N1_top300,0.218,0.312,0.433752,0.8453333333333334,0.4124812459317366,0.26998757318752636,0.4947241523868658,0.9910948622486969,0.9847466666666665,0.6074418295658846,0.8564696342509207,0.999058124379729,0.8111180552705126,300.0,0.64525,0.812,0.1288096602411037,0.42991841347412457,0.733982044275916,0.19541813517881512
ArtificialDataset20,complexity_kDN_top300,0.246,0.29519999999999996,0.433752,0.5881333333333334,0.4235046143889251,0.2501508110562557,0.49446274481547403,0.9897816827997022,0.9849266666666666,0.6058704985419183,0.85556679763605,0.9990311637987654,0.7985029824500254,300.0,0.639,0.798,0.13283287028658017,0.42357334989316786,0.7047670678906072,0.19773773368298173
