dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset7,1,f_classif,1,40,SVM-rbf,0.675,0.6722689075630252
ArtificialDataset7,1,f_classif,1,40,KNN,0.64,0.639943741209564
ArtificialDataset7,1,f_classif,2,40,SVM-rbf,0.71,0.7099591491759403
ArtificialDataset7,1,f_classif,2,40,KNN,0.69,0.6888727272727273
ArtificialDataset7,1,f_classif,3,40,SVM-rbf,0.775,0.774818401937046
ArtificialDataset7,1,f_classif,3,40,KNN,0.72,0.72
ArtificialDataset7,1,f_classif,4,40,SVM-rbf,0.84,0.8399999999999999
ArtificialDataset7,1,f_classif,4,40,KNN,0.795,0.7949935532563919
ArtificialDataset7,1,f_classif,5,40,SVM-rbf,0.85,0.8495575221238939
ArtificialDataset7,1,f_classif,5,40,KNN,0.815,0.8145391924720933
ArtificialDataset7,1,f_classif,6,40,SVM-rbf,0.885,0.8849187279151944
ArtificialDataset7,1,f_classif,6,40,KNN,0.89,0.8898018910400721
ArtificialDataset7,1,f_classif,7,40,SVM-rbf,0.94,0.9399424981365136
ArtificialDataset7,1,f_classif,7,40,KNN,0.935,0.9348589190492779
ArtificialDataset7,1,f_classif,8,40,SVM-rbf,0.975,0.9749942294375625
ArtificialDataset7,1,f_classif,8,40,KNN,0.98,0.9799918334013884
ArtificialDataset7,1,f_classif,9,40,SVM-rbf,0.98,0.9799979589754056
ArtificialDataset7,1,f_classif,9,40,KNN,0.97,0.9699969068976182
ArtificialDataset7,1,f_classif,10,40,SVM-rbf,0.985,0.984999619279677
ArtificialDataset7,1,f_classif,10,40,KNN,0.965,0.9649918374750589
ArtificialDataset7,1,f_classif,11,40,SVM-rbf,1.0,1.0
ArtificialDataset7,1,f_classif,11,40,KNN,0.98,0.9799979589754056
ArtificialDataset7,1,f_classif,12,40,SVM-rbf,1.0,1.0
ArtificialDataset7,1,f_classif,12,40,KNN,0.985,0.9849965728212028
ArtificialDataset7,1,f_classif,13,40,SVM-rbf,0.995,0.9949998743687027
ArtificialDataset7,1,f_classif,13,40,KNN,0.98,0.9799979589754056
ArtificialDataset7,1,f_classif,14,40,SVM-rbf,0.995,0.9949998743687027
ArtificialDataset7,1,f_classif,14,40,KNN,0.985,0.984999619279677
ArtificialDataset7,1,f_classif,15,40,SVM-rbf,0.995,0.9949998743687027
ArtificialDataset7,1,f_classif,15,40,KNN,0.985,0.984999619279677
ArtificialDataset7,1,f_classif,16,40,SVM-rbf,0.995,0.9949998743687027
ArtificialDataset7,1,f_classif,16,40,KNN,0.985,0.984999619279677
ArtificialDataset7,1,f_classif,17,40,SVM-rbf,0.995,0.9949998743687027
ArtificialDataset7,1,f_classif,17,40,KNN,0.985,0.984999619279677
ArtificialDataset7,1,f_classif,18,40,SVM-rbf,0.995,0.9949998743687027
ArtificialDataset7,1,f_classif,18,40,KNN,0.985,0.984999619279677
ArtificialDataset7,1,f_classif,19,40,SVM-rbf,0.985,0.984999619279677
