model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.808,0.04438468204234429,0.744870402791544,0.07393390391224092
KNN,mutual_info,0.8,0.035355339059327404,0.733652514081639,0.05884645816492175
KNN,relief,0.844,0.03286335345030993,0.7900705757260635,0.056394552377128426
KNN,rf,0.8640000000000001,0.035777087639996666,0.8195001535893921,0.05726813142289436
KNN,xgb,0.8300000000000001,0.05477225575051661,0.7744646486299108,0.0908529333691038
SVM-rbf,f_classif,0.8480000000000001,0.03768288736283353,0.8024913450853498,0.05602271813849472
SVM-rbf,mutual_info,0.8160000000000001,0.023021728866442666,0.7532551535800668,0.028242781145314005
SVM-rbf,relief,0.8960000000000001,0.03781534080237803,0.8703258786674649,0.050702746370130766
SVM-rbf,rf,0.906,0.04037325847637269,0.8843377879446855,0.0523226898343399
SVM-rbf,xgb,0.868,0.04147288270665548,0.8331378056244763,0.05871005418894425
