dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset20,1,f_classif,1,428,SVM-rbf,0.69,0.11281625881377022
ArtificialDataset20,1,f_classif,1,428,KNN,0.59,0.4475907741493492
ArtificialDataset20,1,f_classif,2,428,SVM-rbf,0.68,0.0
ArtificialDataset20,1,f_classif,2,428,KNN,0.6,0.48979591836734687
ArtificialDataset20,1,f_classif,3,428,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset20,1,f_classif,3,428,KNN,0.55,0.3519245875883739
ArtificialDataset20,1,f_classif,4,428,SVM-rbf,0.66,0.3065512978986403
ArtificialDataset20,1,f_classif,4,428,KNN,0.63,0.4547368421052632
ArtificialDataset20,1,f_classif,5,428,SVM-rbf,0.68,0.406113537117904
ArtificialDataset20,1,f_classif,5,428,KNN,0.63,0.43021266194084573
ArtificialDataset20,1,f_classif,6,428,SVM-rbf,0.67,0.39836734693877557
ArtificialDataset20,1,f_classif,6,428,KNN,0.65,0.5108578800258009
ArtificialDataset20,1,f_classif,7,428,SVM-rbf,0.67,0.43176561295296834
ArtificialDataset20,1,f_classif,7,428,KNN,0.66,0.4995539696699375
ArtificialDataset20,1,f_classif,8,428,SVM-rbf,0.67,0.39836734693877557
ArtificialDataset20,1,f_classif,8,428,KNN,0.71,0.5618216641838688
ArtificialDataset20,1,f_classif,9,428,SVM-rbf,0.7,0.45652173913043487
ArtificialDataset20,1,f_classif,9,428,KNN,0.7,0.5528109028960818
ArtificialDataset20,1,f_classif,10,428,SVM-rbf,0.71,0.5201584712188301
ArtificialDataset20,1,f_classif,10,428,KNN,0.71,0.5423427428317403
ArtificialDataset20,1,f_classif,11,428,SVM-rbf,0.7,0.45652173913043487
ArtificialDataset20,1,f_classif,11,428,KNN,0.61,0.2771194165907019
ArtificialDataset20,1,f_classif,12,428,SVM-rbf,0.7,0.48579823702252695
ArtificialDataset20,1,f_classif,12,428,KNN,0.67,0.4606001463771652
ArtificialDataset20,1,f_classif,13,428,SVM-rbf,0.68,0.4687499999999999
ArtificialDataset20,1,f_classif,13,428,KNN,0.69,0.4771449523343925
ArtificialDataset20,1,f_classif,14,428,SVM-rbf,0.7,0.48579823702252695
ArtificialDataset20,1,f_classif,14,428,KNN,0.72,0.5516014234875445
ArtificialDataset20,1,f_classif,15,428,SVM-rbf,0.7,0.48579823702252695
ArtificialDataset20,1,f_classif,15,428,KNN,0.71,0.5423427428317403
ArtificialDataset20,1,f_classif,16,428,SVM-rbf,0.7,0.48579823702252695
ArtificialDataset20,1,f_classif,16,428,KNN,0.65,0.46982055464926586
ArtificialDataset20,1,f_classif,17,428,SVM-rbf,0.72,0.5516014234875445
ArtificialDataset20,1,f_classif,17,428,KNN,0.7,0.5528109028960818
ArtificialDataset20,1,f_classif,18,428,SVM-rbf,0.7,0.5111731843575419
ArtificialDataset20,1,f_classif,18,428,KNN,0.72,0.5882352941176471
ArtificialDataset20,1,f_classif,19,428,SVM-rbf,0.73,0.561122244488978
ArtificialDataset20,1,f_classif,19,428,KNN,0.73,0.5805490529899978
ArtificialDataset20,1,f_classif,20,428,SVM-rbf,0.67,0.43176561295296834
ArtificialDataset20,1,f_classif,20,428,KNN,0.69,0.5245610135585685
ArtificialDataset20,1,f_classif,21,428,SVM-rbf,0.68,0.4687499999999999
ArtificialDataset20,1,f_classif,21,428,KNN,0.72,0.5516014234875445
ArtificialDataset20,1,f_classif,22,428,SVM-rbf,0.66,0.4776536312849162
ArtificialDataset20,1,f_classif,22,428,KNN,0.68,0.493953488372093
ArtificialDataset20,1,f_classif,23,428,SVM-rbf,0.65,0.44498658209319353
ArtificialDataset20,1,f_classif,23,428,KNN,0.69,0.5612307692307693
ArtificialDataset20,1,f_classif,24,428,SVM-rbf,0.7,0.5111731843575419
ArtificialDataset20,1,f_classif,24,428,KNN,0.68,0.493953488372093
ArtificialDataset20,1,f_classif,25,428,SVM-rbf,0.7,0.5333333333333333
ArtificialDataset20,1,f_classif,25,428,KNN,0.72,0.5294117647058824
ArtificialDataset20,1,f_classif,26,428,SVM-rbf,0.71,0.5423427428317403
ArtificialDataset20,1,f_classif,26,428,KNN,0.71,0.4947239263803681
ArtificialDataset20,1,f_classif,27,428,SVM-rbf,0.71,0.5423427428317403
ArtificialDataset20,1,f_classif,27,428,KNN,0.72,0.5294117647058824
