fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,SVM-rbf,mutual_info,True,20,0.8855421686746988,0.883005906253927,0.7380952380952381,0.6990291262135923,0.22289156626506024,0.22048192771084338,0.2254016064257028
1,SVM-rbf,f_classif,True,20,0.8493975903614458,0.844556158221987,0.6190476190476191,0.5806451612903226,0.25301204819277107,0.25301204819277107,0.2752008032128514
1,SVM-rbf,rf,True,20,0.9457831325301205,0.9456141026134482,0.6428571428571429,0.6153846153846155,0.18674698795180722,0.22048192771084338,0.1546184738955823
1,SVM-rbf,relief,True,20,0.927710843373494,0.9269796111901375,0.7619047619047619,0.7553516819571866,0.18674698795180722,0.20240963855421687,0.12158634538152609
1,SVM-rbf,xgb,True,20,0.9518072289156626,0.9514443761524279,0.6666666666666666,0.6474820143884893,0.1746987951807229,0.21807228915662652,0.1781124497991968
2,SVM-rbf,mutual_info,True,20,0.9337349397590361,0.9336085043417313,0.7857142857142857,0.7843137254901962,0.13855421686746988,0.23012048192771087,0.20933734939759036
2,SVM-rbf,f_classif,True,20,0.9036144578313253,0.9013320177602369,0.7857142857142857,0.7778608825729245,0.18674698795180722,0.2506024096385542,0.1938755020080321
2,SVM-rbf,rf,True,20,0.9518072289156626,0.9513322039119052,0.8095238095238095,0.808988764044944,0.21686746987951808,0.21566265060240963,0.15753012048192772
2,SVM-rbf,relief,True,20,0.9337349397590361,0.9329821940961439,0.8809523809523809,0.8790058862001308,0.1927710843373494,0.22409638554216868,0.16947791164658635
2,SVM-rbf,xgb,True,20,0.9397590361445783,0.9394221808014912,0.7857142857142857,0.7778608825729245,0.14457831325301204,0.23253012048192773,0.22053930005737232
3,SVM-rbf,mutual_info,True,20,0.9156626506024096,0.9151785714285714,0.8571428571428571,0.8567639257294429,0.25301204819277107,0.22289156626506024,0.17981927710843373
3,SVM-rbf,f_classif,True,20,0.9216867469879518,0.9215353662866386,0.8095238095238095,0.8045977011494253,0.18072289156626506,0.22289156626506024,0.2299196787148594
3,SVM-rbf,rf,True,20,0.9457831325301205,0.9456141026134484,0.8333333333333334,0.8332198774676651,0.16265060240963855,0.20361445783132534,0.16094377510040161
3,SVM-rbf,relief,True,20,0.9337349397590361,0.933296819373264,0.8095238095238095,0.8045977011494253,0.16265060240963855,0.21807228915662652,0.17389558232931726
3,SVM-rbf,xgb,True,20,0.9457831325301205,0.9453109881178154,0.8571428571428571,0.8536585365853658,0.18674698795180722,0.22650602409638554,0.23405048766494552
4,SVM-rbf,mutual_info,True,20,0.9461077844311377,0.9458120570078499,0.8292682926829268,0.8272859216255443,0.17964071856287425,0.21317365269461078,0.14406900484744797
4,SVM-rbf,f_classif,True,20,0.9221556886227545,0.9217173692030969,0.8048780487804879,0.8035714285714286,0.16766467065868262,0.22514970059880235,0.19181636726546905
4,SVM-rbf,rf,True,20,0.9401197604790419,0.9400076423385557,0.8048780487804879,0.8047337278106509,0.20359281437125748,0.20838323353293411,0.18313373253493015
4,SVM-rbf,relief,True,20,0.9520958083832335,0.9516864175022788,0.8536585365853658,0.8510638297872339,0.18562874251497005,0.22514970059880235,0.17914171656686628
4,SVM-rbf,xgb,True,20,0.9281437125748503,0.9280074314909428,0.8536585365853658,0.8535564853556485,0.15568862275449102,0.27065868263473053,0.2332335329341317
5,SVM-rbf,mutual_info,True,20,0.9580838323353293,0.9577740913889307,0.8780487804878049,0.875,0.17365269461077845,0.21676646706586827,0.1968063872255489
5,SVM-rbf,f_classif,True,20,0.8982035928143712,0.8977955911823645,0.8292682926829268,0.8210526315789474,0.19161676646706588,0.24191616766467064,0.22445109780439124
5,SVM-rbf,rf,True,20,0.9520958083832335,0.9518765133171911,0.926829268292683,0.9250985545335086,0.19161676646706588,0.19999999999999998,0.1812375249500998
5,SVM-rbf,relief,True,20,0.9161676646706587,0.9154228855721394,0.8292682926829268,0.8210526315789474,0.15568862275449102,0.22514970059880235,0.20508982035928144
5,SVM-rbf,xgb,True,20,0.9520958083832335,0.9518765133171911,0.8536585365853658,0.8510638297872339,0.1377245508982036,0.2215568862275449,0.16676646706586828
1,KNN,mutual_info,True,20,0.891566265060241,0.8889629876625542,0.7380952380952381,0.7207207207207207,0.22289156626506024,0.22048192771084338,0.2254016064257028
1,KNN,f_classif,True,20,0.8313253012048193,0.8261964735516372,0.7142857142857143,0.689655172413793,0.25301204819277107,0.25301204819277107,0.2752008032128514
1,KNN,rf,True,20,0.8855421686746988,0.883435582822086,0.6666666666666666,0.6356877323420075,0.18674698795180722,0.22048192771084338,0.1546184738955823
1,KNN,relief,True,20,0.8975903614457831,0.8957312806158153,0.7380952380952381,0.7329678935003917,0.18674698795180722,0.20240963855421687,0.12158634538152609
1,KNN,xgb,True,20,0.9036144578313253,0.9026132121408862,0.7142857142857143,0.6989966555183946,0.1746987951807229,0.21807228915662652,0.1781124497991968
2,KNN,mutual_info,True,20,0.8855421686746988,0.8838234682417537,0.7619047619047619,0.7553516819571866,0.13855421686746988,0.23012048192771087,0.20933734939759036
2,KNN,f_classif,True,20,0.8734939759036144,0.8715677590788309,0.8809523809523809,0.8770764119601329,0.18674698795180722,0.2506024096385542,0.1938755020080321
2,KNN,rf,True,20,0.9216867469879518,0.9207853757616791,0.7857142857142857,0.7817781043350478,0.21686746987951808,0.21566265060240963,0.15753012048192772
2,KNN,relief,True,20,0.8614457831325302,0.8588230244237456,0.8571428571428571,0.8556149732620322,0.1927710843373494,0.22409638554216868,0.16947791164658635
2,KNN,xgb,True,20,0.8975903614457831,0.8957312806158153,0.8333333333333334,0.8275862068965518,0.14457831325301204,0.23253012048192773,0.22053930005737232
3,KNN,mutual_info,True,20,0.8734939759036144,0.8701215611004477,0.9285714285714286,0.9263687853996223,0.25301204819277107,0.22289156626506024,0.17981927710843373
3,KNN,f_classif,True,20,0.8855421686746988,0.8841703645336539,0.8095238095238095,0.8045977011494253,0.18072289156626506,0.22289156626506024,0.2299196787148594
