dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ionosphere,1,f_classif,1,33,SVM-rbf,0.8169014084507042,0.7563025210084033
ionosphere,1,f_classif,1,33,KNN,0.8169014084507042,0.7563025210084033
ionosphere,1,f_classif,2,33,SVM-rbf,0.8591549295774648,0.8252148997134672
ionosphere,1,f_classif,2,33,KNN,0.8591549295774648,0.8252148997134672
ionosphere,1,f_classif,3,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,3,33,KNN,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,4,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,4,33,KNN,0.8873239436619719,0.8690228690228691
ionosphere,1,f_classif,5,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,5,33,KNN,0.8169014084507042,0.7925151348376444
ionosphere,1,f_classif,6,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,6,33,KNN,0.8028169014084507,0.7731665719158612
ionosphere,1,f_classif,7,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,7,33,KNN,0.8169014084507042,0.7925151348376444
ionosphere,1,f_classif,8,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,8,33,KNN,0.8169014084507042,0.7809413131900057
ionosphere,1,f_classif,9,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,f_classif,9,33,KNN,0.7887323943661971,0.7454545454545455
ionosphere,1,f_classif,10,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,f_classif,10,33,KNN,0.7887323943661971,0.7454545454545455
ionosphere,1,f_classif,11,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,f_classif,11,33,KNN,0.7746478873239436,0.7317073170731708
ionosphere,1,f_classif,12,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,f_classif,12,33,KNN,0.8169014084507042,0.7738452309538092
ionosphere,1,f_classif,13,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,f_classif,13,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,f_classif,14,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,f_classif,14,33,KNN,0.8028169014084507,0.7510917030567685
ionosphere,1,f_classif,15,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,f_classif,15,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,f_classif,16,33,SVM-rbf,0.9154929577464789,0.9045521292217328
ionosphere,1,f_classif,16,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,f_classif,17,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,f_classif,17,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,f_classif,18,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,f_classif,18,33,KNN,0.8450704225352113,0.8101265822784811
ionosphere,1,f_classif,19,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,f_classif,19,33,KNN,0.8309859154929577,0.7885304659498209
