model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.876,0.024341322889276196,0.8756288786953776,0.02461905568693348
KNN,mutual_info,0.9030000000000001,0.029916550603303216,0.9029017121064152,0.0300164491093992
KNN,relief,0.9390000000000001,0.025836021365527605,0.9389570853683251,0.025875695639801303
KNN,rf,0.933,0.01303840481040526,0.9329377722815091,0.013066464534048325
KNN,xgb,0.933,0.01303840481040526,0.9329377722815091,0.013066464534048325
SVM-rbf,f_classif,0.9109999999999999,0.019493588689617952,0.9108797993033395,0.01961548641279831
SVM-rbf,mutual_info,0.9349999999999999,0.009999999999999952,0.934946349676982,0.010010802574548939
SVM-rbf,relief,0.96,0.018371173070873853,0.9599993267428658,0.01837092097700095
SVM-rbf,rf,0.9559999999999998,0.009617692030835704,0.9559775114942146,0.009600407361263254
SVM-rbf,xgb,0.9559999999999998,0.009617692030835704,0.9559775114942146,0.009600407361263254
