model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
DecisionTree,f_classif,0.8281110463987575,0.02534496318895844,0.820770015547805,0.0230986356984332
DecisionTree,mutual_info,0.8499320520287323,0.044251966328245705,0.8442898790435345,0.04312233371447814
DecisionTree,relief,0.8261696757911086,0.027713566912059496,0.8189464472257054,0.025006477789522148
DecisionTree,rf,0.8281498738109105,0.03937212550125537,0.8213441628751099,0.038655632496736175
DecisionTree,xgb,0.8162686856920987,0.0319951187446084,0.8077679538089135,0.030815061404357892
KNN,f_classif,0.8617355853232382,0.034516401067831645,0.8551502066275318,0.03537055539757652
KNN,mutual_info,0.8656183265385362,0.020474512121802815,0.858384157033728,0.02140931341357574
KNN,relief,0.8537565521258008,0.026547985746892298,0.8452478403117671,0.03000451049634199
KNN,rf,0.8774995146573481,0.010818678547518704,0.871600331334691,0.010577532598246883
KNN,xgb,0.8576975344593283,0.02680814202763935,0.8496961829926354,0.02966266004914315
LogReg,f_classif,0.8597165598912833,0.018690973393082413,0.8534481021582346,0.018110100442481927
LogReg,mutual_info,0.8538147932440303,0.025094421109855013,0.847480180447905,0.02434566008790791
LogReg,relief,0.8735585323238206,0.01727023477202318,0.8686585704528463,0.016361461565690582
LogReg,rf,0.8617161716171617,0.02929681982993024,0.8560743210770086,0.029395373978050688
LogReg,xgb,0.8617355853232382,0.024560218098202125,0.8559027044485011,0.02364830953815165
NaiveBayes,f_classif,0.8360706658901185,0.037995752465682014,0.831745927405634,0.03653754374899902
NaiveBayes,mutual_info,0.8123082896524947,0.05831151508152231,0.8090277634213038,0.0558276200402271
NaiveBayes,relief,0.8202679091438554,0.03504547681051476,0.8167617865709855,0.0332891312035041
NaiveBayes,rf,0.8399922345175694,0.03183001293778331,0.8365236680250199,0.030502416037887045
NaiveBayes,xgb,0.8261696757911086,0.032590345285241684,0.8218496627021784,0.029440174041337315
RandomForest,f_classif,0.8656377402446127,0.023641159643216527,0.8588238653732324,0.02493930607809267
RandomForest,mutual_info,0.8873034362259755,0.030367870725996247,0.882408066641292,0.031549461960275374
RandomForest,relief,0.8873422636381285,0.026794747614883017,0.8822690068122153,0.02762363025886498
RandomForest,rf,0.8814404969908756,0.024129838763276963,0.8758449572613868,0.02469336004773692
RandomForest,xgb,0.8734614637934381,0.027721317570608566,0.8669306960650351,0.0293122644892748
SVM-linear,f_classif,0.8636769559308872,0.019881947848862457,0.857134446274037,0.020574559430226347
SVM-linear,mutual_info,0.8597165598912833,0.017330253428919286,0.8531111951881047,0.0166917922596885
SVM-linear,relief,0.8774801009512716,0.008659905709739143,0.8720696658105964,0.007632885872244257
SVM-linear,rf,0.8656571539506892,0.01747934456794862,0.859077524990283,0.018027231591478
SVM-linear,xgb,0.8676373519704912,0.014351312214957774,0.8616076190233815,0.01402807756520068
SVM-rbf,f_classif,0.8735002912055911,0.027562882254058643,0.8662330148192001,0.030334033790196908
SVM-rbf,mutual_info,0.8735391186177441,0.02347477531344365,0.8664126801049299,0.025776058892693635
SVM-rbf,relief,0.8814404969908756,0.02608215335593352,0.8749141536520103,0.028495877465101984
SVM-rbf,rf,0.8774995146573481,0.01769471716066478,0.8711770041763518,0.019554087165805322
SVM-rbf,xgb,0.8715589205979422,0.019640780330705442,0.8648226330182496,0.020912215718053524
XGBoost,f_classif,0.8498543972044263,0.02090766915194098,0.8425070213228134,0.022024224430212763
XGBoost,mutual_info,0.8794020578528441,0.01331955684441685,0.8733542838035204,0.01486676031222664
XGBoost,relief,0.8715395068918657,0.02524897831280825,0.8656709932361771,0.026592471538238144
XGBoost,rf,0.8715783343040187,0.02066739236916605,0.8661721836150015,0.02091661024567648
XGBoost,xgb,0.8655406717142302,0.033544333707349,0.8588053262894949,0.03446379250940556
