model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.7836666666666667,0.017849680980653756,0.7707672033560361,0.0199388390239525
KNN,mutual_info,0.7926666666666666,0.015616942366830018,0.7798022386090231,0.016285548732775875
KNN,relief,0.8443333333333334,0.014794894014114783,0.8366412855897731,0.016571991706517488
KNN,rf,0.8346666666666668,0.011266962520770361,0.8263005818374151,0.012246285094762005
KNN,xgb,0.8366666666666667,0.010137937550497054,0.8279057827375957,0.011546350269680313
SVM-rbf,f_classif,0.841,0.02162174831043965,0.8317216375513778,0.024632512813201557
SVM-rbf,mutual_info,0.8373333333333333,0.01170232645436127,0.8279189394253252,0.01195003432409169
SVM-rbf,relief,0.8640000000000001,0.014605934866804412,0.85772235497796,0.015422454143853204
SVM-rbf,rf,0.8656666666666666,0.015347819244295142,0.859196679978688,0.016195679655726433
SVM-rbf,xgb,0.8673333333333334,0.012281422284627025,0.8612342187881523,0.013220460862101872
