model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.634,0.04929503017546495,0.44699472745058627,0.13001446912720002
KNN,mutual_info,0.616,0.043358966777357615,0.42730147692756343,0.1072586683895565
KNN,relief,0.662,0.029495762407505215,0.44576562673266923,0.06485675037432723
KNN,rf,0.634,0.005477225575051663,0.4478196980180088,0.09229065845257174
KNN,xgb,0.6,0.06745368781616028,0.46932012638923837,0.08289003821039978
SVM-rbf,f_classif,0.698,0.014832396974191314,0.4119479501002223,0.039806803220894235
SVM-rbf,mutual_info,0.6759999999999999,0.01816590212458492,0.2522681605239937,0.13671264981439268
SVM-rbf,relief,0.6719999999999999,0.02049390153191917,0.29357980470764006,0.10135289261486298
SVM-rbf,rf,0.688,0.021679483388678762,0.32631429638946396,0.1459937763262955
SVM-rbf,xgb,0.656,0.015165750888103114,0.22738293886343003,0.09365080096955206
