fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,SVM-rbf,mutual_info,True,300,0.9675,0.9611562782294488,0.71,0.34238262535931013,0.2725,0.3,0.26298825227060524
1,SVM-rbf,f_classif,True,300,0.97,0.9642495162627845,0.72,0.39928486293206195,0.21,0.2905,0.2512744408369409
1,SVM-rbf,rf,True,300,0.98,0.9764359351988217,0.69,0.20037383177570092,0.23,0.28850000000000003,0.2397901404151404
1,SVM-rbf,relief,True,300,0.98,0.9764359351988217,0.7,0.27685950413223137,0.2175,0.284,0.25415045969356315
1,SVM-rbf,xgb,True,300,0.985,0.9824232690935046,0.71,0.34238262535931013,0.2175,0.29250000000000004,0.22404912917412914
2,SVM-rbf,mutual_info,True,300,0.9825,0.9794380787945377,0.69,0.11281625881377022,0.1925,0.28550000000000003,0.21887125293007645
2,SVM-rbf,f_classif,True,300,0.99,0.9883443708609271,0.7,0.20574886535552192,0.215,0.311,0.2213840099958521
2,SVM-rbf,rf,True,300,0.99,0.9883443708609271,0.69,0.11281625881377022,0.1925,0.2705,0.22282118910782703
2,SVM-rbf,relief,True,300,0.985,0.9824232690935046,0.7,0.33460076045627374,0.21,0.2690000000000001,0.2592905092592592
2,SVM-rbf,xgb,True,300,0.9825,0.9794380787945377,0.7,0.20574886535552192,0.265,0.29200000000000004,0.25029611013986014
3,SVM-rbf,mutual_info,True,300,0.9775,0.9734164305949008,0.69,0.11281625881377022,0.2525,0.3340000000000001,0.28872607284020324
3,SVM-rbf,f_classif,True,300,0.9925,0.9912810489095821,0.71,0.28382608695652173,0.2325,0.2945,0.26246349483849485
3,SVM-rbf,rf,True,300,0.9925,0.9912810489095821,0.72,0.35051546391752575,0.17,0.278,0.22624081320726058
3,SVM-rbf,relief,True,300,0.9975,0.9971085070765485,0.71,0.34238262535931013,0.24,0.277,0.2836938479777876
3,SVM-rbf,xgb,True,300,0.99,0.9883443708609271,0.7,0.20574886535552192,0.2475,0.32250000000000006,0.27374878512010864
4,SVM-rbf,mutual_info,True,300,0.9775,0.9734164305949008,0.7,0.20574886535552192,0.2075,0.30800000000000005,0.25880384930384925
4,SVM-rbf,f_classif,True,300,0.98,0.9764359351988217,0.72,0.35051546391752575,0.23,0.318,0.27812649094326725
4,SVM-rbf,rf,True,300,0.98,0.9764359351988217,0.7,0.20574886535552192,0.2175,0.29700000000000004,0.26487188852813853
4,SVM-rbf,relief,True,300,0.9775,0.9734164305949008,0.69,0.20037383177570092,0.2375,0.28400000000000003,0.3119679848660112
4,SVM-rbf,xgb,True,300,0.9775,0.9734164305949008,0.71,0.28382608695652173,0.2175,0.311,0.26804362342638205
5,SVM-rbf,mutual_info,True,300,0.9825,0.97953109770162,0.69,0.0,0.2225,0.3165,0.2462202567547395
5,SVM-rbf,f_classif,True,300,0.99,0.9883952643300903,0.69,0.0,0.2,0.3,0.24076960964662575
5,SVM-rbf,rf,True,300,0.9875,0.9854564466601375,0.7,0.11616161616161616,0.2125,0.28850000000000003,0.25300223214285716
5,SVM-rbf,relief,True,300,0.99,0.9883952643300903,0.7,0.20574886535552192,0.165,0.285,0.2583716938290468
5,SVM-rbf,xgb,True,300,0.9875,0.9854564466601375,0.69,0.0,0.185,0.29250000000000004,0.24979912911162913
1,KNN,mutual_info,True,300,0.895,0.8660179640718563,0.82,0.7496607869742197,0.2725,0.3,0.26298825227060524
1,KNN,f_classif,True,300,0.9025,0.8738881573643619,0.84,0.7795275590551181,0.21,0.2905,0.2512744408369409
1,KNN,rf,True,300,0.875,0.8303211293825626,0.78,0.6877729257641921,0.23,0.28850000000000003,0.2397901404151404
1,KNN,relief,True,300,0.81,0.6967487684729063,0.77,0.6021118849696696,0.2175,0.284,0.25415045969356315
1,KNN,xgb,True,300,0.8825,0.8489956403418555,0.8,0.7090909090909091,0.2175,0.29250000000000004,0.22404912917412914
2,KNN,mutual_info,True,300,0.9,0.8756218905472637,0.82,0.764367816091954,0.1925,0.28550000000000003,0.21887125293007645
2,KNN,f_classif,True,300,0.895,0.8684514435695537,0.82,0.7314410480349344,0.215,0.311,0.2213840099958521
2,KNN,rf,True,300,0.885,0.8498838452745308,0.76,0.6274509803921569,0.1925,0.2705,0.22282118910782703
2,KNN,relief,True,300,0.815,0.7089145229016846,0.71,0.34238262535931013,0.21,0.2690000000000001,0.2592905092592592
2,KNN,xgb,True,300,0.915,0.8995641646489103,0.78,0.7157057654075546,0.265,0.29200000000000004,0.25029611013986014
3,KNN,mutual_info,True,300,0.885,0.8618642054901428,0.83,0.7812742210509998,0.2525,0.3340000000000001,0.28872607284020324
3,KNN,f_classif,True,300,0.8825,0.8449076887123159,0.79,0.6596923076923077,0.2325,0.2945,0.26246349483849485
3,KNN,rf,True,300,0.865,0.8173607038123168,0.82,0.7314410480349344,0.17,0.278,0.22624081320726058
3,KNN,relief,True,300,0.8325,0.7484071764453816,0.76,0.544,0.24,0.277,0.2836938479777876
3,KNN,xgb,True,300,0.9025,0.8805153143060825,0.79,0.7176170212765958,0.2475,0.32250000000000006,0.27374878512010864
4,KNN,mutual_info,True,300,0.905,0.8858082082613893,0.83,0.7918572060775927,0.2075,0.30800000000000005,0.25880384930384925
4,KNN,f_classif,True,300,0.88,0.8420107719928188,0.79,0.6869220607661822,0.23,0.318,0.27812649094326725
4,KNN,rf,True,300,0.895,0.8707181180354933,0.77,0.665785997357992,0.2175,0.29700000000000004,0.26487188852813853
4,KNN,relief,True,300,0.82,0.7206661619984859,0.78,0.6131650135256987,0.2375,0.28400000000000003,0.3119679848660112
4,KNN,xgb,True,300,0.9175,0.8987162868492578,0.8,0.7361477572559367,0.2175,0.311,0.26804362342638205
5,KNN,mutual_info,True,300,0.8675,0.8241357877121682,0.71,0.4310583033987289,0.2225,0.3165,0.2462202567547395
5,KNN,f_classif,True,300,0.89,0.8576,0.79,0.6596923076923077,0.2,0.3,0.24076960964662575
5,KNN,rf,True,300,0.895,0.8624890254609305,0.73,0.44928751047778703,0.2125,0.28850000000000003,0.25300223214285716
5,KNN,relief,True,300,0.83,0.7430340557275541,0.75,0.5038369939137337,0.165,0.285,0.2583716938290468
5,KNN,xgb,True,300,0.905,0.8791467528816419,0.74,0.5709188224799285,0.185,0.29250000000000004,0.24979912911162913
