fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,SVM-rbf,mutual_info,True,20,0.77,0.5915590405904059,0.67,0.10666666666666666,0.32,0.43,0.44195833333333334
1,SVM-rbf,f_classif,True,20,0.77,0.6021118849696698,0.68,0.2638700947225981,0.29,0.42050000000000004,0.39969345238095244
1,SVM-rbf,rf,True,20,0.77,0.5969274537695589,0.69,0.27021494370522003,0.325,0.4045,0.4037886904761905
1,SVM-rbf,relief,True,20,0.7675,0.5994022814328407,0.69,0.27021494370522003,0.28,0.4005,0.41363988095238097
1,SVM-rbf,xgb,True,20,0.78,0.6320754716981134,0.71,0.34238262535931013,0.2975,0.3925,0.368547619047619
2,SVM-rbf,mutual_info,True,20,0.7775,0.6153504078711489,0.69,0.11281625881377022,0.2675,0.42400000000000004,0.3946340048840049
2,SVM-rbf,f_classif,True,20,0.7975,0.6790624883556284,0.68,0.10965630114566284,0.2675,0.402,0.38115575396825396
2,SVM-rbf,rf,True,20,0.825,0.7372013651877134,0.68,0.1952662721893491,0.26,0.40800000000000003,0.3788316197691198
2,SVM-rbf,relief,True,20,0.78,0.6275839618034833,0.71,0.3906481207457828,0.2975,0.418,0.40587698412698414
2,SVM-rbf,xgb,True,20,0.785,0.6376469325318018,0.67,0.10666666666666666,0.3025,0.41950000000000004,0.4514672619047619
3,SVM-rbf,mutual_info,True,20,0.7775,0.6153504078711489,0.68,0.0,0.2875,0.42950000000000005,0.3777916666666667
3,SVM-rbf,f_classif,True,20,0.755,0.5454042762349471,0.7,0.20574886535552192,0.3325,0.41850000000000004,0.37810813492063494
3,SVM-rbf,rf,True,20,0.7625,0.5778638966185404,0.71,0.3906481207457828,0.31,0.4160000000000001,0.41770238095238094
3,SVM-rbf,relief,True,20,0.8,0.678391959798995,0.7,0.33460076045627374,0.305,0.396,0.3670863095238095
3,SVM-rbf,xgb,True,20,0.8025,0.688123378140719,0.73,0.408285800060042,0.2725,0.41150000000000003,0.4184856601731602
4,SVM-rbf,mutual_info,True,20,0.735,0.4444523673702224,0.69,0.20037383177570095,0.3075,0.4200000000000001,0.4043852813852814
4,SVM-rbf,f_classif,True,20,0.805,0.690978886756238,0.68,0.406113537117904,0.32,0.4040000000000001,0.40274503968253966
4,SVM-rbf,rf,True,20,0.8025,0.6847424756647895,0.69,0.3743784732377888,0.2825,0.40900000000000003,0.3799146825396825
4,SVM-rbf,relief,True,20,0.795,0.6653318958878792,0.73,0.5134534682794373,0.3275,0.4135000000000001,0.39263690476190477
4,SVM-rbf,xgb,True,20,0.8,0.6818927382076644,0.68,0.32,0.315,0.40800000000000003,0.42124729437229436
