fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,LogReg,mutual_info,True,6,0.8816568047337278,0.8316265272971256,0.8705882352941177,0.8167079486602117,0.029585798816568046,0.05798816568047338,0.05424063116370809
1,LogReg,f_classif,True,6,0.8017751479289941,0.6635224787813646,0.8294117647058824,0.711412237984332,0.10355029585798817,0.16065088757396448,0.1296351084812623
1,LogReg,rf,True,6,0.8550295857988166,0.7909908048352102,0.8176470588235294,0.7123690007342632,0.029585798816568046,0.08254437869822485,0.0629930966469428
1,LogReg,relief,True,6,0.893491124260355,0.8493076635203127,0.8764705882352941,0.8238274871910366,0.042899408284023666,0.08106508875739644,0.060059171597633125
1,LogReg,xgb,True,6,0.8831360946745562,0.830072023837404,0.888235294117647,0.8383570905403122,0.034023668639053255,0.08875739644970414,0.07460552268244576
2,LogReg,mutual_info,True,6,0.8389955686853766,0.7557634954949268,0.863905325443787,0.7973935079039458,0.03692762186115214,0.08005908419497784,0.07102412604628261
2,LogReg,f_classif,True,6,0.8242245199409158,0.7097434104122045,0.8520710059171598,0.761904761904762,0.1255539143279173,0.17843426883308716,0.14780896110290498
2,LogReg,rf,True,6,0.8389955686853766,0.759844840961986,0.8579881656804734,0.7901591895803184,0.029542097488921712,0.07267355982274741,0.062087641555883796
2,LogReg,relief,True,6,0.8759231905465288,0.8182123410653548,0.8698224852071006,0.8088878383169839,0.051698670605613,0.0827178729689808,0.06809453471196454
2,LogReg,xgb,True,6,0.8493353028064993,0.7722383167770848,0.8816568047337278,0.8340387614167967,0.04431314623338257,0.10841949778434269,0.08749384539635648
3,LogReg,mutual_info,True,6,0.880354505169867,0.8246600418410042,0.8579881656804734,0.7805247225025227,0.06351550960118169,0.10782865583456426,0.08574593796159527
3,LogReg,f_classif,True,6,0.8508124076809453,0.767366720516963,0.7928994082840237,0.669299111549852,0.08567208271787297,0.1329394387001477,0.1021664204825209
3,LogReg,rf,True,6,0.8611521418020679,0.8012014539333833,0.8165680473372781,0.7313826447318849,0.03545051698670606,0.07119645494830133,0.0603889709502708
3,LogReg,relief,True,6,0.8862629246676514,0.8363419956357865,0.8757396449704142,0.8162251655629139,0.04579025110782865,0.0862629246676514,0.07471688823239783
3,LogReg,xgb,True,6,0.8714918759231906,0.8155759792473574,0.7988165680473372,0.7055805003207185,0.04283604135893648,0.0963072378138848,0.06799606105366814
4,LogReg,mutual_info,True,6,0.8670605612998523,0.8000181698426037,0.834319526627219,0.7518229821473472,0.04283604135893648,0.1019202363367799,0.0879123584441162
4,LogReg,f_classif,True,6,0.8478581979320532,0.7717279670113283,0.8579881656804734,0.798611111111111,0.0723781388478582,0.1087149187592319,0.09463318562284588
4,LogReg,rf,True,6,0.844903988183161,0.7719298245614035,0.8520710059171598,0.7830279652844745,0.04431314623338257,0.0776957163958641,0.06518956179222057
4,LogReg,relief,True,6,0.8774002954209749,0.8209816922171953,0.8698224852071006,0.8127822160472387,0.07385524372230429,0.09926144756277697,0.0897341211225997
4,LogReg,xgb,True,6,0.8478581979320532,0.7717279670113283,0.8579881656804734,0.798611111111111,0.05465288035450517,0.11107828655834565,0.08461349089118661
5,LogReg,mutual_info,True,6,0.8478581979320532,0.7622968615562757,0.8520710059171598,0.7677419354838709,0.04283604135893648,0.08892171344165437,0.06947316592811423
5,LogReg,f_classif,True,6,0.8360413589364845,0.7368897153051737,0.834319526627219,0.7013615733736763,0.10930576070901034,0.16454948301329395,0.15167405219103888
5,LogReg,rf,True,6,0.8478581979320532,0.7754423014106548,0.8757396449704142,0.8200138985406531,0.03692762186115214,0.07503692762186115,0.06464795667159035
5,LogReg,relief,True,6,0.8641063515509602,0.801721216050929,0.8461538461538461,0.788821992502556,0.056129985228951254,0.07887740029542098,0.07555391432791728
5,LogReg,xgb,True,6,0.8522895125553914,0.7795589651114813,0.8698224852071006,0.8002964060763246,0.051698670605613,0.10605612998522895,0.08938946331856229
1,SVM-linear,mutual_info,True,6,0.8875739644970414,0.8469880811768498,0.8823529411764706,0.8454882571075402,0.029585798816568046,0.05798816568047338,0.05424063116370809
1,SVM-linear,f_classif,True,6,0.8106508875739645,0.6937905985890899,0.8235294117647058,0.712013165112452,0.10355029585798817,0.16065088757396448,0.1296351084812623
1,SVM-linear,rf,True,6,0.8668639053254438,0.8188624811100426,0.8588235294117647,0.8027471290249943,0.029585798816568046,0.08254437869822485,0.0629930966469428
1,SVM-linear,relief,True,6,0.8994082840236687,0.8600444131506257,0.8823529411764706,0.8342907644719398,0.042899408284023666,0.08106508875739644,0.060059171597633125
1,SVM-linear,xgb,True,6,0.8905325443786982,0.8449080198860868,0.9,0.8615384615384614,0.034023668639053255,0.08875739644970414,0.07460552268244576
2,SVM-linear,mutual_info,True,6,0.8611521418020679,0.8050597249592703,0.893491124260355,0.8566304462496044,0.03692762186115214,0.08005908419497784,0.07102412604628261
2,SVM-linear,f_classif,True,6,0.8345642540620384,0.7415708311552535,0.8875739644970414,0.8347826086956522,0.1255539143279173,0.17843426883308716,0.14780896110290498
2,SVM-linear,rf,True,6,0.8567208271787297,0.8008044300301661,0.8875739644970414,0.8469880811768494,0.029542097488921712,0.07267355982274741,0.062087641555883796
