fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,SVM-rbf,mutual_info,True,60,0.945,0.9323770491803278,0.8,0.6852871754523997,0.2225,0.30450000000000005,0.27679604341736697
1,SVM-rbf,f_classif,True,60,0.945,0.9323770491803278,0.84,0.7861234882240611,0.205,0.2955,0.2607172619047619
1,SVM-rbf,rf,True,60,0.955,0.945386961494472,0.82,0.7496607869742197,0.205,0.2545,0.23020467032967035
1,SVM-rbf,relief,True,60,0.96,0.9517572788090078,0.87,0.8305617977528089,0.1375,0.2465,0.20204744887465473
1,SVM-rbf,xgb,True,60,0.955,0.9456683207433864,0.85,0.8030888030888031,0.1675,0.2745,0.22711850649350648
2,SVM-rbf,mutual_info,True,60,0.9425,0.9286683832542222,0.82,0.7314410480349344,0.2225,0.3225,0.28165674603174606
2,SVM-rbf,f_classif,True,60,0.95,0.9389283533155476,0.79,0.7084870848708488,0.2275,0.27949999999999997,0.25929175293305723
2,SVM-rbf,rf,True,60,0.9575,0.9485828904454675,0.82,0.764367816091954,0.185,0.2475,0.19083658008658005
2,SVM-rbf,relief,True,60,0.95,0.9389283533155476,0.84,0.7795275590551181,0.1475,0.2645,0.22361747198879556
2,SVM-rbf,xgb,True,60,0.9575,0.9485828904454675,0.8,0.7191011235955056,0.1975,0.2735,0.20972754329004328
3,SVM-rbf,mutual_info,True,60,0.9475,0.936008040201005,0.79,0.6596923076923077,0.1875,0.29150000000000004,0.26493055555555556
3,SVM-rbf,f_classif,True,60,0.955,0.9459433962264152,0.81,0.7201309328968903,0.215,0.276,0.24969010156510157
3,SVM-rbf,rf,True,60,0.96,0.952,0.83,0.7430340557275541,0.1675,0.231,0.17597650701694817
3,SVM-rbf,relief,True,60,0.965,0.9582496368861831,0.85,0.7909493359567142,0.19,0.255,0.205234126984127
3,SVM-rbf,xgb,True,60,0.965,0.9582496368861831,0.8,0.6852871754523997,0.1925,0.2805,0.2585183080808081
4,SVM-rbf,mutual_info,True,60,0.945,0.9330994980048912,0.86,0.8026229508196722,0.235,0.30750000000000005,0.2762374259512418
4,SVM-rbf,f_classif,True,60,0.9475,0.9366719977084478,0.85,0.7838616714697405,0.2,0.28700000000000003,0.2456829212454212
4,SVM-rbf,rf,True,60,0.95,0.9395655078087727,0.89,0.8493614402215725,0.13,0.265,0.22703670634920634
4,SVM-rbf,relief,True,60,0.9525,0.9427652021284165,0.88,0.8323809523809523,0.18,0.2565,0.20059768374899953
4,SVM-rbf,xgb,True,60,0.9475,0.936008040201005,0.88,0.8323809523809523,0.2125,0.28950000000000004,0.2050161135161135
5,SVM-rbf,mutual_info,True,60,0.9525,0.9424704564058142,0.8,0.6978851963746223,0.2225,0.322,0.2488717667566352
5,SVM-rbf,f_classif,True,60,0.9475,0.9363437867408883,0.82,0.7410526315789474,0.19,0.273,0.23068065358554488
5,SVM-rbf,rf,True,60,0.9475,0.936008040201005,0.8,0.6978851963746223,0.1825,0.3085,0.27443807581307583
5,SVM-rbf,relief,True,60,0.9525,0.9424704564058142,0.87,0.8257587428747497,0.1625,0.27099999999999996,0.24372038999012685
5,SVM-rbf,xgb,True,60,0.945,0.9327423894406521,0.82,0.7410526315789474,0.1775,0.283,0.24163437950937947
1,KNN,mutual_info,True,60,0.9025,0.8798463836142522,0.76,0.7106598984771573,0.2225,0.30450000000000005,0.27679604341736697
1,KNN,f_classif,True,60,0.8875,0.8608146373339141,0.84,0.7861234882240611,0.205,0.2955,0.2607172619047619
1,KNN,rf,True,60,0.8975,0.8663257985124103,0.83,0.7683467410934163,0.205,0.2545,0.23020467032967035
1,KNN,relief,True,60,0.89,0.8556898584905661,0.85,0.8030888030888031,0.1375,0.2465,0.20204744887465473
1,KNN,xgb,True,60,0.9025,0.8798463836142522,0.85,0.80829950383401,0.1675,0.2745,0.22711850649350648
2,KNN,mutual_info,True,60,0.855,0.808673174119372,0.77,0.6774722272810052,0.2225,0.3225,0.28165674603174606
2,KNN,f_classif,True,60,0.8675,0.8277334931949532,0.77,0.6879295154185021,0.2275,0.27949999999999997,0.25929175293305723
2,KNN,rf,True,60,0.91,0.8870500620604054,0.85,0.8030888030888031,0.185,0.2475,0.19083658008658005
2,KNN,relief,True,60,0.8725,0.8247698744769874,0.81,0.7091287091287091,0.1475,0.2645,0.22361747198879556
2,KNN,xgb,True,60,0.9225,0.9054870239855904,0.79,0.7084870848708488,0.1975,0.2735,0.20972754329004328
3,KNN,mutual_info,True,60,0.87,0.8270047034530228,0.81,0.7201309328968903,0.1875,0.29150000000000004,0.26493055555555556
3,KNN,f_classif,True,60,0.8775,0.8402159068739028,0.8,0.6852871754523997,0.215,0.276,0.24969010156510157
3,KNN,rf,True,60,0.905,0.8791467528816419,0.85,0.7909493359567142,0.1675,0.231,0.17597650701694817
3,KNN,relief,True,60,0.87,0.8257587428747497,0.8,0.6978851963746223,0.19,0.255,0.205234126984127
3,KNN,xgb,True,60,0.895,0.8660179640718564,0.86,0.8238736102984202,0.1925,0.2805,0.2585183080808081
4,KNN,mutual_info,True,60,0.8625,0.8266157402754046,0.85,0.7909493359567141,0.235,0.30750000000000005,0.2762374259512418
4,KNN,f_classif,True,60,0.8825,0.8518118239712752,0.86,0.8026229508196722,0.2,0.28700000000000003,0.2456829212454212
4,KNN,rf,True,60,0.8975,0.870512267860756,0.86,0.8193277310924371,0.13,0.265,0.22703670634920634
4,KNN,relief,True,60,0.8975,0.8663257985124102,0.77,0.5802322825314056,0.18,0.2565,0.20059768374899953
4,KNN,xgb,True,60,0.895,0.8676594845796367,0.79,0.6869220607661822,0.2125,0.28950000000000004,0.2050161135161135
5,KNN,mutual_info,True,60,0.8575,0.8114857633230805,0.77,0.6973166980003419,0.2225,0.322,0.2488717667566352
5,KNN,f_classif,True,60,0.8975,0.8697145386147378,0.83,0.7683467410934166,0.19,0.273,0.23068065358554488
5,KNN,rf,True,60,0.8675,0.829988444649873,0.75,0.6322808393802707,0.1825,0.3085,0.27443807581307583
5,KNN,relief,True,60,0.87,0.8231707317073169,0.78,0.6486486486486487,0.1625,0.27099999999999996,0.24372038999012685
5,KNN,xgb,True,60,0.8925,0.8648191688901804,0.82,0.7643678160919539,0.1775,0.283,0.24163437950937947
