fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,SVM-rbf,mutual_info,True,300,0.97375,0.9723933679281104,0.645,0.4976139542537435,0.3025,0.397,0.3868175445970724
1,SVM-rbf,f_classif,True,300,0.98,0.9790339294668227,0.665,0.5866691404981679,0.26,0.3922500000000001,0.3300638841142518
1,SVM-rbf,rf,True,300,0.9825,0.9816775895140666,0.7,0.6167183792662895,0.28625,0.3652500000000001,0.33436355464388556
1,SVM-rbf,relief,True,300,0.99125,0.9908772529536763,0.72,0.6450079239302694,0.30125,0.33725,0.31794769598476497
1,SVM-rbf,xgb,True,300,0.98375,0.9829968207328768,0.735,0.6723028391167193,0.2825,0.3575,0.316799298582165
2,SVM-rbf,mutual_info,True,300,0.97625,0.9750550959787921,0.61,0.4028614457831326,0.29375,0.41225,0.39567719605171237
2,SVM-rbf,f_classif,True,300,0.985,0.9843143499810897,0.675,0.5706737120211361,0.28375,0.3677500000000001,0.31414873641150737
2,SVM-rbf,rf,True,300,0.98625,0.9856301999254936,0.64,0.5420393559928444,0.26125,0.375,0.35695520916776724
2,SVM-rbf,relief,True,300,0.9875,0.9869443930299585,0.665,0.5751609058402861,0.27875,0.34049999999999997,0.3306981333221114
2,SVM-rbf,xgb,True,300,0.9825,0.9816775895140666,0.625,0.4915667877867563,0.28,0.36875,0.33352969834939145
3,SVM-rbf,mutual_info,True,300,0.97625,0.9750550959787921,0.665,0.5400774193548387,0.29,0.38625,0.35957381769681956
3,SVM-rbf,f_classif,True,300,0.98875,0.9882569515580694,0.665,0.6062480668110114,0.285,0.359,0.3029027951215451
3,SVM-rbf,rf,True,300,0.9925,0.9921850393700787,0.685,0.6139809472695559,0.2675,0.34850000000000003,0.30122974124473734
3,SVM-rbf,relief,True,300,0.9875,0.9869443930299585,0.67,0.590858623242043,0.28375,0.33675,0.3244547384521948
3,SVM-rbf,xgb,True,300,0.9825,0.9816775895140666,0.685,0.598015928461646,0.30625,0.3635,0.34095906929305764
4,SVM-rbf,mutual_info,True,300,0.97875,0.9777094542659494,0.655,0.5319248096939568,0.34625,0.41350000000000003,0.3716288232872792
4,SVM-rbf,f_classif,True,300,0.9875,0.9869443930299585,0.69,0.6359768550034037,0.26125,0.37450000000000006,0.33794803225777487
4,SVM-rbf,rf,True,300,0.98625,0.9856301999254936,0.69,0.6079545454545454,0.29375,0.363,0.3181264586108336
4,SVM-rbf,relief,True,300,0.985,0.9843143499810897,0.71,0.6407258768103298,0.27625,0.341,0.31969947240259744
4,SVM-rbf,xgb,True,300,0.98375,0.9829968207328768,0.7,0.6270644645711242,0.31125,0.38375,0.33896314468557115
5,SVM-rbf,mutual_info,True,300,0.97375,0.9724257548405365,0.665,0.5400774193548388,0.29625,0.40075000000000005,0.3777040799374778
5,SVM-rbf,f_classif,True,300,0.99,0.9895789473684211,0.695,0.6478674363553304,0.28375,0.36450000000000005,0.325511138019711
5,SVM-rbf,rf,True,300,0.98625,0.9856457905730933,0.745,0.6997748014697167,0.2825,0.375,0.3322757747715515
5,SVM-rbf,relief,True,300,0.9925,0.9921931842762473,0.715,0.6690755551946732,0.3225,0.33775,0.3414016836471772
5,SVM-rbf,xgb,True,300,0.98875,0.9882694902937816,0.72,0.6542617046818727,0.2675,0.37300000000000005,0.31239797370847305
1,KNN,mutual_info,True,300,0.7775,0.7307254526174471,0.715,0.6619385342789598,0.3025,0.397,0.3868175445970724
1,KNN,f_classif,True,300,0.8325,0.8164247630331753,0.71,0.6843960760269773,0.26,0.3922500000000001,0.3300638841142518
1,KNN,rf,True,300,0.82625,0.8005574380425415,0.695,0.5878979343863912,0.28625,0.3652500000000001,0.33436355464388556
1,KNN,relief,True,300,0.73875,0.6438065027755749,0.695,0.5389592735577183,0.30125,0.33725,0.31794769598476497
1,KNN,xgb,True,300,0.8475,0.8283487312299226,0.685,0.6275728155339806,0.2825,0.3575,0.316799298582165
2,KNN,mutual_info,True,300,0.7975,0.7681998008450629,0.66,0.6063157894736844,0.29375,0.41225,0.39567719605171237
2,KNN,f_classif,True,300,0.84125,0.8244483651727049,0.735,0.687246597888483,0.28375,0.3677500000000001,0.31414873641150737
2,KNN,rf,True,300,0.87375,0.866076458905188,0.78,0.760836236933798,0.26125,0.375,0.35695520916776724
2,KNN,relief,True,300,0.7425,0.6459375,0.64,0.39352461173993153,0.27875,0.34049999999999997,0.3306981333221114
2,KNN,xgb,True,300,0.87,0.8581106511102747,0.74,0.7011958378630222,0.28,0.36875,0.33352969834939145
3,KNN,mutual_info,True,300,0.8075,0.7785307212822797,0.695,0.6362661404487152,0.29,0.38625,0.35957381769681956
3,KNN,f_classif,True,300,0.85125,0.8341509237031626,0.69,0.6276114206128134,0.285,0.359,0.3029027951215451
