model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.7606666666666666,0.012393994961718792,0.7044773862217729,0.022256663739611528
KNN,mutual_info,0.686,0.012053123154509708,0.5842813850010999,0.033122425689017715
KNN,relief,0.7843333333333333,0.015881505666095502,0.7228498057413708,0.027603283968826012
KNN,rf,0.7833333333333333,0.016457014715109578,0.7307672182545368,0.02523951901728158
KNN,xgb,0.7786666666666667,0.006810938913900796,0.7276179795208153,0.0064921922045538035
SVM-rbf,f_classif,0.8210000000000001,0.016055459438389735,0.7772930511480143,0.025464334098757573
SVM-rbf,mutual_info,0.755,0.020849993338661305,0.6513911208028776,0.04900732360999599
SVM-rbf,relief,0.8323333333333334,0.006519202405202655,0.791458500551202,0.008983399388201165
SVM-rbf,rf,0.8380000000000001,0.00776387646590141,0.7999129259804398,0.011147874333658249
SVM-rbf,xgb,0.8323333333333334,0.009398581453247793,0.7930932480545785,0.0141808317213465
