model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.8140000000000001,0.015027752105133114,0.8039210400764663,0.015411631940597918
KNN,mutual_info,0.7883333333333333,0.023452078799117138,0.7766203242571027,0.025962715054127745
KNN,relief,0.861,0.011820415484331399,0.8539649238551557,0.013209790806811823
KNN,rf,0.8446666666666667,0.017888543819998326,0.8361183840126806,0.020161958581872596
KNN,xgb,0.8496666666666666,0.01765408356915383,0.8416973673798738,0.019693101567069403
SVM-rbf,f_classif,0.8683333333333334,0.014719601443879776,0.862315367073592,0.016085995819612064
SVM-rbf,mutual_info,0.8543333333333333,0.006932211447695128,0.8474789280563112,0.007428795215986059
SVM-rbf,relief,0.8973333333333333,0.012053123154509678,0.8933158123649397,0.012917742734331949
SVM-rbf,rf,0.8800000000000001,0.01585524799203372,0.8751514557240461,0.017242135373266753
SVM-rbf,xgb,0.8873333333333333,0.013049052754042232,0.8830065648148201,0.014221474386137342
