dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset18a,1,f_classif,1,109,SVM-rbf,0.65,0.0
ArtificialDataset18a,1,f_classif,1,109,KNN,0.59,0.2667474992421946
ArtificialDataset18a,1,f_classif,2,109,SVM-rbf,0.66,0.0
ArtificialDataset18a,1,f_classif,2,109,KNN,0.58,0.3387622149837134
ArtificialDataset18a,1,f_classif,3,109,SVM-rbf,0.67,0.0
ArtificialDataset18a,1,f_classif,3,109,KNN,0.58,0.3695652173913044
ArtificialDataset18a,1,f_classif,4,109,SVM-rbf,0.67,0.0
ArtificialDataset18a,1,f_classif,4,109,KNN,0.62,0.32608695652173914
ArtificialDataset18a,1,f_classif,5,109,SVM-rbf,0.67,0.0
ArtificialDataset18a,1,f_classif,5,109,KNN,0.52,0.27357392316647267
ArtificialDataset18a,1,f_classif,6,109,SVM-rbf,0.66,0.0
ArtificialDataset18a,1,f_classif,6,109,KNN,0.61,0.32009145470134326
ArtificialDataset18a,1,f_classif,7,109,SVM-rbf,0.67,0.0
ArtificialDataset18a,1,f_classif,7,109,KNN,0.63,0.33228301346319106
ArtificialDataset18a,1,f_classif,8,109,SVM-rbf,0.67,0.0
ArtificialDataset18a,1,f_classif,8,109,KNN,0.63,0.33228301346319106
ArtificialDataset18a,1,f_classif,9,109,SVM-rbf,0.68,0.10965630114566284
ArtificialDataset18a,1,f_classif,9,109,KNN,0.68,0.493953488372093
ArtificialDataset18a,1,f_classif,10,109,SVM-rbf,0.69,0.20037383177570092
ArtificialDataset18a,1,f_classif,10,109,KNN,0.64,0.37662337662337664
ArtificialDataset18a,1,f_classif,11,109,SVM-rbf,0.69,0.20037383177570092
ArtificialDataset18a,1,f_classif,11,109,KNN,0.65,0.3836358710376593
ArtificialDataset18a,1,f_classif,12,109,SVM-rbf,0.72,0.4744525547445256
ArtificialDataset18a,1,f_classif,12,109,KNN,0.63,0.4021543985637343
ArtificialDataset18a,1,f_classif,13,109,SVM-rbf,0.69,0.3743784732377889
ArtificialDataset18a,1,f_classif,13,109,KNN,0.7,0.5333333333333333
ArtificialDataset18a,1,f_classif,14,109,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18a,1,f_classif,14,109,KNN,0.67,0.48569434752267965
ArtificialDataset18a,1,f_classif,15,109,SVM-rbf,0.71,0.34238262535931013
ArtificialDataset18a,1,f_classif,15,109,KNN,0.69,0.4771449523343925
ArtificialDataset18a,1,f_classif,16,109,SVM-rbf,0.72,0.39928486293206195
ArtificialDataset18a,1,f_classif,16,109,KNN,0.64,0.37662337662337664
ArtificialDataset18a,1,f_classif,17,109,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18a,1,f_classif,17,109,KNN,0.58,0.3695652173913044
ArtificialDataset18a,1,f_classif,18,109,SVM-rbf,0.69,0.3743784732377889
ArtificialDataset18a,1,f_classif,18,109,KNN,0.64,0.37662337662337664
ArtificialDataset18a,1,f_classif,19,109,SVM-rbf,0.68,0.32
ArtificialDataset18a,1,f_classif,19,109,KNN,0.63,0.33228301346319106
ArtificialDataset18a,1,f_classif,20,109,SVM-rbf,0.69,0.3271469015413652
ArtificialDataset18a,1,f_classif,20,109,KNN,0.58,0.30320366132723114
ArtificialDataset18a,1,f_classif,21,109,SVM-rbf,0.7,0.33460076045627374
ArtificialDataset18a,1,f_classif,21,109,KNN,0.59,0.30865961703343814
ArtificialDataset18a,1,f_classif,22,109,SVM-rbf,0.69,0.3271469015413652
ArtificialDataset18a,1,f_classif,22,109,KNN,0.65,0.3836358710376593
ArtificialDataset18a,1,f_classif,23,109,SVM-rbf,0.71,0.3906481207457828
ArtificialDataset18a,1,f_classif,23,109,KNN,0.61,0.2771194165907019
ArtificialDataset18a,1,f_classif,24,109,SVM-rbf,0.71,0.34238262535931013
ArtificialDataset18a,1,f_classif,24,109,KNN,0.65,0.3836358710376593
ArtificialDataset18a,1,f_classif,25,109,SVM-rbf,0.69,0.27021494370522003
ArtificialDataset18a,1,f_classif,25,109,KNN,0.66,0.42402464065708423
ArtificialDataset18a,1,f_classif,26,109,SVM-rbf,0.7,0.33460076045627374
ArtificialDataset18a,1,f_classif,26,109,KNN,0.63,0.28824427480916026
ArtificialDataset18a,1,f_classif,27,109,SVM-rbf,0.7,0.33460076045627374
ArtificialDataset18a,1,f_classif,27,109,KNN,0.67,0.4606001463771652
ArtificialDataset18a,1,f_classif,28,109,SVM-rbf,0.68,0.32
ArtificialDataset18a,1,f_classif,28,109,KNN,0.63,0.4021543985637343
ArtificialDataset18a,1,f_classif,29,109,SVM-rbf,0.69,0.3743784732377889
ArtificialDataset18a,1,f_classif,29,109,KNN,0.65,0.41651705565529623
ArtificialDataset18a,1,f_classif,30,109,SVM-rbf,0.69,0.3743784732377889
ArtificialDataset18a,1,f_classif,30,109,KNN,0.62,0.3632432432432433
ArtificialDataset18a,1,f_classif,31,109,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18a,1,f_classif,31,109,KNN,0.66,0.4526829268292683
ArtificialDataset18a,1,f_classif,32,109,SVM-rbf,0.69,0.3743784732377889
ArtificialDataset18a,1,f_classif,32,109,KNN,0.64,0.40923076923076923
ArtificialDataset18a,1,f_classif,33,109,SVM-rbf,0.69,0.3271469015413652
ArtificialDataset18a,1,f_classif,33,109,KNN,0.65,0.3836358710376593
ArtificialDataset18a,1,f_classif,34,109,SVM-rbf,0.7,0.33460076045627374
ArtificialDataset18a,1,f_classif,34,109,KNN,0.61,0.2771194165907019
ArtificialDataset18a,1,f_classif,35,109,SVM-rbf,0.69,0.3271469015413652
ArtificialDataset18a,1,f_classif,35,109,KNN,0.61,0.2771194165907019
ArtificialDataset18a,1,f_classif,36,109,SVM-rbf,0.7,0.33460076045627374
