dataset,fold,method,k,n_available_features,model,acc_test,gps_test
wdbc,1,mutual_info,6,20,KNN,0.9122807017543859,0.9060693641618498
wdbc,1,mutual_info,7,20,SVM-rbf,0.9122807017543859,0.9039881831610046
wdbc,1,mutual_info,7,20,KNN,0.9210526315789473,0.9141611408847308
wdbc,1,mutual_info,8,20,SVM-rbf,0.9122807017543859,0.9039881831610046
wdbc,1,mutual_info,8,20,KNN,0.9210526315789473,0.913151364764268
wdbc,1,mutual_info,9,20,SVM-rbf,0.9122807017543859,0.9028037383177571
wdbc,1,mutual_info,9,20,KNN,0.9210526315789473,0.913151364764268
wdbc,1,mutual_info,10,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,10,20,KNN,0.9473684210526315,0.9419146647543922
wdbc,1,mutual_info,11,20,SVM-rbf,0.956140350877193,0.9519273176325308
wdbc,1,mutual_info,11,20,KNN,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,12,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,12,20,KNN,0.956140350877193,0.9519273176325308
wdbc,1,mutual_info,13,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,13,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,mutual_info,14,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,14,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,mutual_info,15,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,15,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,mutual_info,16,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,16,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,mutual_info,17,20,SVM-rbf,0.956140350877193,0.9524640209332752
wdbc,1,mutual_info,17,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,mutual_info,18,20,SVM-rbf,0.956140350877193,0.9524640209332752
wdbc,1,mutual_info,18,20,KNN,0.9298245614035088,0.9241773962804005
wdbc,1,mutual_info,19,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,19,20,KNN,0.9210526315789473,0.913151364764268
wdbc,1,mutual_info,20,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,mutual_info,20,20,KNN,0.9473684210526315,0.9419146647543922
wdbc,1,relief,1,20,SVM-rbf,0.868421052631579,0.850257134213976
wdbc,1,relief,1,20,KNN,0.8771929824561403,0.8614410134600158
wdbc,1,relief,2,20,SVM-rbf,0.9122807017543859,0.9039881831610046
wdbc,1,relief,2,20,KNN,0.9298245614035088,0.9233273056057867
wdbc,1,relief,3,20,SVM-rbf,0.8947368421052632,0.8859060402684564
wdbc,1,relief,3,20,KNN,0.9122807017543859,0.9060693641618498
wdbc,1,relief,4,20,SVM-rbf,0.9035087719298246,0.8949077080048233
wdbc,1,relief,4,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,relief,5,20,SVM-rbf,0.9210526315789473,0.9150867103962622
wdbc,1,relief,5,20,KNN,0.9122807017543859,0.905074844833881
wdbc,1,relief,6,20,SVM-rbf,0.9122807017543859,0.9039881831610046
wdbc,1,relief,6,20,KNN,0.9122807017543859,0.9060693641618498
wdbc,1,relief,7,20,SVM-rbf,0.9385964912280702,0.9333451988965026
wdbc,1,relief,7,20,KNN,0.9385964912280702,0.9333451988965026
wdbc,1,relief,8,20,SVM-rbf,0.956140350877193,0.9529564091497625
wdbc,1,relief,8,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,1,relief,9,20,SVM-rbf,0.956140350877193,0.9529564091497625
wdbc,1,relief,9,20,KNN,0.9385964912280702,0.934049484899181
wdbc,1,relief,10,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,1,relief,10,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,relief,11,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,relief,11,20,KNN,0.9385964912280702,0.934049484899181
wdbc,1,relief,12,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,relief,12,20,KNN,0.9122807017543859,0.905074844833881
wdbc,1,relief,13,20,SVM-rbf,0.956140350877193,0.9524640209332752
wdbc,1,relief,13,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,1,relief,14,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,1,relief,14,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,1,relief,15,20,SVM-rbf,0.9473684210526315,0.9419146647543922
wdbc,1,relief,15,20,KNN,0.9385964912280702,0.9333451988965026
wdbc,1,relief,16,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,relief,16,20,KNN,0.9385964912280702,0.9333451988965026
wdbc,1,relief,17,20,SVM-rbf,0.956140350877193,0.9524640209332752
wdbc,1,relief,17,20,KNN,0.9473684210526315,0.9425939050318923
wdbc,1,relief,18,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,relief,18,20,KNN,0.9298245614035088,0.9233273056057867
wdbc,1,relief,19,20,SVM-rbf,0.956140350877193,0.9524640209332752
wdbc,1,relief,19,20,KNN,0.9385964912280702,0.9325771896660365
wdbc,1,relief,20,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,relief,20,20,KNN,0.9473684210526315,0.9419146647543922
wdbc,1,rf,1,20,SVM-rbf,0.868421052631579,0.850257134213976
wdbc,1,rf,1,20,KNN,0.8771929824561403,0.8614410134600158
wdbc,1,rf,2,20,SVM-rbf,0.9122807017543859,0.9039881831610046
wdbc,1,rf,2,20,KNN,0.9298245614035088,0.9233273056057867
wdbc,1,rf,3,20,SVM-rbf,0.8947368421052632,0.8859060402684564
wdbc,1,rf,3,20,KNN,0.9122807017543859,0.9060693641618498
wdbc,1,rf,4,20,SVM-rbf,0.9122807017543859,0.905074844833881
wdbc,1,rf,4,20,KNN,0.9122807017543859,0.9060693641618498
wdbc,1,rf,5,20,SVM-rbf,0.9122807017543859,0.9039881831610046
wdbc,1,rf,5,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,rf,6,20,SVM-rbf,0.9122807017543859,0.9039881831610046
wdbc,1,rf,6,20,KNN,0.9122807017543859,0.9060693641618498
wdbc,1,rf,7,20,SVM-rbf,0.9385964912280702,0.9333451988965026
wdbc,1,rf,7,20,KNN,0.9385964912280702,0.9333451988965026
wdbc,1,rf,8,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,8,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,1,rf,9,20,SVM-rbf,0.956140350877193,0.9529564091497625
wdbc,1,rf,9,20,KNN,0.9385964912280702,0.934049484899181
wdbc,1,rf,10,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,1,rf,10,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,rf,11,20,SVM-rbf,0.956140350877193,0.9524640209332752
wdbc,1,rf,11,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,rf,12,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,12,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,rf,13,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,13,20,KNN,0.9210526315789473,0.9150867103962622
wdbc,1,rf,14,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,14,20,KNN,0.9385964912280702,0.9333451988965026
wdbc,1,rf,15,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,15,20,KNN,0.9385964912280702,0.9333451988965026
wdbc,1,rf,16,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,16,20,KNN,0.9385964912280702,0.9333451988965026
wdbc,1,rf,17,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,17,20,KNN,0.9298245614035088,0.9233273056057867
wdbc,1,rf,18,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,18,20,KNN,0.9298245614035088,0.9233273056057867
wdbc,1,rf,19,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,19,20,KNN,0.9210526315789473,0.913151364764268
wdbc,1,rf,20,20,SVM-rbf,0.9473684210526315,0.9425939050318923
wdbc,1,rf,20,20,KNN,0.9473684210526315,0.9419146647543922
wdbc,2,f_classif,1,20,SVM-rbf,0.8947368421052632,0.8831168831168831
wdbc,2,f_classif,1,20,KNN,0.8771929824561403,0.8681235870384326
wdbc,2,f_classif,2,20,SVM-rbf,0.9385964912280702,0.934049484899181
wdbc,2,f_classif,2,20,KNN,0.9298245614035088,0.9256661991584854
wdbc,2,f_classif,3,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,f_classif,3,20,KNN,0.9035087719298246,0.8989565682689735
wdbc,2,f_classif,4,20,SVM-rbf,0.9122807017543859,0.9085473091804431
wdbc,2,f_classif,4,20,KNN,0.9210526315789473,0.9180327868852459
wdbc,2,f_classif,5,20,SVM-rbf,0.9122807017543859,0.9085473091804431
wdbc,2,f_classif,5,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,f_classif,6,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,f_classif,6,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,f_classif,7,20,SVM-rbf,0.9385964912280702,0.9358128374325135
wdbc,2,f_classif,7,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,f_classif,8,20,SVM-rbf,0.956140350877193,0.9534068564589211
wdbc,2,f_classif,8,20,KNN,0.9473684210526315,0.9443107597112409
wdbc,2,f_classif,9,20,SVM-rbf,0.956140350877193,0.9534068564589211
wdbc,2,f_classif,9,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,f_classif,10,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,10,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,f_classif,11,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,11,20,KNN,0.9298245614035088,0.9249557522123893
wdbc,2,f_classif,12,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,f_classif,12,20,KNN,0.9298245614035088,0.9249557522123893
wdbc,2,f_classif,13,20,SVM-rbf,0.9473684210526315,0.9443107597112409
wdbc,2,f_classif,13,20,KNN,0.9035087719298246,0.8971215835830383
wdbc,2,f_classif,14,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,14,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,f_classif,15,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,15,20,KNN,0.9385964912280702,0.934049484899181
wdbc,2,f_classif,16,20,SVM-rbf,0.9649122807017544,0.9625723035045936
wdbc,2,f_classif,16,20,KNN,0.956140350877193,0.9524640209332752
wdbc,2,f_classif,17,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,17,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,f_classif,18,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,18,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,f_classif,19,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,19,20,KNN,0.956140350877193,0.9534068564589211
wdbc,2,f_classif,20,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,f_classif,20,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,mutual_info,1,20,SVM-rbf,0.8947368421052632,0.8831168831168831
wdbc,2,mutual_info,1,20,KNN,0.8771929824561403,0.8681235870384326
wdbc,2,mutual_info,2,20,SVM-rbf,0.9385964912280702,0.934049484899181
wdbc,2,mutual_info,2,20,KNN,0.9298245614035088,0.9256661991584854
wdbc,2,mutual_info,3,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,mutual_info,3,20,KNN,0.9035087719298246,0.8989565682689735
wdbc,2,mutual_info,4,20,SVM-rbf,0.9210526315789473,0.9174023249715932
wdbc,2,mutual_info,4,20,KNN,0.9122807017543859,0.9085473091804431
wdbc,2,mutual_info,5,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,mutual_info,5,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,mutual_info,6,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,mutual_info,6,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,mutual_info,7,20,SVM-rbf,0.9473684210526315,0.9447852760736196
wdbc,2,mutual_info,7,20,KNN,0.9473684210526315,0.9437890353920888
wdbc,2,mutual_info,8,20,SVM-rbf,0.9473684210526315,0.9443107597112409
wdbc,2,mutual_info,8,20,KNN,0.956140350877193,0.9534068564589211
wdbc,2,mutual_info,9,20,SVM-rbf,0.956140350877193,0.9534068564589211
wdbc,2,mutual_info,9,20,KNN,0.9473684210526315,0.9437890353920888
wdbc,2,mutual_info,10,20,SVM-rbf,0.956140350877193,0.9534068564589211
wdbc,2,mutual_info,10,20,KNN,0.956140350877193,0.9534068564589211
wdbc,2,mutual_info,11,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,mutual_info,11,20,KNN,0.9824561403508771,0.9813084112149533
wdbc,2,mutual_info,12,20,SVM-rbf,0.9649122807017544,0.9629130141604855
wdbc,2,mutual_info,12,20,KNN,0.9385964912280702,0.934049484899181
wdbc,2,mutual_info,13,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,mutual_info,13,20,KNN,0.9473684210526315,0.9437890353920888
wdbc,2,mutual_info,14,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,mutual_info,14,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,mutual_info,15,20,SVM-rbf,0.9736842105263158,0.9718107170066875
wdbc,2,mutual_info,15,20,KNN,0.956140350877193,0.9519273176325308
wdbc,2,mutual_info,16,20,SVM-rbf,0.9649122807017544,0.9625723035045936
wdbc,2,mutual_info,16,20,KNN,0.956140350877193,0.9524640209332752
wdbc,2,mutual_info,17,20,SVM-rbf,0.9649122807017544,0.9625723035045936
wdbc,2,mutual_info,17,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,mutual_info,18,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,mutual_info,18,20,KNN,0.9298245614035088,0.9241773962804005
wdbc,2,mutual_info,19,20,SVM-rbf,0.9912280701754386,0.9907018843084012
wdbc,2,mutual_info,19,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,mutual_info,20,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,mutual_info,20,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,relief,1,20,SVM-rbf,0.8947368421052632,0.8831168831168831
wdbc,2,relief,1,20,KNN,0.8771929824561403,0.8681235870384326
wdbc,2,relief,2,20,SVM-rbf,0.9385964912280702,0.934049484899181
wdbc,2,relief,2,20,KNN,0.9298245614035088,0.9256661991584854
wdbc,2,relief,3,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,relief,3,20,KNN,0.9035087719298246,0.8989565682689735
wdbc,2,relief,4,20,SVM-rbf,0.9122807017543859,0.9085473091804431
wdbc,2,relief,4,20,KNN,0.9210526315789473,0.9180327868852459
wdbc,2,relief,5,20,SVM-rbf,0.9122807017543859,0.9085473091804431
wdbc,2,relief,5,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,relief,6,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,relief,6,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,relief,7,20,SVM-rbf,0.9385964912280702,0.9352803940205652
wdbc,2,relief,7,20,KNN,0.9473684210526315,0.9443107597112409
wdbc,2,relief,8,20,SVM-rbf,0.9736842105263158,0.9718107170066875
wdbc,2,relief,8,20,KNN,0.9473684210526315,0.9443107597112409
wdbc,2,relief,9,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,relief,9,20,KNN,0.956140350877193,0.9534068564589211
wdbc,2,relief,10,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,relief,10,20,KNN,0.9736842105263158,0.9718107170066875
wdbc,2,relief,11,20,SVM-rbf,0.9649122807017544,0.9625723035045936
wdbc,2,relief,11,20,KNN,0.9649122807017544,0.9621993127147767
wdbc,2,relief,12,20,SVM-rbf,0.956140350877193,0.9529564091497625
wdbc,2,relief,12,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,relief,13,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,relief,13,20,KNN,0.9385964912280702,0.934049484899181
wdbc,2,relief,14,20,SVM-rbf,0.9736842105263158,0.9718107170066875
wdbc,2,relief,14,20,KNN,0.9298245614035088,0.9241773962804005
wdbc,2,relief,15,20,SVM-rbf,0.9649122807017544,0.9625723035045936
wdbc,2,relief,15,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,relief,16,20,SVM-rbf,0.9736842105263158,0.9718107170066875
wdbc,2,relief,16,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,relief,17,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,relief,17,20,KNN,0.9649122807017544,0.9625723035045936
wdbc,2,relief,18,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,relief,18,20,KNN,0.956140350877193,0.9534068564589211
wdbc,2,relief,19,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,relief,19,20,KNN,0.956140350877193,0.9534068564589211
wdbc,2,relief,20,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,relief,20,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,rf,1,20,SVM-rbf,0.868421052631579,0.8619503579064794
wdbc,2,rf,1,20,KNN,0.868421052631579,0.8619503579064794
wdbc,2,rf,2,20,SVM-rbf,0.9385964912280702,0.934049484899181
wdbc,2,rf,2,20,KNN,0.9298245614035088,0.9256661991584854
wdbc,2,rf,3,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,rf,3,20,KNN,0.9035087719298246,0.8989565682689735
wdbc,2,rf,4,20,SVM-rbf,0.9210526315789473,0.9174023249715932
wdbc,2,rf,4,20,KNN,0.9122807017543859,0.9085473091804431
wdbc,2,rf,5,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,rf,5,20,KNN,0.9298245614035088,0.9263121306916927
wdbc,2,rf,6,20,SVM-rbf,0.9298245614035088,0.9263121306916927
wdbc,2,rf,6,20,KNN,0.9210526315789473,0.9174023249715932
wdbc,2,rf,7,20,SVM-rbf,0.9385964912280702,0.9352803940205652
wdbc,2,rf,7,20,KNN,0.9473684210526315,0.9443107597112409
wdbc,2,rf,8,20,SVM-rbf,0.9473684210526315,0.9443107597112409
wdbc,2,rf,8,20,KNN,0.9649122807017544,0.9625723035045936
wdbc,2,rf,9,20,SVM-rbf,0.9473684210526315,0.9443107597112409
wdbc,2,rf,9,20,KNN,0.9736842105263158,0.9720754716981133
wdbc,2,rf,10,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,rf,10,20,KNN,0.9649122807017544,0.9629130141604855
wdbc,2,rf,11,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,rf,11,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,rf,12,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,rf,12,20,KNN,0.9473684210526315,0.9432176656151421
wdbc,2,rf,13,20,SVM-rbf,0.9912280701754386,0.9907018843084012
wdbc,2,rf,13,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,rf,14,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,rf,14,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,rf,15,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,rf,15,20,KNN,0.9912280701754386,0.9906153973922431
wdbc,2,rf,16,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,rf,16,20,KNN,0.9649122807017544,0.9625723035045936
wdbc,2,rf,17,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,rf,17,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,rf,18,20,SVM-rbf,0.9736842105263158,0.9720754716981133
wdbc,2,rf,18,20,KNN,0.9649122807017544,0.9625723035045936
wdbc,2,rf,19,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,rf,19,20,KNN,0.956140350877193,0.9529564091497625
wdbc,2,rf,20,20,SVM-rbf,0.9824561403508771,0.9813084112149533
wdbc,2,rf,20,20,KNN,0.956140350877193,0.9529564091497625
wdbc,3,f_classif,1,20,SVM-rbf,0.8859649122807017,0.8641489912053801
wdbc,3,f_classif,1,20,KNN,0.8596491228070176,0.8388157894736842
wdbc,3,f_classif,2,20,SVM-rbf,0.9210526315789473,0.9120521172638436
wdbc,3,f_classif,2,20,KNN,0.9122807017543859,0.9015151515151515
wdbc,3,f_classif,3,20,SVM-rbf,0.9298245614035088,0.9224011713030746
wdbc,3,f_classif,3,20,KNN,0.9122807017543859,0.9039881831610043
wdbc,3,f_classif,4,20,SVM-rbf,0.9210526315789473,0.9131513647642681
wdbc,3,f_classif,4,20,KNN,0.9122807017543859,0.9039881831610043
wdbc,3,f_classif,5,20,SVM-rbf,0.9210526315789473,0.9131513647642681
wdbc,3,f_classif,5,20,KNN,0.9298245614035088,0.9241773962804005
wdbc,3,f_classif,6,20,SVM-rbf,0.9035087719298246,0.8922696586479032
wdbc,3,f_classif,6,20,KNN,0.9035087719298246,0.8922696586479032
wdbc,3,f_classif,7,20,SVM-rbf,0.9298245614035088,0.9233273056057866
wdbc,3,f_classif,7,20,KNN,0.9210526315789473,0.9131513647642681
wdbc,3,f_classif,8,20,SVM-rbf,0.9298245614035088,0.9233273056057866
wdbc,3,f_classif,8,20,KNN,0.9210526315789473,0.9108574662767664
wdbc,3,f_classif,9,20,SVM-rbf,0.956140350877193,0.9519273176325307
wdbc,3,f_classif,9,20,KNN,0.9298245614035088,0.9213941416388579
wdbc,3,f_classif,10,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,10,20,KNN,0.956140350877193,0.9513436300330328
wdbc,3,f_classif,11,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,11,20,KNN,0.956140350877193,0.9513436300330328
wdbc,3,f_classif,12,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,12,20,KNN,0.9473684210526315,0.9411764705882353
wdbc,3,f_classif,13,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,13,20,KNN,0.956140350877193,0.9513436300330328
wdbc,3,f_classif,14,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,14,20,KNN,0.9736842105263158,0.9712062256809338
wdbc,3,f_classif,15,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,15,20,KNN,0.9736842105263158,0.9712062256809338
wdbc,3,f_classif,16,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,16,20,KNN,0.9736842105263158,0.9712062256809338
wdbc,3,f_classif,17,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,17,20,KNN,0.9736842105263158,0.9712062256809338
wdbc,3,f_classif,18,20,SVM-rbf,0.9649122807017544,0.9617922889892324
wdbc,3,f_classif,18,20,KNN,0.9736842105263158,0.9712062256809338
