model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
DecisionTree,f_classif,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
DecisionTree,mutual_info,0.9704761904761904,0.02696894998027454,0.9696138346988338,0.027747409578446732
DecisionTree,relief,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
DecisionTree,rf,0.9704761904761904,0.02696894998027454,0.9696138346988338,0.027747409578446732
DecisionTree,xgb,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
KNN,f_classif,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
KNN,mutual_info,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
KNN,relief,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
KNN,rf,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
KNN,xgb,0.99,0.02236067977499793,0.9897574123989219,0.02290312214150723
LogReg,f_classif,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
LogReg,mutual_info,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
LogReg,relief,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
LogReg,rf,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
LogReg,xgb,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
NaiveBayes,f_classif,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
NaiveBayes,mutual_info,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
NaiveBayes,relief,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
NaiveBayes,rf,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
NaiveBayes,xgb,0.9504761904761905,0.061246500200812064,0.9474754699189596,0.06612965629906216
RandomForest,f_classif,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
RandomForest,mutual_info,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
RandomForest,relief,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
RandomForest,rf,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
RandomForest,xgb,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
SVM-linear,f_classif,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
SVM-linear,mutual_info,1.0,0.0,1.0,0.0
SVM-linear,relief,0.9804761904761904,0.026747326990445002,0.9798564222999119,0.027589339108901635
SVM-linear,rf,0.9904761904761905,0.02129588549999804,0.9900990099009901,0.022139286905938523
SVM-linear,xgb,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
SVM-rbf,f_classif,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
SVM-rbf,mutual_info,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
SVM-rbf,relief,0.9604761904761905,0.04170406484916438,0.9576342000776897,0.045948011762536795
SVM-rbf,rf,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
SVM-rbf,xgb,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
XGBoost,f_classif,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
XGBoost,mutual_info,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
XGBoost,relief,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
XGBoost,rf,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
XGBoost,xgb,0.9704761904761904,0.04446711439972857,0.9678767876787677,0.04908389574669123
