fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,LogReg,mutual_info,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0225,0.02708333333333333
1,LogReg,f_classif,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0,0.006793478260869565
1,LogReg,rf,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0,0.006666666666666666
1,LogReg,relief,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0125,0.0225,0.02708333333333333
1,LogReg,xgb,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.030000000000000006,0.040625
2,LogReg,mutual_info,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.037037037037037035,0.04526748971193415
2,LogReg,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.0049382716049382715,0.012345679012345678
2,LogReg,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.014814814814814814,0.008641975308641974
2,LogReg,relief,True,6,1.0,1.0,1.0,1.0,0.024691358024691357,0.03209876543209876,0.043209876543209874
2,LogReg,xgb,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.03209876543209877,0.051627384960718295
3,LogReg,mutual_info,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.008230452674897118
3,LogReg,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.019753086419753086,0.012345679012345678
3,LogReg,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.008230452674897118
3,LogReg,relief,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.03950617283950617,0.043209876543209874
3,LogReg,xgb,True,6,1.0,1.0,1.0,1.0,0.0,0.046913580246913576,0.05864197530864197
4,LogReg,mutual_info,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.007936507936507936
4,LogReg,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.014814814814814814,0.025252525252525252
4,LogReg,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.007936507936507936
4,LogReg,relief,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.009876543209876543,0.025102880658436213
4,LogReg,xgb,True,6,1.0,1.0,1.0,1.0,0.0,0.009876543209876543,0.009259259259259259
5,LogReg,mutual_info,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.03950617283950617,0.043209876543209874
5,LogReg,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.01728395061728395,0.012345679012345678
5,LogReg,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.014814814814814814,0.009259259259259259
5,LogReg,relief,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.012345679012345678,0.037037037037037035,0.043209876543209874
5,LogReg,xgb,True,6,1.0,1.0,1.0,1.0,0.024691358024691357,0.019753086419753086,0.07304526748971192
1,SVM-linear,mutual_info,True,6,1.0,1.0,1.0,1.0,0.0,0.0225,0.02708333333333333
1,SVM-linear,f_classif,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0,0.006793478260869565
1,SVM-linear,rf,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0,0.006666666666666666
1,SVM-linear,relief,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0125,0.0225,0.02708333333333333
1,SVM-linear,xgb,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.030000000000000006,0.040625
2,SVM-linear,mutual_info,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.037037037037037035,0.04526748971193415
2,SVM-linear,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.0049382716049382715,0.012345679012345678
2,SVM-linear,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.014814814814814814,0.008641975308641974
2,SVM-linear,relief,True,6,1.0,1.0,1.0,1.0,0.024691358024691357,0.03209876543209876,0.043209876543209874
2,SVM-linear,xgb,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.03209876543209877,0.051627384960718295
3,SVM-linear,mutual_info,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.008230452674897118
3,SVM-linear,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.019753086419753086,0.012345679012345678
3,SVM-linear,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.008230452674897118
3,SVM-linear,relief,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.03950617283950617,0.043209876543209874
3,SVM-linear,xgb,True,6,1.0,1.0,1.0,1.0,0.0,0.046913580246913576,0.05864197530864197
4,SVM-linear,mutual_info,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.007936507936507936
4,SVM-linear,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.014814814814814814,0.025252525252525252
4,SVM-linear,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.012345679012345678,0.007936507936507936
4,SVM-linear,relief,True,6,1.0,1.0,1.0,1.0,0.0,0.009876543209876543,0.025102880658436213
4,SVM-linear,xgb,True,6,1.0,1.0,0.9,0.8888888888888887,0.0,0.009876543209876543,0.009259259259259259
5,SVM-linear,mutual_info,True,6,1.0,1.0,1.0,1.0,0.0,0.03950617283950617,0.043209876543209874
5,SVM-linear,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.01728395061728395,0.012345679012345678
5,SVM-linear,rf,True,6,1.0,1.0,1.0,1.0,0.0,0.014814814814814814,0.009259259259259259
5,SVM-linear,relief,True,6,1.0,1.0,0.95,0.9487870619946093,0.012345679012345678,0.037037037037037035,0.043209876543209874
5,SVM-linear,xgb,True,6,1.0,1.0,1.0,1.0,0.024691358024691357,0.019753086419753086,0.07304526748971192
1,SVM-rbf,mutual_info,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0225,0.02708333333333333
1,SVM-rbf,f_classif,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0,0.006793478260869565
1,SVM-rbf,rf,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0,0.006666666666666666
1,SVM-rbf,relief,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0125,0.0225,0.02708333333333333
1,SVM-rbf,xgb,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.030000000000000006,0.040625
2,SVM-rbf,mutual_info,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.037037037037037035,0.04526748971193415
2,SVM-rbf,f_classif,True,6,1.0,1.0,1.0,1.0,0.0,0.0049382716049382715,0.012345679012345678
2,SVM-rbf,rf,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.014814814814814814,0.008641975308641974
2,SVM-rbf,relief,True,6,1.0,1.0,1.0,1.0,0.024691358024691357,0.03209876543209876,0.043209876543209874
2,SVM-rbf,xgb,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.03209876543209877,0.051627384960718295
3,SVM-rbf,mutual_info,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.012345679012345678,0.008230452674897118
3,SVM-rbf,f_classif,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.019753086419753086,0.012345679012345678
3,SVM-rbf,rf,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.012345679012345678,0.008230452674897118
3,SVM-rbf,relief,True,6,1.0,1.0,1.0,1.0,0.012345679012345678,0.03950617283950617,0.043209876543209874
3,SVM-rbf,xgb,True,6,1.0,1.0,1.0,1.0,0.0,0.046913580246913576,0.05864197530864197
4,SVM-rbf,mutual_info,True,6,0.9876543209876543,0.9871465295629821,0.9,0.8888888888888887,0.0,0.012345679012345678,0.007936507936507936
4,SVM-rbf,f_classif,True,6,1.0,1.0,0.9,0.8888888888888887,0.0,0.014814814814814814,0.025252525252525252
4,SVM-rbf,rf,True,6,0.9876543209876543,0.9871465295629821,0.9,0.8888888888888887,0.0,0.012345679012345678,0.007936507936507936
4,SVM-rbf,relief,True,6,1.0,1.0,0.9,0.8888888888888887,0.0,0.009876543209876543,0.025102880658436213
4,SVM-rbf,xgb,True,6,1.0,1.0,0.9,0.8888888888888887,0.0,0.009876543209876543,0.009259259259259259
5,SVM-rbf,mutual_info,True,6,0.9876543209876543,0.9871465295629821,0.95,0.9487870619946093,0.0,0.03950617283950617,0.043209876543209874
5,SVM-rbf,f_classif,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.01728395061728395,0.012345679012345678
5,SVM-rbf,rf,True,6,0.9876543209876543,0.9871465295629821,1.0,1.0,0.0,0.014814814814814814,0.009259259259259259
5,SVM-rbf,relief,True,6,1.0,1.0,0.95,0.9487870619946093,0.012345679012345678,0.037037037037037035,0.043209876543209874
5,SVM-rbf,xgb,True,6,1.0,1.0,1.0,1.0,0.024691358024691357,0.019753086419753086,0.07304526748971192
1,RandomForest,mutual_info,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0225,0.02708333333333333
1,RandomForest,f_classif,True,6,1.0,1.0,0.9523809523809523,0.9504950495049505,0.0,0.0,0.006793478260869565
