model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.7283333333333333,0.02078327318889988,0.5975405413433684,0.05953416130836374
KNN,mutual_info,0.7043333333333333,0.017183648558376022,0.5623918717182528,0.028314451812381517
KNN,relief,0.7753333333333334,0.019163043135739775,0.6771173319690313,0.044315040802994636
KNN,rf,0.751,0.01656636485305223,0.6286744741686332,0.04532210222828705
KNN,xgb,0.7493333333333333,0.015661346614444707,0.6471270945332736,0.032763037694835996
SVM-rbf,f_classif,0.7886666666666666,0.01952206728579515,0.7097602465327703,0.037136220849927994
SVM-rbf,mutual_info,0.776,0.01781852968120545,0.6747394061415002,0.03091670637695875
SVM-rbf,relief,0.8553333333333335,0.008612007121842527,0.8209422373988762,0.009935710659798515
SVM-rbf,rf,0.828,0.01725623880739301,0.7803318564325477,0.02260458043224821
SVM-rbf,xgb,0.8213333333333332,0.008928730157319258,0.7674972848019253,0.01883511593985267
