dataset,fold,method,k,n_available_features,model,acc_test,gps_test
spambase,1,f_classif,1,56,SVM-rbf,0.7706521739130435,0.7567618542805159
spambase,1,f_classif,1,56,KNN,0.4141304347826087,0.30676060236774677
spambase,1,f_classif,2,56,SVM-rbf,0.7956521739130434,0.7795166592967143
spambase,1,f_classif,2,56,KNN,0.43478260869565216,0.35782648965730157
spambase,1,f_classif,3,56,SVM-rbf,0.8184782608695652,0.7931995678193129
spambase,1,f_classif,3,56,KNN,0.4717391304347826,0.4227965322474713
spambase,1,f_classif,4,56,SVM-rbf,0.8739130434782608,0.8614443870001605
spambase,1,f_classif,4,56,KNN,0.5108695652173914,0.48008849557522126
spambase,1,f_classif,5,56,SVM-rbf,0.8652173913043478,0.851741478860123
spambase,1,f_classif,5,56,KNN,0.6728260869565217,0.6726967703401815
spambase,1,f_classif,6,56,SVM-rbf,0.8760869565217392,0.8646814526818062
spambase,1,f_classif,6,56,KNN,0.6880434782608695,0.6876524806965242
spambase,1,f_classif,7,56,SVM-rbf,0.883695652173913,0.8733665137688132
spambase,1,f_classif,7,56,KNN,0.8652173913043478,0.855492243454225
spambase,1,f_classif,8,56,SVM-rbf,0.8945652173913043,0.8862700962339818
spambase,1,f_classif,8,56,KNN,0.8782608695652174,0.8697824335213536
spambase,1,f_classif,9,56,SVM-rbf,0.8989130434782608,0.8922439338088494
spambase,1,f_classif,9,56,KNN,0.8923913043478261,0.8857861921564163
spambase,1,f_classif,10,56,SVM-rbf,0.9065217391304348,0.9003495629074298
spambase,1,f_classif,10,56,KNN,0.8956521739130435,0.889716092550148
spambase,1,f_classif,11,56,SVM-rbf,0.9065217391304348,0.9007054888583705
spambase,1,f_classif,11,56,KNN,0.8934782608695652,0.8868817929058894
spambase,1,f_classif,12,56,SVM-rbf,0.9043478260869565,0.8985000138630881
spambase,1,f_classif,12,56,KNN,0.8923913043478261,0.8857861921564163
spambase,1,f_classif,13,56,SVM-rbf,0.8989130434782608,0.8923742154866606
spambase,1,f_classif,13,56,KNN,0.8902173913043478,0.8828991309345674
spambase,1,f_classif,14,56,SVM-rbf,0.9043478260869565,0.8981390793339862
