dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset12a,1,f_classif,1,137,SVM-rbf,0.615,0.5905416116248349
ArtificialDataset12a,1,f_classif,1,137,KNN,0.5533333333333333,0.5146516549933451
ArtificialDataset12a,1,f_classif,2,137,SVM-rbf,0.645,0.6040302629998799
ArtificialDataset12a,1,f_classif,2,137,KNN,0.59,0.5601818181818182
ArtificialDataset12a,1,f_classif,3,137,SVM-rbf,0.6416666666666667,0.6079225460522264
ArtificialDataset12a,1,f_classif,3,137,KNN,0.595,0.564220805642208
ArtificialDataset12a,1,f_classif,4,137,SVM-rbf,0.675,0.6423217496456053
ArtificialDataset12a,1,f_classif,4,137,KNN,0.6633333333333333,0.6376926543488057
ArtificialDataset12a,1,f_classif,5,137,SVM-rbf,0.6933333333333334,0.6703190682930191
ArtificialDataset12a,1,f_classif,5,137,KNN,0.6433333333333333,0.6196869244935542
ArtificialDataset12a,1,f_classif,6,137,SVM-rbf,0.7416666666666667,0.7266790564235871
ArtificialDataset12a,1,f_classif,6,137,KNN,0.66,0.6364749082007344
ArtificialDataset12a,1,f_classif,7,137,SVM-rbf,0.7433333333333333,0.7282166542680322
ArtificialDataset12a,1,f_classif,7,137,KNN,0.68,0.6674816625916871
ArtificialDataset12a,1,f_classif,8,137,SVM-rbf,0.755,0.7424693029101807
ArtificialDataset12a,1,f_classif,8,137,KNN,0.705,0.694123174343785
ArtificialDataset12a,1,f_classif,9,137,SVM-rbf,0.7733333333333333,0.7605306698644485
ArtificialDataset12a,1,f_classif,9,137,KNN,0.6966666666666667,0.6840697674418603
ArtificialDataset12a,1,f_classif,10,137,SVM-rbf,0.7733333333333333,0.7600827300930715
ArtificialDataset12a,1,f_classif,10,137,KNN,0.705,0.6950500775907363
ArtificialDataset12a,1,f_classif,11,137,SVM-rbf,0.795,0.7843287175735831
ArtificialDataset12a,1,f_classif,11,137,KNN,0.72,0.7073123517930022
ArtificialDataset12a,1,f_classif,12,137,SVM-rbf,0.785,0.7759219032937368
ArtificialDataset12a,1,f_classif,12,137,KNN,0.7566666666666667,0.7453553592009221
ArtificialDataset12a,1,f_classif,13,137,SVM-rbf,0.7866666666666666,0.7767793804681957
ArtificialDataset12a,1,f_classif,13,137,KNN,0.73,0.7164663384694073
ArtificialDataset12a,1,f_classif,14,137,SVM-rbf,0.795,0.7871084324234101
ArtificialDataset12a,1,f_classif,14,137,KNN,0.735,0.7234782608695652
ArtificialDataset12a,1,f_classif,15,137,SVM-rbf,0.8016666666666666,0.7952642403648397
ArtificialDataset12a,1,f_classif,15,137,KNN,0.745,0.7357288313735795
