dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset21,1,f_classif,1,502,SVM-rbf,0.585,0.3416717510677243
ArtificialDataset21,1,f_classif,1,502,KNN,0.49,0.41543859649122805
ArtificialDataset21,1,f_classif,2,502,SVM-rbf,0.585,0.3416717510677243
ArtificialDataset21,1,f_classif,2,502,KNN,0.55,0.48124083001467194
ArtificialDataset21,1,f_classif,3,502,SVM-rbf,0.6,0.33314809669352596
ArtificialDataset21,1,f_classif,3,502,KNN,0.58,0.5087719298245613
ArtificialDataset21,1,f_classif,4,502,SVM-rbf,0.61,0.3885890516576715
ArtificialDataset21,1,f_classif,4,502,KNN,0.525,0.4516519157825298
ArtificialDataset21,1,f_classif,5,502,SVM-rbf,0.61,0.41619631901840487
ArtificialDataset21,1,f_classif,5,502,KNN,0.535,0.4517657429342736
ArtificialDataset21,1,f_classif,6,502,SVM-rbf,0.61,0.46164290563475907
ArtificialDataset21,1,f_classif,6,502,KNN,0.595,0.5495583905789991
ArtificialDataset21,1,f_classif,7,502,SVM-rbf,0.625,0.5084159194588643
ArtificialDataset21,1,f_classif,7,502,KNN,0.59,0.5321988010056081
ArtificialDataset21,1,f_classif,8,502,SVM-rbf,0.645,0.5239357554966475
ArtificialDataset21,1,f_classif,8,502,KNN,0.635,0.57235112320679
ArtificialDataset21,1,f_classif,9,502,SVM-rbf,0.66,0.5975609756097561
ArtificialDataset21,1,f_classif,9,502,KNN,0.64,0.5606407322654462
ArtificialDataset21,1,f_classif,10,502,SVM-rbf,0.645,0.5460223048327137
ArtificialDataset21,1,f_classif,10,502,KNN,0.615,0.5409335466046241
ArtificialDataset21,1,f_classif,11,502,SVM-rbf,0.635,0.562172373081464
ArtificialDataset21,1,f_classif,11,502,KNN,0.56,0.49414904537056037
ArtificialDataset21,1,f_classif,12,502,SVM-rbf,0.66,0.5769230769230769
ArtificialDataset21,1,f_classif,12,502,KNN,0.585,0.5283861881404498
ArtificialDataset21,1,f_classif,13,502,SVM-rbf,0.615,0.5157727900199397
ArtificialDataset21,1,f_classif,13,502,KNN,0.545,0.47769996314043495
ArtificialDataset21,1,f_classif,14,502,SVM-rbf,0.605,0.5010699932146773
ArtificialDataset21,1,f_classif,14,502,KNN,0.585,0.5417394176773158
ArtificialDataset21,1,f_classif,15,502,SVM-rbf,0.595,0.5008544352959452
