model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
DecisionTree,f_classif,0.729344262295082,0.03828920844744512,0.721244362257455,0.0411907030077655
DecisionTree,mutual_info,0.7494535519125682,0.06403009982265369,0.7412501195819312,0.0692164533661492
DecisionTree,relief,0.7625136612021859,0.0829092947029354,0.7547374355292992,0.08754440172974778
DecisionTree,rf,0.7165573770491804,0.08045916929781513,0.7084585283686312,0.0868576706392814
DecisionTree,xgb,0.7560109289617486,0.08333109376189732,0.7476357131753818,0.08717856775594789
KNN,f_classif,0.7955191256830602,0.05870204431591735,0.791786415046913,0.06183038344540927
KNN,mutual_info,0.7856284153005465,0.04988924398876829,0.7803398303066722,0.05282727802594494
KNN,relief,0.8086885245901639,0.07187308946732891,0.805131827570664,0.07476995837770814
KNN,rf,0.7757377049180327,0.0348097511241973,0.7684180073667077,0.04009707906440675
KNN,xgb,0.7987431693989071,0.06682146321274834,0.7943598705433901,0.06964046385384387
LogReg,f_classif,0.7821311475409836,0.05022850826761802,0.77614022255698,0.05248848167287019
LogReg,mutual_info,0.769016393442623,0.019444647068557717,0.7626136903840344,0.02104103335175596
LogReg,relief,0.7624043715846994,0.039275231639786995,0.754100132458811,0.04428426626316146
LogReg,rf,0.7889617486338798,0.04162548354420702,0.7842099943288697,0.04279731729154667
LogReg,xgb,0.7722950819672131,0.03132773112016842,0.7645153667434205,0.03751247451604312
NaiveBayes,f_classif,0.7756284153005464,0.03175129076662602,0.7713285142677144,0.03482705140864744
NaiveBayes,mutual_info,0.7689617486338798,0.0466091710157736,0.765889224869407,0.04603455982436518
NaiveBayes,relief,0.7821857923497267,0.0428179649698602,0.7790188942866163,0.04482990192634866
NaiveBayes,rf,0.7757377049180327,0.04340024396139389,0.7706728608526479,0.04855506330138812
NaiveBayes,xgb,0.7722404371584699,0.036029125480462644,0.7677266338937936,0.03836581177113193
RandomForest,f_classif,0.765792349726776,0.03654998414142954,0.7596418189363622,0.03952707915988226
RandomForest,mutual_info,0.795464480874317,0.05246812307112487,0.7916257826113076,0.05551377552048398
RandomForest,relief,0.785464480874317,0.10182598616311417,0.7812199141233676,0.10607994204571511
RandomForest,rf,0.7492896174863388,0.057967814781471484,0.7364788393179258,0.0677726349896175
RandomForest,xgb,0.7921311475409836,0.10916512718483579,0.7867758809164143,0.11503017436792667
SVM-linear,f_classif,0.77224043715847,0.04731495795727661,0.7649115165747961,0.0481184624144777
SVM-linear,mutual_info,0.7756284153005465,0.040766913476926174,0.7688528943652845,0.042264093592652846
SVM-linear,relief,0.7722404371584699,0.049938972580662246,0.7646400404343735,0.05398428819123747
SVM-linear,rf,0.7822950819672132,0.0366157937866149,0.776367127036609,0.03632403689079792
SVM-linear,xgb,0.7789071038251366,0.0484298384469037,0.7703106142040755,0.053828375974279835
SVM-rbf,f_classif,0.7887978142076503,0.045653767375312404,0.7838755608328685,0.048770948100816745
SVM-rbf,mutual_info,0.7986885245901639,0.04545687791094167,0.7945719115901676,0.04814489021551533
SVM-rbf,relief,0.8020765027322405,0.054108226179986625,0.7979455850489198,0.057137396631843154
SVM-rbf,rf,0.7692349726775957,0.047990152473089694,0.7628184630063696,0.05340598004878021
SVM-rbf,xgb,0.8085245901639343,0.043089519373106344,0.8041265738973937,0.04678672999694741
XGBoost,f_classif,0.7691256830601093,0.04724485373166828,0.7627647799478746,0.05002609786317593
XGBoost,mutual_info,0.7889617486338798,0.048897791951685386,0.7854674325381537,0.05184029763018147
XGBoost,relief,0.7922404371584699,0.06864440767119961,0.786818885632669,0.07458817023208261
XGBoost,rf,0.739344262295082,0.060275168535235846,0.7311777592269327,0.067196806889856
XGBoost,xgb,0.7856830601092897,0.06487376828012435,0.780553259820467,0.07112337503919637
