dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset20a,1,f_classif,1,232,SVM-rbf,0.68,0.0
ArtificialDataset20a,1,f_classif,1,232,KNN,0.58,0.1553398058252427
ArtificialDataset20a,1,f_classif,2,232,SVM-rbf,0.68,0.0
ArtificialDataset20a,1,f_classif,2,232,KNN,0.64,0.48387096774193555
ArtificialDataset20a,1,f_classif,3,232,SVM-rbf,0.67,0.1904064445258147
ArtificialDataset20a,1,f_classif,3,232,KNN,0.64,0.29411764705882354
ArtificialDataset20a,1,f_classif,4,232,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset20a,1,f_classif,4,232,KNN,0.62,0.32608695652173914
ArtificialDataset20a,1,f_classif,5,232,SVM-rbf,0.67,0.1904064445258147
ArtificialDataset20a,1,f_classif,5,232,KNN,0.61,0.22634146341463415
ArtificialDataset20a,1,f_classif,6,232,SVM-rbf,0.67,0.1904064445258147
ArtificialDataset20a,1,f_classif,6,232,KNN,0.58,0.30320366132723114
ArtificialDataset20a,1,f_classif,7,232,SVM-rbf,0.69,0.3271469015413652
ArtificialDataset20a,1,f_classif,7,232,KNN,0.64,0.4621848739495799
ArtificialDataset20a,1,f_classif,8,232,SVM-rbf,0.69,0.27021494370522003
ArtificialDataset20a,1,f_classif,8,232,KNN,0.61,0.4161963190184049
ArtificialDataset20a,1,f_classif,9,232,SVM-rbf,0.68,0.3667054714784633
ArtificialDataset20a,1,f_classif,9,232,KNN,0.6,0.38208032955715754
ArtificialDataset20a,1,f_classif,10,232,SVM-rbf,0.72,0.5294117647058824
ArtificialDataset20a,1,f_classif,10,232,KNN,0.69,0.5765195010888933
ArtificialDataset20a,1,f_classif,11,232,SVM-rbf,0.71,0.5423427428317403
ArtificialDataset20a,1,f_classif,11,232,KNN,0.69,0.5765195010888933
ArtificialDataset20a,1,f_classif,12,232,SVM-rbf,0.75,0.600298443828608
ArtificialDataset20a,1,f_classif,12,232,KNN,0.69,0.5612307692307693
ArtificialDataset20a,1,f_classif,13,232,SVM-rbf,0.72,0.5516014234875445
ArtificialDataset20a,1,f_classif,13,232,KNN,0.71,0.5942857142857142
ArtificialDataset20a,1,f_classif,14,232,SVM-rbf,0.77,0.665785997357992
ArtificialDataset20a,1,f_classif,14,232,KNN,0.7,0.5853080568720379
ArtificialDataset20a,1,f_classif,15,232,SVM-rbf,0.72,0.5516014234875445
ArtificialDataset20a,1,f_classif,15,232,KNN,0.73,0.6492258408969568
ArtificialDataset20a,1,f_classif,16,232,SVM-rbf,0.73,0.561122244488978
ArtificialDataset20a,1,f_classif,16,232,KNN,0.68,0.5526315789473685
ArtificialDataset20a,1,f_classif,17,232,SVM-rbf,0.73,0.561122244488978
ArtificialDataset20a,1,f_classif,17,232,KNN,0.69,0.5612307692307693
ArtificialDataset20a,1,f_classif,18,232,SVM-rbf,0.73,0.561122244488978
ArtificialDataset20a,1,f_classif,18,232,KNN,0.72,0.6291390728476821
ArtificialDataset20a,1,f_classif,19,232,SVM-rbf,0.72,0.5294117647058824
ArtificialDataset20a,1,f_classif,19,232,KNN,0.71,0.6200405978962908
ArtificialDataset20a,1,f_classif,20,232,SVM-rbf,0.74,0.5709188224799286
ArtificialDataset20a,1,f_classif,20,232,KNN,0.7,0.5853080568720379
ArtificialDataset20a,1,f_classif,21,232,SVM-rbf,0.76,0.6105892399658412
ArtificialDataset20a,1,f_classif,21,232,KNN,0.66,0.5647788983708301
ArtificialDataset20a,1,f_classif,22,232,SVM-rbf,0.79,0.6869220607661822
ArtificialDataset20a,1,f_classif,22,232,KNN,0.72,0.6170212765957447
ArtificialDataset20a,1,f_classif,23,232,SVM-rbf,0.77,0.6379063586178696
ArtificialDataset20a,1,f_classif,23,232,KNN,0.66,0.4995539696699375
ArtificialDataset20a,1,f_classif,24,232,SVM-rbf,0.8,0.6978851963746223
ArtificialDataset20a,1,f_classif,24,232,KNN,0.7,0.5111731843575419
