dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset20b,1,f_classif,1,103,SVM-rbf,0.68,0.0
ArtificialDataset20b,1,f_classif,1,103,KNN,0.62,0.3632432432432433
ArtificialDataset20b,1,f_classif,2,103,SVM-rbf,0.65,0.0
ArtificialDataset20b,1,f_classif,2,103,KNN,0.63,0.43021266194084573
ArtificialDataset20b,1,f_classif,3,103,SVM-rbf,0.68,0.32
ArtificialDataset20b,1,f_classif,3,103,KNN,0.6,0.40944881889763785
ArtificialDataset20b,1,f_classif,4,103,SVM-rbf,0.69,0.4141331142152835
ArtificialDataset20b,1,f_classif,4,103,KNN,0.65,0.5430809399477806
ArtificialDataset20b,1,f_classif,5,103,SVM-rbf,0.69,0.4141331142152835
ArtificialDataset20b,1,f_classif,5,103,KNN,0.63,0.4547368421052632
ArtificialDataset20b,1,f_classif,6,103,SVM-rbf,0.69,0.4141331142152835
ArtificialDataset20b,1,f_classif,6,103,KNN,0.64,0.5030198446937015
ArtificialDataset20b,1,f_classif,7,103,SVM-rbf,0.64,0.37662337662337664
ArtificialDataset20b,1,f_classif,7,103,KNN,0.67,0.5076820307281229
ArtificialDataset20b,1,f_classif,8,103,SVM-rbf,0.71,0.5423427428317403
ArtificialDataset20b,1,f_classif,8,103,KNN,0.64,0.5351089588377724
ArtificialDataset20b,1,f_classif,9,103,SVM-rbf,0.72,0.5516014234875445
ArtificialDataset20b,1,f_classif,9,103,KNN,0.67,0.54421768707483
ArtificialDataset20b,1,f_classif,10,103,SVM-rbf,0.72,0.5294117647058824
ArtificialDataset20b,1,f_classif,10,103,KNN,0.65,0.5279103548454036
ArtificialDataset20b,1,f_classif,11,103,SVM-rbf,0.72,0.5294117647058824
ArtificialDataset20b,1,f_classif,11,103,KNN,0.65,0.44498658209319353
ArtificialDataset20b,1,f_classif,12,103,SVM-rbf,0.73,0.561122244488978
ArtificialDataset20b,1,f_classif,12,103,KNN,0.7,0.5989304812834224
ArtificialDataset20b,1,f_classif,13,103,SVM-rbf,0.69,0.5245610135585685
ArtificialDataset20b,1,f_classif,13,103,KNN,0.69,0.5765195010888933
ArtificialDataset20b,1,f_classif,14,103,SVM-rbf,0.7,0.5111731843575419
