dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset12,1,f_classif,1,83,SVM-rbf,0.6416666666666667,0.59637505546643
ArtificialDataset12,1,f_classif,1,83,KNN,0.5783333333333334,0.5608671511962345
ArtificialDataset12,1,f_classif,2,83,SVM-rbf,0.68,0.6554781507283091
ArtificialDataset12,1,f_classif,2,83,KNN,0.6616666666666666,0.6458954879586627
ArtificialDataset12,1,f_classif,3,83,SVM-rbf,0.6933333333333334,0.6725026099159692
ArtificialDataset12,1,f_classif,3,83,KNN,0.6766666666666666,0.6577620967741934
ArtificialDataset12,1,f_classif,4,83,SVM-rbf,0.695,0.6760429446550545
ArtificialDataset12,1,f_classif,4,83,KNN,0.6716666666666666,0.6600233813950899
ArtificialDataset12,1,f_classif,5,83,SVM-rbf,0.6983333333333334,0.6790168916202157
ArtificialDataset12,1,f_classif,5,83,KNN,0.6533333333333333,0.6391956952704617
ArtificialDataset12,1,f_classif,6,83,SVM-rbf,0.725,0.7080786265968739
ArtificialDataset12,1,f_classif,6,83,KNN,0.68,0.6695464362850971
ArtificialDataset12,1,f_classif,7,83,SVM-rbf,0.7983333333333333,0.7867390304479808
ArtificialDataset12,1,f_classif,7,83,KNN,0.7616666666666667,0.751281631658871
ArtificialDataset12,1,f_classif,8,83,SVM-rbf,0.7966666666666666,0.7847514432091656
ArtificialDataset12,1,f_classif,8,83,KNN,0.7533333333333333,0.7409180338027296
ArtificialDataset12,1,f_classif,9,83,SVM-rbf,0.8116666666666666,0.801732244315623
ArtificialDataset12,1,f_classif,9,83,KNN,0.775,0.7653718356500255
ArtificialDataset12,1,f_classif,10,83,SVM-rbf,0.8233333333333334,0.8143120567375888
ArtificialDataset12,1,f_classif,10,83,KNN,0.7766666666666666,0.7653751352651196
ArtificialDataset12,1,f_classif,11,83,SVM-rbf,0.835,0.8262555566064504
ArtificialDataset12,1,f_classif,11,83,KNN,0.8,0.7894736842105263
ArtificialDataset12,1,f_classif,12,83,SVM-rbf,0.8333333333333334,0.8249299719887955
ArtificialDataset12,1,f_classif,12,83,KNN,0.7933333333333333,0.7827412064370796
ArtificialDataset12,1,f_classif,13,83,SVM-rbf,0.8266666666666667,0.8172231985940248
ArtificialDataset12,1,f_classif,13,83,KNN,0.7783333333333333,0.7669477057232159
ArtificialDataset12,1,f_classif,14,83,SVM-rbf,0.8316666666666667,0.823309575478809
ArtificialDataset12,1,f_classif,14,83,KNN,0.765,0.7539940474154152
ArtificialDataset12,1,f_classif,15,83,SVM-rbf,0.8433333333333334,0.8355325034578148
ArtificialDataset12,1,f_classif,15,83,KNN,0.7883333333333333,0.7783611468798772
ArtificialDataset12,1,f_classif,16,83,SVM-rbf,0.84,0.8320000000000001
ArtificialDataset12,1,f_classif,16,83,KNN,0.8066666666666666,0.7965797101449276
ArtificialDataset12,1,f_classif,17,83,SVM-rbf,0.8416666666666667,0.8336275267981925
ArtificialDataset12,1,f_classif,17,83,KNN,0.81,0.800808214450069
ArtificialDataset12,1,f_classif,18,83,SVM-rbf,0.8416666666666667,0.8336275267981925
ArtificialDataset12,1,f_classif,18,83,KNN,0.8033333333333333,0.7947455792132804
ArtificialDataset12,1,f_classif,19,83,SVM-rbf,0.845,0.8371627198602011
