model,method,acc_test_mean,acc_test_std,gps_test_mean,gps_test_std
KNN,f_classif,0.984,0.008215838362577497,0.9839965771960018,0.008218434939227118
KNN,mutual_info,0.977,0.013509256086106307,0.9769921593221744,0.013521158218021108
KNN,relief,0.992,0.002738612787525807,0.9919993436256507,0.002739097287428956
KNN,rf,0.9890000000000001,0.004183300132670354,0.9889990112533062,0.004184105138795749
KNN,xgb,0.9890000000000001,0.006519202405202665,0.9889991622761114,0.0065198450419103075
SVM-rbf,f_classif,0.991,0.00821583836257748,0.9909994653984976,0.008216560472568437
SVM-rbf,mutual_info,0.994,0.004183300132670398,0.9939997477068709,0.0041835266173718445
SVM-rbf,relief,0.9970000000000001,0.004472135954999584,0.9969997728331303,0.004472545308495184
SVM-rbf,rf,0.9949999999999999,0.0035355339059327407,0.9949999246212217,0.0035355339066023665
SVM-rbf,xgb,0.9949999999999999,0.003535533905932783,0.9949999246212217,0.003535533906602366
