fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,LogReg,mutual_info,True,5,0.8333333333333334,0.8299034019319612,0.8518518518518519,0.8456375838926173,0.1574074074074074,0.2601851851851852,0.3050082504943616
1,LogReg,f_classif,True,5,0.8472222222222222,0.8447677557000746,0.8518518518518519,0.8456375838926173,0.1527777777777778,0.2388888888888889,0.2523148148148148
1,LogReg,rf,True,5,0.8518518518518519,0.8492884201904373,0.8518518518518519,0.8456375838926173,0.16203703703703703,0.22592592592592592,0.24020061728395062
1,LogReg,relief,True,5,0.8333333333333334,0.8299034019319612,0.8518518518518519,0.8456375838926173,0.20833333333333334,0.2601851851851852,0.3050082504943616
1,LogReg,xgb,True,5,0.8379629629629629,0.8353305086948611,0.8518518518518519,0.8427350427350427,0.22685185185185186,0.24629629629629632,0.24746305649083425
2,LogReg,mutual_info,True,5,0.8657407407407407,0.8620207108872094,0.8518518518518519,0.8496732026143791,0.1574074074074074,0.2638888888888889,0.26851851851851855
2,LogReg,f_classif,True,5,0.8518518518518519,0.8479338842975207,0.8148148148148148,0.811965811965812,0.16666666666666666,0.24629629629629632,0.2064043209876543
2,LogReg,rf,True,5,0.8379629629629629,0.8344007319304666,0.8518518518518519,0.8479338842975207,0.16666666666666666,0.23333333333333336,0.21080246913580247
2,LogReg,relief,True,5,0.8379629629629629,0.8338796381277043,0.8888888888888888,0.8860759493670886,0.14814814814814814,0.2574074074074075,0.22181781695670585
2,LogReg,xgb,True,5,0.8472222222222222,0.8434153550963259,0.8888888888888888,0.8860759493670886,0.14351851851851852,0.2611111111111111,0.25602177968771533
3,LogReg,mutual_info,True,5,0.8657407407407407,0.8632730756624561,0.7222222222222222,0.711111111111111,0.16203703703703703,0.19537037037037042,0.2664391935225269
3,LogReg,f_classif,True,5,0.8518518518518519,0.8488706365503081,0.7777777777777778,0.7675276752767528,0.13425925925925927,0.22129629629629632,0.21481481481481482
3,LogReg,rf,True,5,0.8564814814814815,0.8538145854043997,0.7777777777777778,0.7675276752767528,0.19907407407407407,0.21296296296296297,0.22800925925925927
3,LogReg,relief,True,5,0.8657407407407407,0.8632730756624561,0.7222222222222222,0.711111111111111,0.16666666666666666,0.19537037037037042,0.2664391935225269
3,LogReg,xgb,True,5,0.8611111111111112,0.8590909090909091,0.7037037037037037,0.6941649899396378,0.2037037037037037,0.19629629629629633,0.19619341563786008
4,LogReg,mutual_info,True,5,0.8333333333333334,0.8299034019319612,0.8703703703703703,0.8690807799442898,0.1574074074074074,0.24629629629629632,0.24532260435038214
4,LogReg,f_classif,True,5,0.8333333333333334,0.8299034019319612,0.8703703703703703,0.8690807799442898,0.1574074074074074,0.24629629629629632,0.24532260435038214
4,LogReg,rf,True,5,0.8425925925925926,0.8389045090076018,0.8518518518518519,0.8496732026143791,0.14814814814814814,0.2361111111111111,0.2334104938271605
4,LogReg,relief,True,5,0.8287037037037037,0.8237391882900864,0.8888888888888888,0.8873239436619719,0.20833333333333334,0.2601851851851852,0.31703675223412064
4,LogReg,xgb,True,5,0.8333333333333334,0.8299034019319612,0.8703703703703703,0.8690807799442898,0.1574074074074074,0.24629629629629632,0.24532260435038214
5,LogReg,mutual_info,True,5,0.7962962962962963,0.7919049714034316,0.8703703703703703,0.8690807799442898,0.19444444444444445,0.2796296296296296,0.28317901234567905
5,LogReg,f_classif,True,5,0.8472222222222222,0.842893935846406,0.8518518518518519,0.8496732026143791,0.22685185185185186,0.24444444444444444,0.27546296296296297
5,LogReg,rf,True,5,0.8472222222222222,0.842893935846406,0.8518518518518519,0.8496732026143791,0.22685185185185186,0.24444444444444444,0.27546296296296297
5,LogReg,relief,True,5,0.8425925925925926,0.8383827831174259,0.8333333333333334,0.8316008316008318,0.18055555555555555,0.25833333333333336,0.3410603516097797
5,LogReg,xgb,True,5,0.8287037037037037,0.8248949052164026,0.8518518518518519,0.8508914100486223,0.1574074074074074,0.2425925925925926,0.23510301426968092
1,SVM-linear,mutual_info,True,5,0.8472222222222222,0.8447677557000746,0.8518518518518519,0.8456375838926173,0.1574074074074074,0.2601851851851852,0.3050082504943616
1,SVM-linear,f_classif,True,5,0.8518518518518519,0.8496732026143791,0.8518518518518519,0.8456375838926173,0.1527777777777778,0.2388888888888889,0.2523148148148148
1,SVM-linear,rf,True,5,0.8379629629629629,0.8357403998236834,0.8518518518518519,0.8456375838926173,0.16203703703703703,0.22592592592592592,0.24020061728395062
1,SVM-linear,relief,True,5,0.8472222222222222,0.8447677557000746,0.8518518518518519,0.8456375838926173,0.20833333333333334,0.2601851851851852,0.3050082504943616
1,SVM-linear,xgb,True,5,0.8425925925925926,0.840630472854641,0.8518518518518519,0.8456375838926173,0.22685185185185186,0.24629629629629632,0.24746305649083425
2,SVM-linear,mutual_info,True,5,0.8472222222222222,0.8417411357739982,0.8518518518518519,0.8479338842975207,0.1574074074074074,0.2638888888888889,0.26851851851851855
2,SVM-linear,f_classif,True,5,0.8472222222222222,0.842893935846406,0.8148148148148148,0.811965811965812,0.16666666666666666,0.24629629629629632,0.2064043209876543
2,SVM-linear,rf,True,5,0.8518518518518519,0.8479338842975207,0.8518518518518519,0.8479338842975207,0.16666666666666666,0.23333333333333336,0.21080246913580247
2,SVM-linear,relief,True,5,0.8425925925925926,0.8378236712443652,0.8703703703703703,0.8660968660968661,0.14814814814814814,0.2574074074074075,0.22181781695670585
2,SVM-linear,xgb,True,5,0.8472222222222222,0.8434153550963259,0.8888888888888888,0.8860759493670886,0.14351851851851852,0.2611111111111111,0.25602177968771533
3,SVM-linear,mutual_info,True,5,0.875,0.8727272727272727,0.7222222222222222,0.711111111111111,0.16203703703703703,0.19537037037037042,0.2664391935225269
3,SVM-linear,f_classif,True,5,0.8703703703703703,0.8674322554648937,0.7592592592592593,0.7453416149068322,0.13425925925925927,0.22129629629629632,0.21481481481481482
3,SVM-linear,rf,True,5,0.8518518518518519,0.8492884201904373,0.7592592592592593,0.7501172058134085,0.19907407407407407,0.21296296296296297,0.22800925925925927
3,SVM-linear,relief,True,5,0.875,0.8727272727272727,0.7222222222222222,0.711111111111111,0.16666666666666666,0.19537037037037042,0.2664391935225269
3,SVM-linear,xgb,True,5,0.8564814814814815,0.8542010931740179,0.7037037037037037,0.6941649899396378,0.2037037037037037,0.19629629629629633,0.19619341563786008
4,SVM-linear,mutual_info,True,5,0.8333333333333334,0.8293838862559242,0.8703703703703703,0.8678184009642428,0.1574074074074074,0.24629629629629632,0.24532260435038214
4,SVM-linear,f_classif,True,5,0.8333333333333334,0.8293838862559242,0.8703703703703703,0.8678184009642428,0.1574074074074074,0.24629629629629632,0.24532260435038214
4,SVM-linear,rf,True,5,0.8333333333333334,0.8293838862559242,0.8518518518518519,0.8496732026143791,0.14814814814814814,0.2361111111111111,0.2334104938271605
4,SVM-linear,relief,True,5,0.8425925925925926,0.8389045090076018,0.8703703703703703,0.8690807799442898,0.20833333333333334,0.2601851851851852,0.31703675223412064
