dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset18b,1,f_classif,47,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,f_classif,47,77,KNN,0.63,0.43021266194084573
ArtificialDataset18b,1,f_classif,48,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,48,77,KNN,0.65,0.5279103548454036
ArtificialDataset18b,1,f_classif,49,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,49,77,KNN,0.65,0.5279103548454036
ArtificialDataset18b,1,f_classif,50,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,50,77,KNN,0.63,0.5406896551724137
ArtificialDataset18b,1,f_classif,51,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,f_classif,51,77,KNN,0.66,0.5511999999999999
ArtificialDataset18b,1,f_classif,52,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,f_classif,52,77,KNN,0.65,0.5279103548454036
ArtificialDataset18b,1,f_classif,53,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,f_classif,53,77,KNN,0.67,0.5594739988045427
ArtificialDataset18b,1,f_classif,54,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,f_classif,54,77,KNN,0.61,0.512
ArtificialDataset18b,1,f_classif,55,77,SVM-rbf,0.68,0.36670547147846333
ArtificialDataset18b,1,f_classif,55,77,KNN,0.58,0.48994974874371855
ArtificialDataset18b,1,f_classif,56,77,SVM-rbf,0.68,0.36670547147846333
ArtificialDataset18b,1,f_classif,56,77,KNN,0.6,0.5045417010734929
ArtificialDataset18b,1,f_classif,57,77,SVM-rbf,0.68,0.36670547147846333
ArtificialDataset18b,1,f_classif,57,77,KNN,0.64,0.5606407322654462
ArtificialDataset18b,1,f_classif,58,77,SVM-rbf,0.68,0.36670547147846333
ArtificialDataset18b,1,f_classif,58,77,KNN,0.61,0.512
ArtificialDataset18b,1,f_classif,59,77,SVM-rbf,0.69,0.41413311421528354
ArtificialDataset18b,1,f_classif,59,77,KNN,0.59,0.4475907741493493
ArtificialDataset18b,1,f_classif,60,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,f_classif,60,77,KNN,0.58,0.39643211100099107
ArtificialDataset18b,1,f_classif,61,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,f_classif,61,77,KNN,0.6,0.4732221246707638
ArtificialDataset18b,1,f_classif,62,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,f_classif,62,77,KNN,0.59,0.4266413842142687
ArtificialDataset18b,1,f_classif,63,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,f_classif,63,77,KNN,0.59,0.48256684491978613
ArtificialDataset18b,1,f_classif,64,77,SVM-rbf,0.65,0.2464392182842001
ArtificialDataset18b,1,f_classif,64,77,KNN,0.62,0.5329103885804917
ArtificialDataset18b,1,f_classif,65,77,SVM-rbf,0.65,0.2464392182842001
ArtificialDataset18b,1,f_classif,65,77,KNN,0.62,0.5448222565687789
ArtificialDataset18b,1,f_classif,66,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,f_classif,66,77,KNN,0.61,0.5370694687682429
ArtificialDataset18b,1,f_classif,67,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,f_classif,67,77,KNN,0.6,0.4732221246707638
ArtificialDataset18b,1,f_classif,68,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,68,77,KNN,0.6,0.4732221246707638
ArtificialDataset18b,1,f_classif,69,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,69,77,KNN,0.57,0.4134960516870065
ArtificialDataset18b,1,f_classif,70,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,70,77,KNN,0.57,0.452290502793296
ArtificialDataset18b,1,f_classif,71,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,f_classif,71,77,KNN,0.58,0.4591474245115453
ArtificialDataset18b,1,f_classif,72,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,f_classif,72,77,KNN,0.58,0.4754521963824289
ArtificialDataset18b,1,f_classif,73,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,73,77,KNN,0.58,0.48994974874371855
ArtificialDataset18b,1,f_classif,74,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,74,77,KNN,0.59,0.48256684491978613
ArtificialDataset18b,1,f_classif,75,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,f_classif,75,77,KNN,0.58,0.44077134986225897
ArtificialDataset18b,1,f_classif,76,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,f_classif,76,77,KNN,0.64,0.5351089588377724
ArtificialDataset18b,1,f_classif,77,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,f_classif,77,77,KNN,0.66,0.5359801488833746
ArtificialDataset18b,1,mutual_info,1,77,SVM-rbf,0.66,0.0
ArtificialDataset18b,1,mutual_info,1,77,KNN,0.58,0.3387622149837134
ArtificialDataset18b,1,mutual_info,2,77,SVM-rbf,0.66,0.0
ArtificialDataset18b,1,mutual_info,2,77,KNN,0.62,0.4231145935357493
ArtificialDataset18b,1,mutual_info,3,77,SVM-rbf,0.64,0.09859154929577464
ArtificialDataset18b,1,mutual_info,3,77,KNN,0.66,0.4776536312849162
ArtificialDataset18b,1,mutual_info,4,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,4,77,KNN,0.56,0.32751091703056767
ArtificialDataset18b,1,mutual_info,5,77,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,1,mutual_info,5,77,KNN,0.58,0.39643211100099107
ArtificialDataset18b,1,mutual_info,6,77,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,1,mutual_info,6,77,KNN,0.54,0.4323583180987203
ArtificialDataset18b,1,mutual_info,7,77,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,1,mutual_info,7,77,KNN,0.54,0.37209302325581395
ArtificialDataset18b,1,mutual_info,8,77,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,1,mutual_info,8,77,KNN,0.6,0.489795918367347
ArtificialDataset18b,1,mutual_info,9,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,9,77,KNN,0.57,0.452290502793296
ArtificialDataset18b,1,mutual_info,10,77,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,1,mutual_info,10,77,KNN,0.59,0.4661222688148311
ArtificialDataset18b,1,mutual_info,11,77,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,1,mutual_info,11,77,KNN,0.62,0.4688908926961226
ArtificialDataset18b,1,mutual_info,12,77,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,1,mutual_info,12,77,KNN,0.54,0.39473684210526316
ArtificialDataset18b,1,mutual_info,13,77,SVM-rbf,0.66,0.0
ArtificialDataset18b,1,mutual_info,13,77,KNN,0.5,0.3712273641851106
ArtificialDataset18b,1,mutual_info,14,77,SVM-rbf,0.66,0.0
ArtificialDataset18b,1,mutual_info,14,77,KNN,0.54,0.414703110273327
ArtificialDataset18b,1,mutual_info,15,77,SVM-rbf,0.66,0.0
ArtificialDataset18b,1,mutual_info,15,77,KNN,0.6,0.43342776203966016
ArtificialDataset18b,1,mutual_info,16,77,SVM-rbf,0.66,0.0
ArtificialDataset18b,1,mutual_info,16,77,KNN,0.55,0.3519245875883739
ArtificialDataset18b,1,mutual_info,17,77,SVM-rbf,0.65,0.0
ArtificialDataset18b,1,mutual_info,17,77,KNN,0.62,0.4231145935357493
ArtificialDataset18b,1,mutual_info,18,77,SVM-rbf,0.65,0.0
ArtificialDataset18b,1,mutual_info,18,77,KNN,0.62,0.4231145935357493
ArtificialDataset18b,1,mutual_info,19,77,SVM-rbf,0.65,0.0
ArtificialDataset18b,1,mutual_info,19,77,KNN,0.65,0.5279103548454036
ArtificialDataset18b,1,mutual_info,20,77,SVM-rbf,0.65,0.0
ArtificialDataset18b,1,mutual_info,20,77,KNN,0.66,0.5511999999999999
ArtificialDataset18b,1,mutual_info,21,77,SVM-rbf,0.65,0.0
ArtificialDataset18b,1,mutual_info,21,77,KNN,0.62,0.5329103885804917
ArtificialDataset18b,1,mutual_info,22,77,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,1,mutual_info,22,77,KNN,0.67,0.6147412441191845
ArtificialDataset18b,1,mutual_info,23,77,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,1,mutual_info,23,77,KNN,0.67,0.6147412441191845
ArtificialDataset18b,1,mutual_info,24,77,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,1,mutual_info,24,77,KNN,0.68,0.6232686980609418
ArtificialDataset18b,1,mutual_info,25,77,SVM-rbf,0.65,0.0
ArtificialDataset18b,1,mutual_info,25,77,KNN,0.68,0.6144578313253012
ArtificialDataset18b,1,mutual_info,26,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,26,77,KNN,0.6,0.5398773006134969
ArtificialDataset18b,1,mutual_info,27,77,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,1,mutual_info,27,77,KNN,0.66,0.6063157894736843
ArtificialDataset18b,1,mutual_info,28,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,28,77,KNN,0.7,0.6557377049180328
ArtificialDataset18b,1,mutual_info,29,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,29,77,KNN,0.73,0.6755555555555555
ArtificialDataset18b,1,mutual_info,30,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,30,77,KNN,0.68,0.6232686980609418
ArtificialDataset18b,1,mutual_info,31,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,mutual_info,31,77,KNN,0.65,0.5566166439290587
ArtificialDataset18b,1,mutual_info,32,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,mutual_info,32,77,KNN,0.68,0.56791104050834
ArtificialDataset18b,1,mutual_info,33,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,mutual_info,33,77,KNN,0.62,0.5046257359125316
ArtificialDataset18b,1,mutual_info,34,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,34,77,KNN,0.62,0.48782608695652174
ArtificialDataset18b,1,mutual_info,35,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,35,77,KNN,0.61,0.46164290563475907
ArtificialDataset18b,1,mutual_info,36,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,36,77,KNN,0.67,0.5270588235294117
ArtificialDataset18b,1,mutual_info,37,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,37,77,KNN,0.63,0.4953453128382766
ArtificialDataset18b,1,mutual_info,38,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,38,77,KNN,0.66,0.5511999999999999
ArtificialDataset18b,1,mutual_info,39,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,39,77,KNN,0.69,0.5901513699942518
ArtificialDataset18b,1,mutual_info,40,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,40,77,KNN,0.67,0.5594739988045427
ArtificialDataset18b,1,mutual_info,41,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,41,77,KNN,0.67,0.54421768707483
ArtificialDataset18b,1,mutual_info,42,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,42,77,KNN,0.63,0.43021266194084573
ArtificialDataset18b,1,mutual_info,43,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,43,77,KNN,0.62,0.5046257359125316
ArtificialDataset18b,1,mutual_info,44,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,44,77,KNN,0.67,0.5594739988045427
ArtificialDataset18b,1,mutual_info,45,77,SVM-rbf,0.65,0.18136020151133503
ArtificialDataset18b,1,mutual_info,45,77,KNN,0.65,0.5566166439290587
ArtificialDataset18b,1,mutual_info,46,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,mutual_info,46,77,KNN,0.68,0.5815384615384616
ArtificialDataset18b,1,mutual_info,47,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,mutual_info,47,77,KNN,0.69,0.5765195010888933
ArtificialDataset18b,1,mutual_info,48,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,48,77,KNN,0.66,0.5511999999999999
ArtificialDataset18b,1,mutual_info,49,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,mutual_info,49,77,KNN,0.67,0.5730836068739139
ArtificialDataset18b,1,mutual_info,50,77,SVM-rbf,0.64,0.09859154929577464
ArtificialDataset18b,1,mutual_info,50,77,KNN,0.65,0.5279103548454036
ArtificialDataset18b,1,mutual_info,51,77,SVM-rbf,0.64,0.09859154929577464
ArtificialDataset18b,1,mutual_info,51,77,KNN,0.62,0.5046257359125316
ArtificialDataset18b,1,mutual_info,52,77,SVM-rbf,0.65,0.18136020151133503
ArtificialDataset18b,1,mutual_info,52,77,KNN,0.63,0.5272764145203813
ArtificialDataset18b,1,mutual_info,53,77,SVM-rbf,0.65,0.18136020151133503
ArtificialDataset18b,1,mutual_info,53,77,KNN,0.64,0.5606407322654462
ArtificialDataset18b,1,mutual_info,54,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,mutual_info,54,77,KNN,0.64,0.5485893416927898
ArtificialDataset18b,1,mutual_info,55,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,55,77,KNN,0.64,0.5810909090909091
ArtificialDataset18b,1,mutual_info,56,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,56,77,KNN,0.59,0.48256684491978613
ArtificialDataset18b,1,mutual_info,57,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,57,77,KNN,0.61,0.512
ArtificialDataset18b,1,mutual_info,58,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,58,77,KNN,0.62,0.5046257359125316
ArtificialDataset18b,1,mutual_info,59,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,59,77,KNN,0.66,0.5769230769230769
ArtificialDataset18b,1,mutual_info,60,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,60,77,KNN,0.69,0.6023424428332403
ArtificialDataset18b,1,mutual_info,61,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,61,77,KNN,0.67,0.5594739988045427
ArtificialDataset18b,1,mutual_info,62,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,62,77,KNN,0.65,0.5279103548454036
ArtificialDataset18b,1,mutual_info,63,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,63,77,KNN,0.62,0.5195758564437193
ArtificialDataset18b,1,mutual_info,64,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,64,77,KNN,0.62,0.5046257359125316
ArtificialDataset18b,1,mutual_info,65,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,mutual_info,65,77,KNN,0.62,0.5195758564437193
ArtificialDataset18b,1,mutual_info,66,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,66,77,KNN,0.61,0.512
ArtificialDataset18b,1,mutual_info,67,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,67,77,KNN,0.58,0.39643211100099107
ArtificialDataset18b,1,mutual_info,68,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,mutual_info,68,77,KNN,0.6,0.4732221246707638
ArtificialDataset18b,1,mutual_info,69,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,mutual_info,69,77,KNN,0.56,0.40712223291626565
ArtificialDataset18b,1,mutual_info,70,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,mutual_info,70,77,KNN,0.58,0.44077134986225897
ArtificialDataset18b,1,mutual_info,71,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,mutual_info,71,77,KNN,0.6,0.489795918367347
ArtificialDataset18b,1,mutual_info,72,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,mutual_info,72,77,KNN,0.63,0.4953453128382766
ArtificialDataset18b,1,mutual_info,73,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,mutual_info,73,77,KNN,0.59,0.40286349049617365
ArtificialDataset18b,1,mutual_info,74,77,SVM-rbf,0.68,0.36670547147846333
ArtificialDataset18b,1,mutual_info,74,77,KNN,0.63,0.47629746124466404
ArtificialDataset18b,1,mutual_info,75,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,mutual_info,75,77,KNN,0.65,0.5279103548454036
ArtificialDataset18b,1,mutual_info,76,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,mutual_info,76,77,KNN,0.65,0.5430809399477806
ArtificialDataset18b,1,mutual_info,77,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,mutual_info,77,77,KNN,0.66,0.5359801488833746
ArtificialDataset18b,1,relief,1,77,SVM-rbf,0.66,0.0
ArtificialDataset18b,1,relief,1,77,KNN,0.61,0.46164290563475907
ArtificialDataset18b,1,relief,2,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,relief,2,77,KNN,0.58,0.39643211100099107
ArtificialDataset18b,1,relief,3,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,relief,3,77,KNN,0.63,0.512241054613936
ArtificialDataset18b,1,relief,4,77,SVM-rbf,0.67,0.3593161402492031
ArtificialDataset18b,1,relief,4,77,KNN,0.63,0.43021266194084573
ArtificialDataset18b,1,relief,5,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,relief,5,77,KNN,0.65,0.44498658209319353
ArtificialDataset18b,1,relief,6,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,relief,6,77,KNN,0.6,0.31428571428571433
ArtificialDataset18b,1,relief,7,77,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,1,relief,7,77,KNN,0.57,0.1521964718090626
ArtificialDataset18b,1,relief,8,77,SVM-rbf,0.63,0.09616130283055448
ArtificialDataset18b,1,relief,8,77,KNN,0.58,0.21317829457364343
ArtificialDataset18b,1,relief,9,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,relief,9,77,KNN,0.66,0.39087947882736157
ArtificialDataset18b,1,relief,10,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,relief,10,77,KNN,0.64,0.40923076923076923
ArtificialDataset18b,1,relief,11,77,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,1,relief,11,77,KNN,0.6,0.22178988326848248
ArtificialDataset18b,1,relief,12,77,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,1,relief,12,77,KNN,0.58,0.21317829457364343
ArtificialDataset18b,1,relief,13,77,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,1,relief,13,77,KNN,0.61,0.22634146341463415
ArtificialDataset18b,1,relief,14,77,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,1,relief,14,77,KNN,0.63,0.28824427480916026
ArtificialDataset18b,1,relief,15,77,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,1,relief,15,77,KNN,0.61,0.16555594528235706
ArtificialDataset18b,1,relief,16,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,relief,16,77,KNN,0.62,0.0
ArtificialDataset18b,1,relief,17,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,relief,17,77,KNN,0.63,0.09616130283055448
ArtificialDataset18b,1,relief,18,77,SVM-rbf,0.66,0.39087947882736157
ArtificialDataset18b,1,relief,18,77,KNN,0.61,0.16555594528235706
ArtificialDataset18b,1,relief,19,77,SVM-rbf,0.63,0.2359882005899705
