fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,SVM-rbf,mutual_info,True,150,0.9725,0.9671651869642953,0.79,0.6433025155880456,0.1825,0.28700000000000003,0.23450694444444445
1,SVM-rbf,f_classif,True,150,0.9825,0.9793429697766097,0.82,0.7206661619984861,0.1825,0.27299999999999996,0.24341249191984488
1,SVM-rbf,rf,True,150,0.9875,0.9853259133225848,0.78,0.6320754716981133,0.21,0.2705,0.24795376845376843
1,SVM-rbf,relief,True,150,0.9825,0.9793429697766097,0.79,0.6433025155880456,0.1875,0.25299999999999995,0.22495711580086578
1,SVM-rbf,xgb,True,150,0.9825,0.9793429697766097,0.78,0.6320754716981133,0.195,0.28350000000000003,0.23970436507936504
2,SVM-rbf,mutual_info,True,150,0.975,0.9702371867273116,0.75,0.5334660363274446,0.2075,0.269,0.2137063492063492
2,SVM-rbf,f_classif,True,150,0.9925,0.991242582666049,0.75,0.5334660363274446,0.2175,0.2705,0.2020889790764791
2,SVM-rbf,rf,True,150,0.9875,0.9853259133225848,0.75,0.5589273112208891,0.185,0.24150000000000005,0.2116646360175772
2,SVM-rbf,relief,True,150,0.99,0.9883443708609272,0.75,0.5589273112208891,0.225,0.2515,0.24353111471861472
2,SVM-rbf,xgb,True,150,0.98,0.9763256431936224,0.76,0.5694050991501417,0.1925,0.2635,0.2155356930651048
3,SVM-rbf,mutual_info,True,150,0.9675,0.9609633842596546,0.76,0.5913978494623655,0.2225,0.28250000000000003,0.20374458180708183
3,SVM-rbf,f_classif,True,150,0.9775,0.9732905253091058,0.76,0.6105892399658412,0.2125,0.273,0.20012437909312908
3,SVM-rbf,rf,True,150,0.97,0.9640740740740741,0.8,0.6978851963746223,0.21,0.2775,0.2297887667887668
3,SVM-rbf,relief,True,150,0.985,0.9823429237250157,0.79,0.6983087834151664,0.225,0.2515,0.23433098151848156
3,SVM-rbf,xgb,True,150,0.9825,0.9793429697766097,0.78,0.6486486486486486,0.18,0.255,0.2071269257703081
