dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset14,1,f_classif,1,104,SVM-rbf,0.6666666666666666,0.24559616762853156
ArtificialDataset14,1,f_classif,1,104,KNN,0.6033333333333334,0.4633897207204963
ArtificialDataset14,1,f_classif,2,104,SVM-rbf,0.6683333333333333,0.25681955762514547
ArtificialDataset14,1,f_classif,2,104,KNN,0.5933333333333334,0.4173486088379706
ArtificialDataset14,1,f_classif,3,104,SVM-rbf,0.67,0.25780463242698887
ArtificialDataset14,1,f_classif,3,104,KNN,0.6483333333333333,0.5125226429101707
ArtificialDataset14,1,f_classif,4,104,SVM-rbf,0.6733333333333333,0.2795166690930267
ArtificialDataset14,1,f_classif,4,104,KNN,0.605,0.451301413984221
ArtificialDataset14,1,f_classif,5,104,SVM-rbf,0.6816666666666666,0.3949844716889071
ArtificialDataset14,1,f_classif,5,104,KNN,0.635,0.4930524755302537
ArtificialDataset14,1,f_classif,6,104,SVM-rbf,0.6983333333333334,0.43298367862670195
ArtificialDataset14,1,f_classif,6,104,KNN,0.6266666666666667,0.4771423605075613
ArtificialDataset14,1,f_classif,7,104,SVM-rbf,0.6983333333333334,0.46531630933664225
ArtificialDataset14,1,f_classif,7,104,KNN,0.6183333333333333,0.4573078421728382
ArtificialDataset14,1,f_classif,8,104,SVM-rbf,0.7016666666666667,0.4872665419288995
ArtificialDataset14,1,f_classif,8,104,KNN,0.6366666666666667,0.49432853221928047
ArtificialDataset14,1,f_classif,9,104,SVM-rbf,0.7066666666666667,0.5210392544478961
ArtificialDataset14,1,f_classif,9,104,KNN,0.6266666666666667,0.4771423605075613
ArtificialDataset14,1,f_classif,10,104,SVM-rbf,0.705,0.5156331877729258
ArtificialDataset14,1,f_classif,10,104,KNN,0.6333333333333333,0.4886349734530596
ArtificialDataset14,1,f_classif,11,104,SVM-rbf,0.7233333333333334,0.5913556437889961
ArtificialDataset14,1,f_classif,11,104,KNN,0.685,0.545670419651996
ArtificialDataset14,1,f_classif,12,104,SVM-rbf,0.7383333333333333,0.6277490245612534
ArtificialDataset14,1,f_classif,12,104,KNN,0.6916666666666667,0.5679783468665418
ArtificialDataset14,1,f_classif,13,104,SVM-rbf,0.7383333333333333,0.6277490245612534
ArtificialDataset14,1,f_classif,13,104,KNN,0.685,0.56729371264323
ArtificialDataset14,1,f_classif,14,104,SVM-rbf,0.7383333333333333,0.615992800313606
ArtificialDataset14,1,f_classif,14,104,KNN,0.6983333333333334,0.5838304130471763
ArtificialDataset14,1,f_classif,15,104,SVM-rbf,0.74,0.6315744680851065
ArtificialDataset14,1,f_classif,15,104,KNN,0.7216666666666667,0.6325641898586882
ArtificialDataset14,1,f_classif,16,104,SVM-rbf,0.7316666666666667,0.6213712895950629
ArtificialDataset14,1,f_classif,16,104,KNN,0.72,0.6191355821910619
ArtificialDataset14,1,f_classif,17,104,SVM-rbf,0.7416666666666667,0.6436487065959217
ArtificialDataset14,1,f_classif,17,104,KNN,0.725,0.6337543053960966
ArtificialDataset14,1,f_classif,18,104,SVM-rbf,0.7566666666666667,0.67634765625
ArtificialDataset14,1,f_classif,18,104,KNN,0.715,0.6319517958649201
ArtificialDataset14,1,f_classif,19,104,SVM-rbf,0.7833333333333333,0.7203610134739309
ArtificialDataset14,1,f_classif,19,104,KNN,0.7333333333333333,0.6573142000428358
ArtificialDataset14,1,f_classif,20,104,SVM-rbf,0.7916666666666666,0.7349223852744083
ArtificialDataset14,1,f_classif,20,104,KNN,0.7416666666666667,0.6683112848699934
ArtificialDataset14,1,f_classif,21,104,SVM-rbf,0.7866666666666666,0.7274826789838338
ArtificialDataset14,1,f_classif,21,104,KNN,0.7516666666666667,0.687990713871155
ArtificialDataset14,1,f_classif,22,104,SVM-rbf,0.79,0.7296284224250327
ArtificialDataset14,1,f_classif,22,104,KNN,0.7466666666666667,0.6775757575757576
ArtificialDataset14,1,f_classif,23,104,SVM-rbf,0.7966666666666666,0.7400089166295141
ArtificialDataset14,1,f_classif,23,104,KNN,0.7516666666666667,0.687990713871155
ArtificialDataset14,1,f_classif,24,104,SVM-rbf,0.795,0.7394611685191682
ArtificialDataset14,1,f_classif,24,104,KNN,0.7416666666666667,0.6728422290839582
ArtificialDataset14,1,f_classif,25,104,SVM-rbf,0.7916666666666666,0.7313239000683287
ArtificialDataset14,1,f_classif,25,104,KNN,0.7433333333333333,0.6729333333333334
ArtificialDataset14,1,f_classif,26,104,SVM-rbf,0.7983333333333333,0.7417145352697649
ArtificialDataset14,1,f_classif,26,104,KNN,0.7466666666666667,0.6775757575757576
ArtificialDataset14,1,f_classif,27,104,SVM-rbf,0.795,0.7371359190677378
ArtificialDataset14,1,f_classif,27,104,KNN,0.735,0.658872980428215
ArtificialDataset14,1,f_classif,28,104,SVM-rbf,0.8,0.743425272610648
ArtificialDataset14,1,f_classif,28,104,KNN,0.73,0.6542105263157897
ArtificialDataset14,1,f_classif,29,104,SVM-rbf,0.7916666666666666,0.7300829639731786
ArtificialDataset14,1,f_classif,29,104,KNN,0.7333333333333333,0.6573142000428358
ArtificialDataset14,1,f_classif,30,104,SVM-rbf,0.7933333333333333,0.734241048915784
ArtificialDataset14,1,f_classif,30,104,KNN,0.7483333333333333,0.6746548555359876
ArtificialDataset14,1,f_classif,31,104,SVM-rbf,0.7916666666666666,0.7313239000683287
ArtificialDataset14,1,f_classif,31,104,KNN,0.7366666666666667,0.6537561478660955
ArtificialDataset14,1,f_classif,32,104,SVM-rbf,0.7983333333333333,0.7417145352697649
ArtificialDataset14,1,f_classif,32,104,KNN,0.765,0.6923636363636363
ArtificialDataset14,1,f_classif,33,104,SVM-rbf,0.8066666666666666,0.7578288100208769
ArtificialDataset14,1,f_classif,33,104,KNN,0.7783333333333333,0.7179016691268308
ArtificialDataset14,1,f_classif,34,104,SVM-rbf,0.8116666666666666,0.7649443231860721
ArtificialDataset14,1,f_classif,34,104,KNN,0.7916666666666666,0.7349223852744083
ArtificialDataset14,1,f_classif,35,104,SVM-rbf,0.815,0.7693386424385622
ArtificialDataset14,1,f_classif,35,104,KNN,0.7633333333333333,0.7018830561616459
ArtificialDataset14,1,f_classif,36,104,SVM-rbf,0.8133333333333334,0.7656903765690376
ArtificialDataset14,1,f_classif,36,104,KNN,0.75,0.6731171548117154
ArtificialDataset14,1,f_classif,37,104,SVM-rbf,0.8183333333333334,0.7718469572631353
ArtificialDataset14,1,f_classif,37,104,KNN,0.755,0.6840899279380999
ArtificialDataset14,1,f_classif,38,104,SVM-rbf,0.8166666666666667,0.7691490637474088
ArtificialDataset14,1,f_classif,38,104,KNN,0.755,0.6840899279380999
ArtificialDataset14,1,f_classif,39,104,SVM-rbf,0.815,0.7674172469201928
ArtificialDataset14,1,f_classif,39,104,KNN,0.75,0.6792800668998024
ArtificialDataset14,1,f_classif,40,104,SVM-rbf,0.82,0.7735849056603775
ArtificialDataset14,1,f_classif,40,104,KNN,0.7483333333333333,0.6761838805970148
ArtificialDataset14,1,f_classif,41,104,SVM-rbf,0.8216666666666667,0.776265507369314
ArtificialDataset14,1,f_classif,41,104,KNN,0.745,0.6730065837600586
ArtificialDataset14,1,f_classif,42,104,SVM-rbf,0.815,0.7654311384232431
ArtificialDataset14,1,f_classif,42,104,KNN,0.7316666666666667,0.6589361630258022
ArtificialDataset14,1,f_classif,43,104,SVM-rbf,0.8116666666666666,0.7629762032949284
ArtificialDataset14,1,f_classif,43,104,KNN,0.7233333333333334,0.6413294567468537
ArtificialDataset14,1,f_classif,44,104,SVM-rbf,0.8083333333333333,0.7564399844540806
ArtificialDataset14,1,f_classif,44,104,KNN,0.72,0.6382703004445861
ArtificialDataset14,1,f_classif,45,104,SVM-rbf,0.81,0.7581667394151026
ArtificialDataset14,1,f_classif,45,104,KNN,0.7266666666666667,0.651125119537852
ArtificialDataset14,1,f_classif,46,104,SVM-rbf,0.8033333333333333,0.7491133656815174
ArtificialDataset14,1,f_classif,46,104,KNN,0.705,0.6229585798816569
ArtificialDataset14,1,f_classif,47,104,SVM-rbf,0.8083333333333333,0.7553717340865531
ArtificialDataset14,1,f_classif,47,104,KNN,0.715,0.6354488125587012
ArtificialDataset14,1,f_classif,48,104,SVM-rbf,0.8066666666666666,0.7525562372188139
ArtificialDataset14,1,f_classif,48,104,KNN,0.7033333333333334,0.6101596396171971
ArtificialDataset14,1,f_classif,49,104,SVM-rbf,0.8133333333333334,0.7626747720364742
ArtificialDataset14,1,f_classif,49,104,KNN,0.705,0.6136188878854342
ArtificialDataset14,1,f_classif,50,104,SVM-rbf,0.815,0.7644130399871527
ArtificialDataset14,1,f_classif,50,104,KNN,0.7083333333333334,0.6204408244918374
ArtificialDataset14,1,f_classif,51,104,SVM-rbf,0.8116666666666666,0.7588379909812394
ArtificialDataset14,1,f_classif,51,104,KNN,0.7083333333333334,0.6204408244918374
ArtificialDataset14,1,f_classif,52,104,SVM-rbf,0.8083333333333333,0.7542854121969595
ArtificialDataset14,1,f_classif,52,104,KNN,0.7166666666666667,0.6316712350854564
ArtificialDataset14,1,f_classif,53,104,SVM-rbf,0.8083333333333333,0.7531806615776082
ArtificialDataset14,1,f_classif,53,104,KNN,0.7183333333333334,0.6313647888820847
ArtificialDataset14,1,f_classif,54,104,SVM-rbf,0.8083333333333333,0.7531806615776082
ArtificialDataset14,1,f_classif,54,104,KNN,0.73,0.6421496439450485
ArtificialDataset14,1,f_classif,55,104,SVM-rbf,0.81,0.7549189610021939
ArtificialDataset14,1,f_classif,55,104,KNN,0.7283333333333334,0.6405941743066031
ArtificialDataset14,1,f_classif,56,104,SVM-rbf,0.8083333333333333,0.7520571146605259
ArtificialDataset14,1,f_classif,56,104,KNN,0.725,0.6356432527374348
ArtificialDataset14,1,f_classif,57,104,SVM-rbf,0.81,0.7549189610021939
ArtificialDataset14,1,f_classif,57,104,KNN,0.7283333333333334,0.6387422340560416
ArtificialDataset14,1,f_classif,58,104,SVM-rbf,0.8066666666666666,0.7525562372188139
ArtificialDataset14,1,f_classif,58,104,KNN,0.7233333333333334,0.6341012514220705
ArtificialDataset14,1,f_classif,59,104,SVM-rbf,0.805,0.7474380002770937
ArtificialDataset14,1,f_classif,59,104,KNN,0.7183333333333334,0.6313647888820847
ArtificialDataset14,1,f_classif,60,104,SVM-rbf,0.8166666666666667,0.7681680545041636
ArtificialDataset14,1,f_classif,60,104,KNN,0.7266666666666667,0.6408638874937217
ArtificialDataset14,1,f_classif,61,104,SVM-rbf,0.8083333333333333,0.7542854121969595
ArtificialDataset14,1,f_classif,61,104,KNN,0.7316666666666667,0.650779925984851
ArtificialDataset14,1,f_classif,62,104,SVM-rbf,0.8083333333333333,0.7542854121969595
ArtificialDataset14,1,f_classif,62,104,KNN,0.73,0.6492258408969568
ArtificialDataset14,1,f_classif,63,104,SVM-rbf,0.8066666666666666,0.7503201935392061
ArtificialDataset14,1,f_classif,63,104,KNN,0.73,0.6492258408969568
ArtificialDataset14,1,f_classif,64,104,SVM-rbf,0.8066666666666666,0.7514476456942502
ArtificialDataset14,1,f_classif,64,104,KNN,0.74,0.663577548522469
ArtificialDataset14,1,f_classif,65,104,SVM-rbf,0.8066666666666666,0.7514476456942502
ArtificialDataset14,1,f_classif,65,104,KNN,0.74,0.663577548522469
