dataset,fold,method,k,n_available_features,model,acc_test,gps_test
ArtificialDataset18,1,f_classif,1,148,SVM-rbf,0.66,0.252
ArtificialDataset18,1,f_classif,1,148,KNN,0.58,0.47545219638242897
ArtificialDataset18,1,f_classif,2,148,SVM-rbf,0.61,0.16555594528235706
ArtificialDataset18,1,f_classif,2,148,KNN,0.56,0.46153846153846156
ArtificialDataset18,1,f_classif,3,148,SVM-rbf,0.65,0.3002153183635804
ArtificialDataset18,1,f_classif,3,148,KNN,0.54,0.3463157894736842
ArtificialDataset18,1,f_classif,4,148,SVM-rbf,0.67,0.39836734693877557
ArtificialDataset18,1,f_classif,4,148,KNN,0.56,0.44554455445544555
ArtificialDataset18,1,f_classif,5,148,SVM-rbf,0.64,0.29411764705882354
ArtificialDataset18,1,f_classif,5,148,KNN,0.51,0.35509677419354835
ArtificialDataset18,1,f_classif,6,148,SVM-rbf,0.63,0.28824427480916026
ArtificialDataset18,1,f_classif,6,148,KNN,0.6,0.4094488188976378
ArtificialDataset18,1,f_classif,7,148,SVM-rbf,0.62,0.28258221680876977
ArtificialDataset18,1,f_classif,7,148,KNN,0.6,0.4094488188976378
ArtificialDataset18,1,f_classif,8,148,SVM-rbf,0.62,0.32608695652173914
ArtificialDataset18,1,f_classif,8,148,KNN,0.62,0.4688908926961226
ArtificialDataset18,1,f_classif,9,148,SVM-rbf,0.66,0.3908794788273615
ArtificialDataset18,1,f_classif,9,148,KNN,0.64,0.5030198446937015
ArtificialDataset18,1,f_classif,10,148,SVM-rbf,0.65,0.41651705565529623
ArtificialDataset18,1,f_classif,10,148,KNN,0.6,0.45454545454545453
ArtificialDataset18,1,f_classif,11,148,SVM-rbf,0.66,0.4526829268292683
ArtificialDataset18,1,f_classif,11,148,KNN,0.59,0.4475907741493491
ArtificialDataset18,1,f_classif,12,148,SVM-rbf,0.66,0.4526829268292683
ArtificialDataset18,1,f_classif,12,148,KNN,0.6,0.48979591836734687
ArtificialDataset18,1,f_classif,13,148,SVM-rbf,0.64,0.3766233766233767
ArtificialDataset18,1,f_classif,13,148,KNN,0.6,0.4732221246707637
ArtificialDataset18,1,f_classif,14,148,SVM-rbf,0.63,0.43021266194084573
ArtificialDataset18,1,f_classif,14,148,KNN,0.61,0.49714648065948003
ArtificialDataset18,1,f_classif,15,148,SVM-rbf,0.67,0.5076820307281229
ArtificialDataset18,1,f_classif,15,148,KNN,0.58,0.42
ArtificialDataset18,1,f_classif,16,148,SVM-rbf,0.68,0.5160142348754448
ArtificialDataset18,1,f_classif,16,148,KNN,0.56,0.384
ArtificialDataset18,1,f_classif,17,148,SVM-rbf,0.64,0.3766233766233767
ArtificialDataset18,1,f_classif,17,148,KNN,0.62,0.5046257359125316
ArtificialDataset18,1,f_classif,18,148,SVM-rbf,0.65,0.4916201117318436
ArtificialDataset18,1,f_classif,18,148,KNN,0.62,0.5195758564437194
ArtificialDataset18,1,f_classif,19,148,SVM-rbf,0.62,0.44746716697936206
ArtificialDataset18,1,f_classif,19,148,KNN,0.63,0.5272764145203813
ArtificialDataset18,1,f_classif,20,148,SVM-rbf,0.63,0.43021266194084573
ArtificialDataset18,1,f_classif,20,148,KNN,0.6,0.45454545454545453
