fold,model,method,filter_corr,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
1,LogReg,mutual_info,True,5,0.9850746268656716,0.9850731266020002,0.9803921568627451,0.9803613511390417,0.06965174129353234,0.11144278606965173,0.0747927031509121
1,LogReg,f_classif,True,5,0.9800995024875622,0.9800949782762453,0.9803921568627451,0.9803613511390417,0.07462686567164178,0.1054726368159204,0.091044776119403
1,LogReg,rf,True,5,0.9800995024875622,0.9800949782762453,0.9803921568627451,0.9803613511390417,0.07462686567164178,0.1054726368159204,0.091044776119403
1,LogReg,relief,True,5,0.9900497512437811,0.9900435282933907,0.9803921568627451,0.9803613511390417,0.0845771144278607,0.11243781094527362,0.0994195688225539
1,LogReg,xgb,True,5,0.9900497512437811,0.9900435282933907,0.9803921568627451,0.9803613511390417,0.09950248756218906,0.13233830845771144,0.11028192371475952
2,LogReg,mutual_info,True,5,1.0,1.0,0.9803921568627451,0.9803613511390417,0.14427860696517414,0.07661691542288557,0.05679933665008292
2,LogReg,f_classif,True,5,1.0,1.0,0.9803921568627451,0.9803613511390417,0.14427860696517414,0.07661691542288557,0.05679933665008292
2,LogReg,rf,True,5,1.0,1.0,0.9803921568627451,0.9803613511390417,0.14427860696517414,0.07661691542288557,0.05679933665008292
2,LogReg,relief,True,5,1.0,1.0,0.9803921568627451,0.9803613511390417,0.14427860696517414,0.07661691542288557,0.05679933665008292
2,LogReg,xgb,True,5,0.9950248756218906,0.9950228946844516,0.9803921568627451,0.9803613511390417,0.1044776119402985,0.09850746268656715,0.0775290215588723
3,LogReg,mutual_info,True,5,0.9900990099009901,0.9900901793677533,1.0,1.0,0.10396039603960396,0.09603960396039603,0.07623762376237624
3,LogReg,f_classif,True,5,0.9900990099009901,0.9900901793677533,1.0,1.0,0.10396039603960396,0.09603960396039603,0.07623762376237624
3,LogReg,rf,True,5,0.9900990099009901,0.9900901793677533,1.0,1.0,0.10396039603960396,0.09603960396039603,0.07623762376237624
3,LogReg,relief,True,5,0.9900990099009901,0.9900901793677533,1.0,1.0,0.10396039603960396,0.09603960396039603,0.07623762376237624
3,LogReg,xgb,True,5,0.9900990099009901,0.9900901793677533,1.0,1.0,0.07425742574257425,0.12673267326732673,0.1042904290429043
4,LogReg,mutual_info,True,5,0.9851485148514851,0.9851392726458068,0.98,0.9799918334013884,0.0891089108910891,0.09207920792079209,0.09282178217821782
4,LogReg,f_classif,True,5,0.9851485148514851,0.9851392726458068,0.98,0.9799918334013884,0.0891089108910891,0.09207920792079209,0.09282178217821782
4,LogReg,rf,True,5,0.9851485148514851,0.9851392726458068,0.98,0.9799918334013884,0.10891089108910891,0.0891089108910891,0.07887788778877888
4,LogReg,relief,True,5,0.9851485148514851,0.9851392726458068,0.98,0.9799918334013884,0.0891089108910891,0.09207920792079209,0.09282178217821782
4,LogReg,xgb,True,5,0.9851485148514851,0.985130389299858,0.98,0.9799918334013884,0.1485148514851485,0.11287128712871286,0.10437293729372937
5,LogReg,mutual_info,True,5,0.9851485148514851,0.9851451889820597,1.0,1.0,0.04950495049504951,0.07821782178217822,0.07425742574257425
5,LogReg,f_classif,True,5,0.9851485148514851,0.9851451889820597,0.98,0.9799918334013884,0.06930693069306931,0.07623762376237624,0.07623762376237624
5,LogReg,rf,True,5,0.9851485148514851,0.9851451889820597,0.98,0.9799918334013884,0.06930693069306931,0.07623762376237624,0.07623762376237624
5,LogReg,relief,True,5,0.9851485148514851,0.9851451889820597,0.98,0.9799918334013884,0.06930693069306931,0.07623762376237624,0.07623762376237624
5,LogReg,xgb,True,5,0.995049504950495,0.995048407360875,1.0,1.0,0.1782178217821782,0.08316831683168317,0.08415841584158416
1,SVM-linear,mutual_info,True,5,0.9950248756218906,0.9950243805353766,0.9803921568627451,0.9803613511390417,0.06965174129353234,0.11144278606965173,0.0747927031509121
1,SVM-linear,f_classif,True,5,0.9950248756218906,0.9950243805353766,0.9803921568627451,0.9803613511390417,0.07462686567164178,0.1054726368159204,0.091044776119403
