fold,model,measure,corr_type,n_features,features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility,corr_th
1,SVM-rbf,ALL,none,14,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14']",0.9148550724637681,0.9142320270294686,0.8478260869565217,0.8456755228942907,0.1818840579710145,0.18956823671497586,0.13405797101449277,,,,0.7
1,KNN,ALL,none,14,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14']",0.8967391304347826,0.8953135029441338,0.8188405797101449,0.8124792565549286,0.1818840579710145,0.18956823671497586,0.13405797101449277,,,,0.7
1,SVM-rbf,kDN,pearson,14,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14']",0.9148550724637681,0.9142320270294686,0.8478260869565217,0.8456755228942907,,,,0.1818840579710145,0.18956823671497586,0.13405797101449277,0.7
1,KNN,kDN,pearson,14,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14']",0.8967391304347826,0.8953135029441338,0.8188405797101449,0.8124792565549286,,,,0.1818840579710145,0.18956823671497586,0.13405797101449277,0.7
1,SVM-rbf,kDN,spearman,13,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A11', 'A12', 'A13', 'A14']",0.9184782608695652,0.9178840983447248,0.8478260869565217,0.8456755228942907,,,,0.18369565217391307,0.18066123188405797,0.13949275362318841,0.7
1,KNN,kDN,spearman,13,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A11', 'A12', 'A13', 'A14']",0.9021739130434783,0.9008757961783439,0.8188405797101449,0.8124792565549286,,,,0.18369565217391307,0.18066123188405797,0.13949275362318841,0.7
1,SVM-rbf,N1,pearson,11,"['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A13', 'A14']",0.8985507246376812,0.8972887422899994,0.8478260869565217,0.8443458980044345,,,,0.19891304347826086,0.19186507936507935,0.11775362318840579,0.7
1,KNN,N1,pearson,11,"['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A13', 'A14']",0.8894927536231884,0.8879544799877296,0.8333333333333334,0.8265004919645785,,,,0.19891304347826086,0.19186507936507935,0.11775362318840579,0.7
1,SVM-rbf,N1,spearman,11,"['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A13', 'A14']",0.8985507246376812,0.8972887422899994,0.8478260869565217,0.8443458980044345,,,,0.19891304347826086,0.19186507936507935,0.11775362318840579,0.7
1,KNN,N1,spearman,11,"['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A13', 'A14']",0.8894927536231884,0.8879544799877296,0.8333333333333334,0.8265004919645785,,,,0.19891304347826086,0.19186507936507935,0.11775362318840579,0.7
1,SVM-rbf,Hostility,pearson,12,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A12', 'A13', 'A14']",0.9112318840579711,0.9103246533525924,0.855072463768116,0.8533068125310791,,,,0.1851449275362319,0.18397170462387852,0.125,0.7
1,KNN,Hostility,pearson,12,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A12', 'A13', 'A14']",0.9039855072463768,0.9022967486432669,0.8478260869565217,0.8450526581320553,,,,0.1851449275362319,0.18397170462387852,0.125,0.7
