fold,model,measure,corr_type,n_features,features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility,corr_th
1,SVM-rbf,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,0.26767504269333986,0.2557434643370238,0.1995608685045133,,,,0.7
1,KNN,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,0.26767504269333986,0.2557434643370238,0.1995608685045133,,,,0.7
1,SVM-rbf,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,KNN,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,SVM-rbf,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,KNN,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,SVM-rbf,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,KNN,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,SVM-rbf,N1,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,KNN,N1,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,SVM-rbf,Hostility,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,KNN,Hostility,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,SVM-rbf,Hostility,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
1,KNN,Hostility,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133,0.7
2,SVM-rbf,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9534032690900219,0.9533461855687112,0.9239024390243903,0.9236468732492201,0.2648938765552574,0.2559845483729358,0.19858502073676507,,,,0.7
2,KNN,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8843620395218346,0.8837704834863782,0.824390243902439,0.8229130282920015,0.2648938765552574,0.2559845483729358,0.19858502073676507,,,,0.7
2,SVM-rbf,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9534032690900219,0.9533461855687112,0.9239024390243903,0.9236468732492201,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,KNN,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8843620395218346,0.8837704834863782,0.824390243902439,0.8229130282920015,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,SVM-rbf,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9534032690900219,0.9533461855687112,0.9239024390243903,0.9236468732492201,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,KNN,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8843620395218346,0.8837704834863782,0.824390243902439,0.8229130282920015,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,SVM-rbf,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9534032690900219,0.9533461855687112,0.9239024390243903,0.9236468732492201,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,KNN,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8843620395218346,0.8837704834863782,0.824390243902439,0.8229130282920015,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,SVM-rbf,N1,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9534032690900219,0.9533461855687112,0.9239024390243903,0.9236468732492201,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,KNN,N1,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8843620395218346,0.8837704834863782,0.824390243902439,0.8229130282920015,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,SVM-rbf,Hostility,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9534032690900219,0.9533461855687112,0.9239024390243903,0.9236468732492201,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,KNN,Hostility,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8843620395218346,0.8837704834863782,0.824390243902439,0.8229130282920015,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,SVM-rbf,Hostility,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9534032690900219,0.9533461855687112,0.9239024390243903,0.9236468732492201,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
2,KNN,Hostility,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8843620395218346,0.8837704834863782,0.824390243902439,0.8229130282920015,,,,0.2648938765552574,0.2559845483729358,0.19858502073676507,0.7
3,SVM-rbf,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9509636496706514,0.950886914999607,0.9219512195121952,0.921815534301883,0.270065869724323,0.2481216074592508,0.1919980483044645,,,,0.7
3,KNN,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8887533544767017,0.888251353327984,0.8117073170731708,0.8102835538752363,0.270065869724323,0.2481216074592508,0.1919980483044645,,,,0.7
3,SVM-rbf,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9509636496706514,0.950886914999607,0.9219512195121952,0.921815534301883,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,KNN,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8887533544767017,0.888251353327984,0.8117073170731708,0.8102835538752363,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,SVM-rbf,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9509636496706514,0.950886914999607,0.9219512195121952,0.921815534301883,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,KNN,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8887533544767017,0.888251353327984,0.8117073170731708,0.8102835538752363,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,SVM-rbf,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9509636496706514,0.950886914999607,0.9219512195121952,0.921815534301883,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,KNN,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8887533544767017,0.888251353327984,0.8117073170731708,0.8102835538752363,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,SVM-rbf,N1,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9509636496706514,0.950886914999607,0.9219512195121952,0.921815534301883,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,KNN,N1,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8887533544767017,0.888251353327984,0.8117073170731708,0.8102835538752363,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,SVM-rbf,Hostility,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9509636496706514,0.950886914999607,0.9219512195121952,0.921815534301883,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,KNN,Hostility,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8887533544767017,0.888251353327984,0.8117073170731708,0.8102835538752363,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,SVM-rbf,Hostility,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9509636496706514,0.950886914999607,0.9219512195121952,0.921815534301883,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
3,KNN,Hostility,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8887533544767017,0.888251353327984,0.8117073170731708,0.8102835538752363,,,,0.270065869724323,0.2481216074592508,0.1919980483044645,0.7
4,SVM-rbf,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9531593071480849,0.9531027280720445,0.9258536585365854,0.9257124493756154,0.26884606001463773,0.24782448989572675,0.20102464015613564,,,,0.7
4,KNN,ALL,none,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8892412783605758,0.8887102690152491,0.833170731707317,0.8320625961677789,0.26884606001463773,0.24782448989572675,0.20102464015613564,,,,0.7
4,SVM-rbf,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9531593071480849,0.9531027280720445,0.9258536585365854,0.9257124493756154,,,,0.26884606001463773,0.24782448989572675,0.20102464015613564,0.7
4,KNN,kDN,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8892412783605758,0.8887102690152491,0.833170731707317,0.8320625961677789,,,,0.26884606001463773,0.24782448989572675,0.20102464015613564,0.7
4,SVM-rbf,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9531593071480849,0.9531027280720445,0.9258536585365854,0.9257124493756154,,,,0.26884606001463773,0.24782448989572675,0.20102464015613564,0.7
4,KNN,kDN,spearman,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8892412783605758,0.8887102690152491,0.833170731707317,0.8320625961677789,,,,0.26884606001463773,0.24782448989572675,0.20102464015613564,0.7
4,SVM-rbf,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.9531593071480849,0.9531027280720445,0.9258536585365854,0.9257124493756154,,,,0.26884606001463773,0.24782448989572675,0.20102464015613564,0.7
4,KNN,N1,pearson,20,"['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20']",0.8892412783605758,0.8887102690152491,0.833170731707317,0.8320625961677789,,,,0.26884606001463773,0.24782448989572675,0.20102464015613564,0.7
