fold,model,measure,corr_type,n_features,features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility,corr_th
1,SVM-rbf,ALL,none,18,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f13', 'f14', 'f15', 'f16', 'f17']",0.98,0.9799994897829026,0.965,0.9649918374750589,0.1275,0.09653472222222222,0.0925,,,,0.65
1,KNN,ALL,none,18,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f13', 'f14', 'f15', 'f16', 'f17']",0.96375,0.963748530663532,0.92,0.919965202261853,0.1275,0.09653472222222222,0.0925,,,,0.65
1,SVM-rbf,kDN,pearson,17,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f14', 'f15', 'f16', 'f17']",0.98125,0.9812497312859579,0.965,0.9649918374750589,,,,0.125,0.09626041666666665,0.09,0.65
1,KNN,kDN,pearson,17,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f14', 'f15', 'f16', 'f17']",0.97,0.9699982602083883,0.925,0.924997972918187,,,,0.125,0.09626041666666665,0.09,0.65
1,SVM-rbf,kDN,spearman,17,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f14', 'f15', 'f16', 'f17']",0.98125,0.9812497312859579,0.965,0.9649918374750589,,,,0.125,0.09626041666666665,0.09,0.65
1,KNN,kDN,spearman,17,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f14', 'f15', 'f16', 'f17']",0.97,0.9699982602083883,0.925,0.924997972918187,,,,0.125,0.09626041666666665,0.09,0.65
1,SVM-rbf,N1,pearson,18,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f13', 'f14', 'f15', 'f16', 'f17']",0.98,0.9799994897829026,0.965,0.9649918374750589,,,,0.1275,0.09653472222222222,0.0925,0.65
1,KNN,N1,pearson,18,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f13', 'f14', 'f15', 'f16', 'f17']",0.96375,0.963748530663532,0.92,0.919965202261853,,,,0.1275,0.09653472222222222,0.0925,0.65
1,SVM-rbf,N1,spearman,18,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f13', 'f14', 'f15', 'f16', 'f17']",0.98,0.9799994897829026,0.965,0.9649918374750589,,,,0.1275,0.09653472222222222,0.0925,0.65
1,KNN,N1,spearman,18,"['f0', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12', 'f13', 'f14', 'f15', 'f16', 'f17']",0.96375,0.963748530663532,0.92,0.919965202261853,,,,0.1275,0.09653472222222222,0.0925,0.65
