dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset20c,informative+redundant,KNN,0,45,0.895,0.8692248817144448,0.9,0.8756218905472636,0.1625,0.2335,0.2225314060939061
ArtificialDataset20c,informative+redundant,KNN,1,45,0.8975,0.8712912844638375,0.84,0.7974683544303797,0.15,0.21350000000000002,0.19503670634920633
ArtificialDataset20c,informative+redundant,KNN,2,45,0.915,0.8964346349745331,0.85,0.7973295183595612,0.1375,0.2125,0.17845238095238095
ArtificialDataset20c,informative+redundant,KNN,3,45,0.89,0.8619911894273127,0.81,0.738754031573587,0.1625,0.218,0.2187926587301587
ArtificialDataset20c,informative+redundant,KNN,4,45,0.9125,0.8924436960639865,0.83,0.7751394422310756,0.1375,0.21350000000000002,0.1670362762237762
ArtificialDataset20c,informative+redundant_nonLinear,SVM-rbf,0,45,0.95,0.9410377358490567,0.95,0.9415816012790555,0.1775,0.239,0.21491468253968254
ArtificialDataset20c,informative+redundant_nonLinear,SVM-rbf,1,45,0.9625,0.9557779632593364,0.86,0.8238736102984202,0.1675,0.22949999999999998,0.2019047619047619
ArtificialDataset20c,informative+redundant_nonLinear,SVM-rbf,2,45,0.96,0.9531350114416476,0.87,0.8305617977528089,0.1625,0.218,0.17271067821067818
ArtificialDataset20c,informative+redundant_nonLinear,SVM-rbf,3,45,0.9425,0.9316032340761191,0.9,0.8756218905472636,0.17,0.2365,0.19705167748917748
ArtificialDataset20c,informative+redundant_nonLinear,SVM-rbf,4,45,0.9575,0.9505209322826029,0.86,0.8238736102984202,0.17,0.22650000000000003,0.19258955627705623
ArtificialDataset20c,informative+redundant_nonLinear,KNN,0,45,0.875,0.8394848840622248,0.89,0.8643856489818534,0.1775,0.239,0.21491468253968254
ArtificialDataset20c,informative+redundant_nonLinear,KNN,1,45,0.8825,0.8499570427311779,0.83,0.7683467410934166,0.1675,0.22949999999999998,0.2019047619047619
ArtificialDataset20c,informative+redundant_nonLinear,KNN,2,45,0.8875,0.8574564338678159,0.83,0.7683467410934166,0.1625,0.218,0.17271067821067818
ArtificialDataset20c,informative+redundant_nonLinear,KNN,3,45,0.8825,0.8499570427311779,0.85,0.8082995038340098,0.17,0.2365,0.19705167748917748
ArtificialDataset20c,informative+redundant_nonLinear,KNN,4,45,0.885,0.8537242643095828,0.81,0.7299526232672399,0.17,0.22650000000000003,0.19258955627705623
ArtificialDataset20c,informative+noise,SVM-rbf,0,45,0.9625,0.9563792100671494,0.89,0.8611544461778472,0.2475,0.273,0.22975206043956042
ArtificialDataset20c,informative+noise,SVM-rbf,1,45,0.97,0.9650702196615053,0.85,0.8030888030888031,0.1775,0.254,0.23402380952380955
ArtificialDataset20c,informative+noise,SVM-rbf,2,45,0.97,0.9649133383571966,0.86,0.8143121529919803,0.1775,0.251,0.21532088744588745
ArtificialDataset20c,informative+noise,SVM-rbf,3,45,0.96,0.9529180971064247,0.81,0.738754031573587,0.155,0.24450000000000002,0.22372520739064852
ArtificialDataset20c,informative+noise,SVM-rbf,4,45,0.97,0.9652236264228735,0.84,0.7861234882240611,0.19,0.2395,0.19856426212676212
ArtificialDataset20c,informative+noise,KNN,0,45,0.865,0.8271984018349302,0.87,0.8305617977528089,0.2475,0.273,0.22975206043956042
ArtificialDataset20c,informative+noise,KNN,1,45,0.865,0.822523652114442,0.82,0.764367816091954,0.1775,0.254,0.23402380952380955
ArtificialDataset20c,informative+noise,KNN,2,45,0.87,0.8349146110056926,0.81,0.738754031573587,0.1775,0.251,0.21532088744588745
ArtificialDataset20c,informative+noise,KNN,3,45,0.8625,0.8232828870779976,0.83,0.7683467410934166,0.155,0.24450000000000002,0.22372520739064852
ArtificialDataset20c,informative+noise,KNN,4,45,0.88,0.8490080428954425,0.76,0.6274509803921569,0.19,0.2395,0.19856426212676212
ArtificialDataset20c,informative+rand_extra,SVM-rbf,0,33,0.96,0.9531350114416476,0.95,0.9415816012790555,0.1525,0.20550000000000002,0.21699828643578642
ArtificialDataset20c,informative+rand_extra,SVM-rbf,1,33,0.9625,0.9563792100671494,0.88,0.8533333333333333,0.12,0.1955,0.18539908008658007
ArtificialDataset20c,informative+rand_extra,SVM-rbf,2,33,0.9675,0.9623920762474304,0.9,0.8756218905472636,0.1025,0.18950000000000003,0.16087003968253966
ArtificialDataset20c,informative+rand_extra,SVM-rbf,3,33,0.9475,0.9379129580079725,0.91,0.8919382504288165,0.125,0.18950000000000003,0.17864606227106228
ArtificialDataset20c,informative+rand_extra,SVM-rbf,4,33,0.965,0.9593940669051126,0.91,0.8896077638495754,0.125,0.1965,0.17385326479076477
ArtificialDataset20c,informative+rand_extra,KNN,0,33,0.92,0.902642283144284,0.93,0.91631315079059,0.1525,0.20550000000000002,0.21699828643578642
ArtificialDataset20c,informative+rand_extra,KNN,1,33,0.905,0.881311475409836,0.85,0.8082995038340098,0.12,0.1955,0.18539908008658007
ArtificialDataset20c,informative+rand_extra,KNN,2,33,0.925,0.9093137254901961,0.84,0.7861234882240613,0.1025,0.18950000000000003,0.16087003968253966
ArtificialDataset20c,informative+rand_extra,KNN,3,33,0.9,0.8763354058603277,0.87,0.8388659353184215,0.125,0.18950000000000003,0.17864606227106228
ArtificialDataset20c,informative+rand_extra,KNN,4,33,0.91,0.8896077638495755,0.84,0.792079207920792,0.125,0.1965,0.17385326479076477
