dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset12,all,SVM-rbf,0,115,0.8995833333333333,0.8955182521120989,0.8733333333333333,0.8676697325748313,0.17166666666666666,0.2643333333333333,0.2543056242844846
ArtificialDataset12,all,SVM-rbf,1,115,0.90125,0.8970347355192009,0.885,0.8807133950402245,0.18666666666666668,0.26166666666666666,0.23872571181148
ArtificialDataset12,all,SVM-rbf,2,115,0.9020833333333333,0.8980941589741134,0.865,0.8581062608220177,0.17208333333333334,0.2685,0.24439955238117003
ArtificialDataset12,all,SVM-rbf,3,115,0.9029166666666667,0.8990378107059182,0.85,0.8420639726932393,0.16333333333333333,0.2608333333333333,0.24638368892137275
ArtificialDataset12,all,SVM-rbf,4,115,0.9004166666666666,0.896463477585386,0.8783333333333333,0.8717936754967992,0.17041666666666666,0.26675000000000004,0.2562128404003404
ArtificialDataset12,all,KNN,0,115,0.8704166666666666,0.8651377074246821,0.8266666666666667,0.817541278173149,0.17166666666666666,0.2643333333333333,0.2543056242844846
ArtificialDataset12,all,KNN,1,115,0.8691666666666666,0.8638036922073732,0.845,0.8393990278993566,0.18666666666666668,0.26166666666666666,0.23872571181148
ArtificialDataset12,all,KNN,2,115,0.86375,0.8583630294767525,0.8383333333333334,0.8311911179077677,0.17208333333333334,0.2685,0.24439955238117003
ArtificialDataset12,all,KNN,3,115,0.8770833333333333,0.8721155594675263,0.8033333333333333,0.7953835748514196,0.16333333333333333,0.2608333333333333,0.24638368892137275
ArtificialDataset12,all,KNN,4,115,0.8658333333333333,0.8598344783436774,0.82,0.8097693001675473,0.17041666666666666,0.26675000000000004,0.2562128404003404
ArtificialDataset12,informative,SVM-rbf,0,25,0.89375,0.8895390741578081,0.8866666666666667,0.8818565400843883,0.14458333333333334,0.23483333333333328,0.21139597323972326
ArtificialDataset12,informative,SVM-rbf,1,25,0.8929166666666667,0.88846658489252,0.8916666666666667,0.887963890705594,0.14666666666666667,0.23525000000000001,0.213350965007215
ArtificialDataset12,informative,SVM-rbf,2,25,0.89875,0.8947604391562298,0.8833333333333333,0.8783622509868723,0.135,0.23408333333333337,0.21916155603655607
ArtificialDataset12,informative,SVM-rbf,3,25,0.8979166666666667,0.8939280794307364,0.8633333333333333,0.857369276436851,0.13458333333333333,0.23258333333333336,0.21357427179302177
ArtificialDataset12,informative,SVM-rbf,4,25,0.89125,0.8869678985260326,0.9,0.8953488372093024,0.14916666666666667,0.24108333333333334,0.22153295662670663
ArtificialDataset12,informative,KNN,0,25,0.8833333333333333,0.8784527128633723,0.87,0.86395167003034,0.14458333333333334,0.23483333333333328,0.21139597323972326
ArtificialDataset12,informative,KNN,1,25,0.8829166666666667,0.878038769005524,0.88,0.8755874383107959,0.14666666666666667,0.23525000000000001,0.213350965007215
ArtificialDataset12,informative,KNN,2,25,0.8858333333333334,0.8811151247984653,0.855,0.8477583836757527,0.135,0.23408333333333337,0.21916155603655607
ArtificialDataset12,informative,KNN,3,25,0.8945833333333333,0.8904094803019278,0.845,0.8379551507861501,0.13458333333333333,0.23258333333333336,0.21357427179302177
ArtificialDataset12,informative,KNN,4,25,0.8866666666666667,0.8821164041853629,0.865,0.8578683120615331,0.14916666666666667,0.24108333333333334,0.22153295662670663
ArtificialDataset12,informative+redundant,SVM-rbf,0,55,0.8941666666666667,0.8898752569854794,0.8816666666666667,0.8768876258280642,0.15916666666666668,0.24608333333333335,0.2329381914381914
ArtificialDataset12,informative+redundant,SVM-rbf,1,55,0.8891666666666667,0.8844334379242303,0.8916666666666667,0.887963890705594,0.15583333333333332,0.2464166666666667,0.21243214886964887
ArtificialDataset12,informative+redundant,SVM-rbf,2,55,0.895,0.8907859194509434,0.88,0.8746769344374704,0.14833333333333334,0.24791666666666667,0.2240588289025789
ArtificialDataset12,informative+redundant,SVM-rbf,3,55,0.89875,0.8947604391562298,0.865,0.859012324976943,0.14916666666666667,0.24241666666666664,0.21770093795093795
ArtificialDataset12,informative+redundant,SVM-rbf,4,55,0.8933333333333333,0.8890440545626122,0.8933333333333333,0.8879774282877894,0.14625,0.24808333333333332,0.23588266064001354
ArtificialDataset12,informative+redundant,KNN,0,55,0.88375,0.8786851826377817,0.87,0.8643722268857177,0.15916666666666668,0.24608333333333335,0.2329381914381914
ArtificialDataset12,informative+redundant,KNN,1,55,0.8883333333333333,0.883689269161746,0.8633333333333333,0.8584057816416877,0.15583333333333332,0.2464166666666667,0.21243214886964887
ArtificialDataset12,informative+redundant,KNN,2,55,0.8833333333333333,0.8782708555491756,0.8433333333333334,0.8363270980440737,0.14833333333333334,0.24791666666666667,0.2240588289025789
ArtificialDataset12,informative+redundant,KNN,3,55,0.8920833333333333,0.8876764073238549,0.8433333333333334,0.8355325034578146,0.14916666666666667,0.24241666666666664,0.21770093795093795
ArtificialDataset12,informative+redundant,KNN,4,55,0.885,0.8803737768505187,0.8533333333333334,0.8463699723127703,0.14625,0.24808333333333332,0.23588266064001354
ArtificialDataset12,informative+redundant_nonLinear,SVM-rbf,0,55,0.8925,0.8880509576023156,0.875,0.8697188574302438,0.15583333333333332,0.2520833333333333,0.23913767135642133
ArtificialDataset12,informative+redundant_nonLinear,SVM-rbf,1,55,0.8916666666666667,0.8870956221347776,0.8816666666666667,0.8774084047327622,0.15333333333333332,0.2530833333333333,0.23383362123987125
ArtificialDataset12,informative+redundant_nonLinear,SVM-rbf,2,55,0.895,0.8907068871524623,0.8733333333333333,0.8674636243826462,0.1525,0.25775000000000003,0.23155453805453807
ArtificialDataset12,informative+redundant_nonLinear,SVM-rbf,3,55,0.8958333333333334,0.8916567427602515,0.86,0.8531707317073169,0.15083333333333335,0.2505833333333334,0.2270498587061087
ArtificialDataset12,informative+redundant_nonLinear,SVM-rbf,4,55,0.8883333333333333,0.8839005526029395,0.8966666666666666,0.8916717546343808,0.16333333333333333,0.25566666666666665,0.24468052549302552
ArtificialDataset12,informative+redundant_nonLinear,KNN,0,55,0.88125,0.8763386009229036,0.8383333333333334,0.8298014099786865,0.15583333333333332,0.2520833333333333,0.23913767135642133
ArtificialDataset12,informative+redundant_nonLinear,KNN,1,55,0.8791666666666667,0.8740398082786662,0.8566666666666667,0.8514570675842787,0.15333333333333332,0.2530833333333333,0.23383362123987125
ArtificialDataset12,informative+redundant_nonLinear,KNN,2,55,0.88375,0.8787309269242758,0.8383333333333334,0.8300906466452385,0.1525,0.25775000000000003,0.23155453805453807
ArtificialDataset12,informative+redundant_nonLinear,KNN,3,55,0.88,0.8748196144255774,0.8333333333333334,0.8257864001895444,0.15083333333333335,0.2505833333333334,0.2270498587061087
ArtificialDataset12,informative+redundant_nonLinear,KNN,4,55,0.8775,0.8723873121869783,0.83,0.8194728761514841,0.16333333333333333,0.25566666666666665,0.24468052549302552
ArtificialDataset12,informative+noise,SVM-rbf,0,55,0.91125,0.9074709733830895,0.86,0.8526836695850779,0.22416666666666665,0.313,0.2992247451622452
ArtificialDataset12,informative+noise,SVM-rbf,1,55,0.9125,0.9087627442515966,0.8716666666666667,0.8656016072674119,0.21375,0.3101666666666667,0.28718336334145156
ArtificialDataset12,informative+noise,SVM-rbf,2,55,0.9141666666666667,0.9105403712791132,0.8633333333333333,0.855976454951106,0.21541666666666667,0.31075,0.2943266963286628
ArtificialDataset12,informative+noise,SVM-rbf,3,55,0.9133333333333333,0.9097341614670733,0.8483333333333334,0.8395928784903675,0.20208333333333334,0.30875,0.29946735549130094
ArtificialDataset12,informative+noise,SVM-rbf,4,55,0.9145833333333333,0.9110249917001477,0.8666666666666667,0.858780077127804,0.23,0.3115,0.29210471529531123
ArtificialDataset12,informative+noise,KNN,0,55,0.85,0.8423968046724711,0.79,0.7767327102803738,0.22416666666666665,0.313,0.2992247451622452
ArtificialDataset12,informative+noise,KNN,1,55,0.8475,0.8401425490302182,0.795,0.7847022688992371,0.21375,0.3101666666666667,0.28718336334145156
ArtificialDataset12,informative+noise,KNN,2,55,0.85625,0.8486710006486672,0.8016666666666666,0.7914327045354342,0.21541666666666667,0.31075,0.2943266963286628
ArtificialDataset12,informative+noise,KNN,3,55,0.8570833333333333,0.8504186808156904,0.7683333333333333,0.7530093779269886,0.20208333333333334,0.30875,0.29946735549130094
ArtificialDataset12,informative+noise,KNN,4,55,0.8566666666666667,0.8487568044725615,0.7883333333333333,0.7728704358380061,0.23,0.3115,0.29210471529531123
ArtificialDataset12,informative+rand_extra,SVM-rbf,0,28,0.895,0.8908641334108629,0.8833333333333333,0.8785422450369285,0.145,0.23608333333333334,0.21458345242720242
ArtificialDataset12,informative+rand_extra,SVM-rbf,1,28,0.8945833333333333,0.8901707012551117,0.8916666666666667,0.8878135333494637,0.13708333333333333,0.24141666666666667,0.22089188936063933
ArtificialDataset12,informative+rand_extra,SVM-rbf,2,28,0.89625,0.8921500775953045,0.8816666666666667,0.8765217391304347,0.135,0.23925000000000002,0.2141757756132756
ArtificialDataset12,informative+rand_extra,SVM-rbf,3,28,0.8991666666666667,0.8952880043052872,0.8633333333333333,0.8571486224709427,0.15583333333333332,0.23791666666666667,0.22203378450253447
ArtificialDataset12,informative+rand_extra,SVM-rbf,4,28,0.8929166666666667,0.8886286127386797,0.895,0.8900015931902496,0.14625,0.24425000000000002,0.2214134349446849
ArtificialDataset12,informative+rand_extra,KNN,0,28,0.885,0.8803737768505185,0.87,0.8641640866873065,0.145,0.23608333333333334,0.21458345242720242
ArtificialDataset12,informative+rand_extra,KNN,1,28,0.88125,0.8759664799296262,0.875,0.8708165053034951,0.13708333333333333,0.24141666666666667,0.22089188936063933
ArtificialDataset12,informative+rand_extra,KNN,2,28,0.8879166666666667,0.8833172291396413,0.8483333333333334,0.8404284272283487,0.135,0.23925000000000002,0.2141757756132756
