dataset,subset,model,n_features,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,kDN_mean,kDN_std,N1_mean,N1_std
ArtificialDataset14,all,KNN,140,0.8470000000000001,0.007467522272406609,0.7766666666666666,0.011055415967851343,0.8114501538920441,0.010621900361677525,0.7111395966509264,0.016231826921198362,0.20825,0.012874258338940459,0.3090833333333333,0.005070680975525438,0.2839251565426324,0.004763078538707585
ArtificialDataset14,all,SVM-rbf,140,0.9176666666666666,0.0016029486718059417,0.8293333333333333,0.007691987172809578,0.9029042886636718,0.002010071698484929,0.7850672997476783,0.011000041103781024,0.20825,0.012874258338940459,0.3090833333333333,0.005070680975525438,0.2839251565426324,0.004763078538707585
ArtificialDataset14,informative,KNN,30,0.87675,0.004853764289474502,0.8323333333333334,0.007031674369909653,0.8541827508349078,0.006600754680881997,0.7957205537277346,0.007208360816191206,0.1700833333333333,0.006048128728053915,0.28003333333333336,0.003698066311526135,0.24989532672815376,0.005595510839235577
ArtificialDataset14,informative,SVM-rbf,30,0.9047499999999999,0.0025954019170662036,0.8709999999999999,0.010041580220928051,0.8877162602881186,0.0032813832812509203,0.8455820756366975,0.013810637353954406,0.1700833333333333,0.006048128728053915,0.28003333333333336,0.003698066311526135,0.24989532672815376,0.005595510839235577
ArtificialDataset14,informative+noise,KNN,70,0.8101666666666667,0.007087008850315096,0.7203333333333333,0.012438738771363545,0.7563818062233878,0.013072571359855354,0.6063692744269881,0.02606254980003046,0.2719166666666667,0.006364233828374193,0.36450000000000005,0.0034465159541516937,0.34182858673391914,0.004128501719915996
ArtificialDataset14,informative+noise,SVM-rbf,70,0.9229166666666666,0.0021040635288254532,0.79,0.01513825177048748,0.9088178002728196,0.0025301569521976406,0.7141182328736003,0.03307961905721495,0.2719166666666667,0.006364233828374193,0.36450000000000005,0.0034465159541516937,0.34182858673391914,0.004128501719915996
ArtificialDataset14,informative+rand_extra,KNN,33,0.8739166666666666,0.003870741387497894,0.828,0.008771798244627243,0.8496415111168117,0.005177775400157509,0.7881380263006571,0.013329319171846701,0.17691666666666667,0.007947309118325661,0.28455,0.0017246175099295516,0.2490717489786472,0.0041785963125337555
ArtificialDataset14,informative+rand_extra,SVM-rbf,33,0.9032500000000001,0.002558346905501453,0.8699999999999999,0.007168604389202211,0.8857307705446569,0.003203878699724903,0.843861379840618,0.009421496337406255,0.17691666666666667,0.007947309118325661,0.28455,0.0017246175099295516,0.2490717489786472,0.0041785963125337555
ArtificialDataset14,informative+redundant,KNN,60,0.8768333333333332,0.0036395779669870444,0.8173333333333334,0.012505554321536064,0.8541104213565435,0.004484975417159801,0.7763334398637322,0.01965019746136721,0.1855,0.012587885490069855,0.29241666666666666,0.0037155828016013346,0.2606578624534507,0.005978684725786828
ArtificialDataset14,informative+redundant,SVM-rbf,60,0.9016666666666666,0.0018399501804849902,0.8646666666666667,0.006603870918719647,0.8840407209748731,0.002400732304131935,0.8371535171442763,0.00854438354286539,0.1855,0.012587885490069855,0.29241666666666666,0.0037155828016013346,0.2606578624534507,0.005978684725786828
ArtificialDataset14,informative+redundant_nonLinear,KNN,70,0.8740833333333333,0.0025752561900604593,0.8153333333333332,0.007582875444051557,0.8508843831311216,0.003925168164846749,0.7754694362244295,0.011479402355089237,0.19516666666666665,0.009676180662959026,0.29861666666666664,0.002909873040376706,0.2744113672150147,0.006269860702752413
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,70,0.9014166666666666,0.00187731338767813,0.8546666666666667,0.008027729719194864,0.883255426147888,0.0024756103883206045,0.8239499986908813,0.011257584034396181,0.19516666666666665,0.009676180662959026,0.29861666666666664,0.002909873040376706,0.2744113672150147,0.006269860702752413
