dataset,subset,model,n_features,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,kDN_mean,kDN_std,N1_mean,N1_std
ArtificialDataset20c,all,KNN,75,0.8714999999999999,0.011263880326068742,0.8,0.043588989435406775,0.8337663790005532,0.017151711104860915,0.7125224462861993,0.08082116065593642,0.20299999999999999,0.025458299236201937,0.2531,0.007797435475847156,0.22929109432234435,0.013775981870896967
ArtificialDataset20c,all,SVM-rbf,75,0.966,0.011937336386313318,0.842,0.03834057902536159,0.9600426907267282,0.01446990188518986,0.7885163097834987,0.05784530442876439,0.20299999999999999,0.025458299236201937,0.2531,0.007797435475847156,0.22929109432234435,0.013775981870896967
ArtificialDataset20c,informative,KNN,30,0.909,0.006274950199005558,0.86,0.03741657386773943,0.8876536147301669,0.008774859990371118,0.8152844855955808,0.06117735379106923,0.1305,0.012673791855636567,0.1947,0.009304568770233241,0.1761226606726607,0.011098922659923767
ArtificialDataset20c,informative,SVM-rbf,30,0.9625,0.006373774391991012,0.914,0.033615472627943205,0.9564428408631661,0.00772993505901101,0.8959937603870376,0.04294813621331484,0.1305,0.012673791855636567,0.1947,0.009304568770233241,0.1761226606726607,0.011098922659923767
ArtificialDataset20c,informative+noise,KNN,45,0.8685,0.006982120021884442,0.818,0.039623225512317915,0.831385518985701,0.011008236890448329,0.7458962733807847,0.0743198685699704,0.1895,0.03479403684541362,0.2524,0.012822831200635862,0.2202772453853336,0.014023620377117739
ArtificialDataset20c,informative+noise,SVM-rbf,45,0.9664999999999999,0.004873397172404466,0.85,0.029154759474226508,0.96090089832303,0.005838229047057581,0.8006865844112557,0.04442835229865752,0.1895,0.03479403684541362,0.2524,0.012822831200635862,0.2202772453853336,0.014023620377117739
ArtificialDataset20c,informative+rand_extra,KNN,33,0.9120000000000001,0.010368220676663887,0.866,0.0378153408023781,0.8918421307508438,0.013948526164513076,0.8283362572175749,0.05326530507663494,0.125,0.01794087511800915,0.19530000000000003,0.006572670690061991,0.18315334665334665,0.020939652410193195
ArtificialDataset20c,informative+rand_extra,SVM-rbf,33,0.9605,0.00778620575119871,0.9099999999999999,0.025495097567963927,0.9538426645338625,0.009547262632267368,0.8904165678876088,0.032461050068845386,0.125,0.01794087511800915,0.19530000000000003,0.006572670690061991,0.18315334665334665,0.020939652410193195
ArtificialDataset20c,informative+redundant,KNN,45,0.9019999999999999,0.011096170510586078,0.8460000000000001,0.033615472627943205,0.878277137328823,0.015218111562877834,0.7968626474283734,0.050130110978089185,0.15,0.012499999999999999,0.2182,0.008814760348415612,0.19636988566988567,0.024343792269019622
ArtificialDataset20c,informative+redundant,SVM-rbf,45,0.9605,0.008177713616898067,0.908,0.02489979919597742,0.9540455502072256,0.009897934529042193,0.8887588268356321,0.03119153996560156,0.15,0.012499999999999999,0.2182,0.008814760348415612,0.19636988566988567,0.024343792269019622
ArtificialDataset20c,informative+redundant_nonLinear,KNN,45,0.8825,0.004677071733467447,0.842,0.030331501776206197,0.8501159335403958,0.006707695237235829,0.7878662516539873,0.050962601238650956,0.1695,0.005419870847169687,0.2299,0.008362116956847703,0.19583427128427128,0.015391749088618897
ArtificialDataset20c,informative+redundant_nonLinear,SVM-rbf,45,0.9545,0.008177713616898058,0.8879999999999999,0.03834057902536164,0.9464149753817525,0.009974789398913476,0.8591025020351937,0.050922523100855564,0.1695,0.005419870847169687,0.2299,0.008362116956847703,0.19583427128427128,0.015391749088618897
