dataset,subset,model,n_features,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,kDN_mean,kDN_std,N1_mean,N1_std
ArtificialDataset18b,all,KNN,100,0.7625,0.016488632447841135,0.636,0.04159326868617089,0.6821884001957075,0.028383087549518907,0.4810509821397318,0.05254205303429671,0.317,0.025335252120316464,0.40800000000000003,0.013038404810405278,0.37734073842823845,0.007150411256293482
ArtificialDataset18b,all,SVM-rbf,100,0.866,0.008403868156985812,0.6859999999999999,0.011401754250991335,0.8209116199922686,0.01411127759370791,0.3017946854718575,0.03272331258415501,0.317,0.025335252120316464,0.40800000000000003,0.013038404810405278,0.37734073842823845,0.007150411256293482
ArtificialDataset18b,informative,KNN,40,0.7595000000000001,0.013851895177195046,0.646,0.061886993787063194,0.6894744370196872,0.01762911905494678,0.5116812516558795,0.15286553749102103,0.294,0.027018512172212596,0.39980000000000004,0.0098780058716322,0.37832162559662563,0.014885841822507122
ArtificialDataset18b,informative,SVM-rbf,40,0.8525,0.012119199643540874,0.716,0.011401754250991394,0.7982844994168743,0.022054959179523298,0.4704836712533392,0.062047833459003464,0.294,0.027018512172212596,0.39980000000000004,0.0098780058716322,0.37832162559662563,0.014885841822507122
ArtificialDataset18b,informative+noise,KNN,60,0.754,0.02308949977803763,0.6140000000000001,0.04037325847637268,0.6737142840154375,0.03182658066914445,0.44913659120050003,0.08471499454689946,0.2875,0.0223606797749979,0.42910000000000004,0.01130486620885006,0.3988787733100233,0.022295311409662684
ArtificialDataset18b,informative+noise,SVM-rbf,60,0.876,0.0171026313764871,0.686,0.013416407864998689,0.8366175722732164,0.026637959828940898,0.2828497387581406,0.09536591075359842,0.2875,0.0223606797749979,0.42910000000000004,0.01130486620885006,0.3988787733100233,0.022295311409662684
ArtificialDataset18b,informative+rand_extra,KNN,43,0.7609999999999999,0.017284386017443587,0.646,0.066558245169175,0.6949029098437892,0.021419179710321687,0.5149748649092292,0.11787441255861779,0.28650000000000003,0.029186897745392532,0.39990000000000003,0.011934194568549633,0.38803095238095237,0.026007009879303378
ArtificialDataset18b,informative+rand_extra,SVM-rbf,43,0.8605,0.009585144756340435,0.714,0.016733200530681527,0.8117687438181749,0.017347544002744013,0.4672028796734196,0.07252074182385743,0.28650000000000003,0.029186897745392532,0.39990000000000003,0.011934194568549633,0.38803095238095237,0.026007009879303378
ArtificialDataset18b,informative+redundant,KNN,60,0.7655000000000001,0.011236102527122134,0.662,0.05215361924162119,0.6907176482077307,0.017751408175502553,0.5387515968629416,0.07799905318526634,0.296,0.01790600457946998,0.4091,0.009201901977308823,0.37978282689532683,0.01307043756321098
ArtificialDataset18b,informative+redundant,SVM-rbf,60,0.865,0.009519716382329901,0.712,0.034205262752974155,0.8193686789933526,0.01660544494115772,0.4287650852689768,0.15897153598662117,0.296,0.01790600457946998,0.4091,0.009201901977308823,0.37978282689532683,0.01307043756321098
ArtificialDataset18b,informative+redundant_nonLinear,KNN,60,0.779,0.011401754250991394,0.6559999999999999,0.041593268686170824,0.7132111263639791,0.017368320329820407,0.5244018676981417,0.08632089635118462,0.2995,0.02245829468147573,0.4035,0.008253787009609614,0.37719778138528137,0.015771926691906902
ArtificialDataset18b,informative+redundant_nonLinear,SVM-rbf,60,0.833,0.015652475842498556,0.7,0.018708286933869705,0.7618366453733983,0.03191540176026582,0.38153072647640096,0.08893903159662862,0.2995,0.02245829468147573,0.4035,0.008253787009609614,0.37719778138528137,0.015771926691906902
