dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset21,all,SVM-rbf,0,600,0.99125,0.9908772529536763,0.695,0.5656027460423177,0.2325,0.35424999999999995,0.29633206779959503
ArtificialDataset21,all,SVM-rbf,1,600,0.98625,0.9856301999254936,0.65,0.4810675182481752,0.28875,0.35025000000000006,0.2943306606975804
ArtificialDataset21,all,SVM-rbf,2,600,0.985,0.9843143499810897,0.655,0.505498112588216,0.2775,0.33525000000000005,0.2604310773836636
ArtificialDataset21,all,SVM-rbf,3,600,0.98625,0.9856301999254936,0.695,0.580890712273244,0.295,0.36200000000000004,0.2950947731125943
ArtificialDataset21,all,SVM-rbf,4,600,0.98625,0.9856457905730933,0.7,0.5853080568720379,0.28,0.35450000000000004,0.2826866432178932
ArtificialDataset21,all,KNN,0,600,0.86125,0.8474906824123429,0.78,0.7513043478260869,0.2325,0.35424999999999995,0.29633206779959503
ArtificialDataset21,all,KNN,1,600,0.86375,0.8494700804822138,0.745,0.7137960905427291,0.28875,0.35025000000000006,0.2943306606975804
ArtificialDataset21,all,KNN,2,600,0.85,0.8332120577871166,0.76,0.7072701011073664,0.2775,0.33525000000000005,0.2604310773836636
ArtificialDataset21,all,KNN,3,600,0.86875,0.8586848541534743,0.76,0.7323943661971831,0.295,0.36200000000000004,0.2950947731125943
ArtificialDataset21,all,KNN,4,600,0.875,0.8647510259600745,0.755,0.7091473721451316,0.28,0.35450000000000004,0.2826866432178932
ArtificialDataset21,informative,SVM-rbf,0,300,0.99,0.9895678975757216,0.755,0.6870002961208173,0.23,0.299,0.22940238273723182
ArtificialDataset21,informative,SVM-rbf,1,300,0.98875,0.9882569515580694,0.665,0.5400774193548387,0.22875,0.31975000000000003,0.25913445176806243
ArtificialDataset21,informative,SVM-rbf,2,300,0.98875,0.9882569515580694,0.735,0.6723028391167193,0.22875,0.30200000000000005,0.2426092856625945
ArtificialDataset21,informative,SVM-rbf,3,300,0.9925,0.9921850393700787,0.73,0.6542105263157894,0.2525,0.31725000000000003,0.25184944121752784
ArtificialDataset21,informative,SVM-rbf,4,300,0.99125,0.9908868382040292,0.75,0.6977756286266924,0.22625,0.31625,0.2583688702848106
ArtificialDataset21,informative,KNN,0,300,0.9175,0.9119737760204675,0.83,0.8149265477439666,0.23,0.299,0.22940238273723182
ArtificialDataset21,informative,KNN,1,300,0.91375,0.9082645394675819,0.84,0.83281502674462,0.22875,0.31975000000000003,0.25913445176806243
ArtificialDataset21,informative,KNN,2,300,0.9175,0.9119737760204675,0.8,0.7765050984774412,0.22875,0.30200000000000005,0.2426092856625945
ArtificialDataset21,informative,KNN,3,300,0.9,0.8940397350993375,0.785,0.7655821382686899,0.2525,0.31725000000000003,0.25184944121752784
ArtificialDataset21,informative,KNN,4,300,0.905,0.8997602582506868,0.82,0.8051485148514851,0.22625,0.31625,0.2583688702848106
ArtificialDataset21,informative+redundant,SVM-rbf,0,400,0.9875,0.9869443930299585,0.765,0.7047908370622766,0.24875,0.3285,0.23915157699842296
ArtificialDataset21,informative+redundant,SVM-rbf,1,400,0.9875,0.9869443930299585,0.69,0.5964150943396225,0.2425,0.325,0.2719791643040482
ArtificialDataset21,informative+redundant,SVM-rbf,2,400,0.98625,0.9856301999254936,0.715,0.6497357225731597,0.2325,0.31525000000000003,0.2521330225374744
ArtificialDataset21,informative+redundant,SVM-rbf,3,400,0.9925,0.9921850393700787,0.715,0.6245681912394638,0.21375,0.3365000000000001,0.26987178840466375
ArtificialDataset21,informative+redundant,SVM-rbf,4,400,0.99125,0.9908868382040292,0.77,0.7202653609224451,0.27625,0.32675000000000004,0.2678856528962953
ArtificialDataset21,informative+redundant,KNN,0,400,0.89375,0.8851462059034187,0.835,0.819848975188781,0.24875,0.3285,0.23915157699842296
ArtificialDataset21,informative+redundant,KNN,1,400,0.895,0.8869465183948753,0.795,0.7767389294153908,0.2425,0.325,0.2719791643040482
ArtificialDataset21,informative+redundant,KNN,2,400,0.9,0.8926966668902153,0.76,0.7138823529411764,0.2325,0.31525000000000003,0.2521330225374744
ArtificialDataset21,informative+redundant,KNN,3,400,0.9,0.8936099474699116,0.79,0.774928774928775,0.21375,0.3365000000000001,0.26987178840466375
ArtificialDataset21,informative+redundant,KNN,4,400,0.88625,0.8797577225923682,0.805,0.7931204902639124,0.27625,0.32675000000000004,0.2678856528962953
