dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset21,informative+redundant_nonLinear,SVM-rbf,0,400,0.9875,0.9869443930299585,0.725,0.6216613691351581,0.2425,0.31675000000000003,0.25414710563559245
ArtificialDataset21,informative+redundant_nonLinear,SVM-rbf,1,400,0.9875,0.9869443930299585,0.645,0.48772302701493375,0.29,0.3425,0.3123943743573678
ArtificialDataset21,informative+redundant_nonLinear,SVM-rbf,2,400,0.985,0.9843143499810897,0.67,0.5594739988045426,0.23125,0.3105,0.24814098294016587
ArtificialDataset21,informative+redundant_nonLinear,SVM-rbf,3,400,0.98625,0.9856301999254936,0.69,0.5964150943396225,0.2425,0.332,0.2792734216120507
ArtificialDataset21,informative+redundant_nonLinear,SVM-rbf,4,400,0.98625,0.9856457905730933,0.735,0.6635865106438101,0.245,0.33525,0.28085896838013086
ArtificialDataset21,informative+redundant_nonLinear,KNN,0,400,0.88625,0.8773382054065564,0.78,0.760836236933798,0.2425,0.31675000000000003,0.25414710563559245
ArtificialDataset21,informative+redundant_nonLinear,KNN,1,400,0.88125,0.8712808873018283,0.825,0.8112683421026831,0.29,0.3425,0.3123943743573678
ArtificialDataset21,informative+redundant_nonLinear,KNN,2,400,0.8875,0.8770207852193995,0.75,0.6941771326047954,0.23125,0.3105,0.24814098294016587
ArtificialDataset21,informative+redundant_nonLinear,KNN,3,400,0.8875,0.8791594490124734,0.81,0.7896391470749045,0.2425,0.332,0.2792734216120507
ArtificialDataset21,informative+redundant_nonLinear,KNN,4,400,0.88375,0.8760890336222347,0.855,0.8385689638334581,0.245,0.33525,0.28085896838013086
ArtificialDataset21,informative+noise,SVM-rbf,0,400,0.9925,0.9921850393700787,0.67,0.49704276615104637,0.2225,0.34875000000000006,0.28504851941536724
ArtificialDataset21,informative+noise,SVM-rbf,1,400,0.99,0.9895678975757216,0.655,0.4955633684915453,0.24625,0.3385000000000001,0.2916311389486866
ArtificialDataset21,informative+noise,SVM-rbf,2,400,0.99,0.9895678975757216,0.69,0.5835280373831776,0.25125,0.3375,0.2793608214701965
ArtificialDataset21,informative+noise,SVM-rbf,3,400,0.99125,0.9908772529536763,0.7,0.6051889452904683,0.2575,0.35100000000000003,0.30907597524003777
ArtificialDataset21,informative+noise,SVM-rbf,4,400,0.9925,0.9921931842762473,0.705,0.6211576119131108,0.21375,0.34125,0.29951456308533514
ArtificialDataset21,informative+noise,KNN,0,400,0.88125,0.8697671072255678,0.8,0.7706422018348624,0.2225,0.34875000000000006,0.28504851941536724
ArtificialDataset21,informative+noise,KNN,1,400,0.8825,0.8719197751976285,0.795,0.7810579345088162,0.24625,0.3385000000000001,0.2916311389486866
ArtificialDataset21,informative+noise,KNN,2,400,0.88625,0.8771476174608465,0.775,0.7443088089739359,0.25125,0.3375,0.2793608214701965
ArtificialDataset21,informative+noise,KNN,3,400,0.89,0.8828868569206959,0.745,0.7058185900661995,0.2575,0.35100000000000003,0.30907597524003777
ArtificialDataset21,informative+noise,KNN,4,400,0.8925,0.8847487912549927,0.77,0.7417990960781455,0.21375,0.34125,0.29951456308533514
ArtificialDataset21,informative+rand_extra,SVM-rbf,0,303,0.99,0.9895678975757216,0.76,0.6960000000000001,0.21375,0.30275,0.2265931713868011
ArtificialDataset21,informative+rand_extra,SVM-rbf,1,303,0.98875,0.9882569515580694,0.67,0.5594739988045426,0.25375,0.3212500000000001,0.25465482150038765
ArtificialDataset21,informative+rand_extra,SVM-rbf,2,303,0.98875,0.9882569515580694,0.74,0.6847968545216251,0.19375,0.3,0.23653094146350725
ArtificialDataset21,informative+rand_extra,SVM-rbf,3,303,0.99375,0.9934912783129394,0.735,0.6635865106438101,0.2575,0.3245,0.2525888505159749
ArtificialDataset21,informative+rand_extra,SVM-rbf,4,303,0.99125,0.9908868382040292,0.75,0.6977756286266924,0.22375,0.31550000000000006,0.25346926208471127
ArtificialDataset21,informative+rand_extra,KNN,0,303,0.89875,0.8911011426722937,0.84,0.8259968928016572,0.21375,0.30275,0.2265931713868011
ArtificialDataset21,informative+rand_extra,KNN,1,303,0.91125,0.9051947885432942,0.82,0.8087091757387247,0.25375,0.3212500000000001,0.25465482150038765
ArtificialDataset21,informative+rand_extra,KNN,2,303,0.9075,0.9015062626499663,0.795,0.7698011935449698,0.19375,0.3,0.23653094146350725
ArtificialDataset21,informative+rand_extra,KNN,3,303,0.89625,0.8903982687969059,0.795,0.7782577638695194,0.2575,0.3245,0.2525888505159749
ArtificialDataset21,informative+rand_extra,KNN,4,303,0.89875,0.8931925592962031,0.825,0.8135593220338984,0.22375,0.31550000000000006,0.25346926208471127
