dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset14,all,SVM-rbf,0,140,0.9170833333333334,0.902026775382896,0.8233333333333334,0.7751614454520471,0.21208333333333335,0.30474999999999997,0.2799734703675636
ArtificialDataset14,all,SVM-rbf,1,140,0.9154166666666667,0.9001853322742918,0.8383333333333334,0.7948156153933497,0.19666666666666666,0.3061666666666667,0.27995689061655626
ArtificialDataset14,all,SVM-rbf,2,140,0.9195833333333333,0.9053305687864762,0.82,0.7754525938572321,0.22375,0.31758333333333333,0.2837245149662429
ArtificialDataset14,all,SVM-rbf,3,140,0.91875,0.9043341592964458,0.83,0.7812742210509998,0.19333333333333333,0.3095833333333333,0.2916167363982766
ArtificialDataset14,all,SVM-rbf,4,140,0.9175,0.902644607578249,0.835,0.7986326229847632,0.21541666666666667,0.3073333333333333,0.28435417036452254
ArtificialDataset14,all,KNN,0,140,0.8433333333333334,0.8051166907040775,0.7716666666666666,0.6974852035730809,0.21208333333333335,0.30474999999999997,0.2799734703675636
ArtificialDataset14,all,KNN,1,140,0.8491666666666666,0.8139683833296855,0.7783333333333333,0.7166352633091688,0.19666666666666666,0.3061666666666667,0.27995689061655626
ArtificialDataset14,all,KNN,2,140,0.8416666666666667,0.806742559739611,0.795,0.7371359190677378,0.22375,0.31758333333333333,0.2837245149662429
ArtificialDataset14,all,KNN,3,140,0.8591666666666666,0.828871432836759,0.7666666666666667,0.7011379035102374,0.19333333333333333,0.3095833333333333,0.2916167363982766
ArtificialDataset14,all,KNN,4,140,0.8416666666666667,0.8025517028500875,0.7716666666666666,0.7033036937944067,0.21541666666666667,0.3073333333333333,0.28435417036452254
ArtificialDataset14,informative,SVM-rbf,0,30,0.9066666666666666,0.8904172661870504,0.8633333333333333,0.8353005040713456,0.16541666666666666,0.2763333333333334,0.24470787892662893
ArtificialDataset14,informative,SVM-rbf,1,30,0.9008333333333334,0.8828727360136358,0.8833333333333333,0.8614761933209869,0.165,0.2785,0.25569384929548433
ArtificialDataset14,informative,SVM-rbf,2,30,0.9033333333333333,0.8857901654055301,0.875,0.852062113248096,0.16666666666666666,0.28325,0.2431496535871536
ArtificialDataset14,informative,SVM-rbf,3,30,0.9066666666666666,0.8901555954787979,0.8583333333333333,0.8275046793419367,0.17708333333333334,0.27741666666666664,0.2534017914955415
ArtificialDataset14,informative,SVM-rbf,4,30,0.90625,0.8893455383555781,0.875,0.8515668882011226,0.17625,0.2846666666666667,0.2525234603359603
ArtificialDataset14,informative,KNN,0,30,0.8804166666666666,0.8589222574355732,0.8233333333333334,0.7857587064676618,0.16541666666666666,0.2763333333333334,0.24470787892662893
ArtificialDataset14,informative,KNN,1,30,0.8795833333333334,0.8573274722005838,0.84,0.8031217956021419,0.165,0.2785,0.25569384929548433
ArtificialDataset14,informative,KNN,2,30,0.8745833333333334,0.8521061101715249,0.835,0.8001321733243606,0.16666666666666666,0.28325,0.2431496535871536
ArtificialDataset14,informative,KNN,3,30,0.88,0.8590491303654654,0.8366666666666667,0.798835440553493,0.17708333333333334,0.27741666666666664,0.2534017914955415
ArtificialDataset14,informative,KNN,4,30,0.8691666666666666,0.8435087840013914,0.8266666666666667,0.790754652691016,0.17625,0.2846666666666667,0.2525234603359603
ArtificialDataset14,informative+redundant,SVM-rbf,0,60,0.90375,0.8868843210167247,0.8583333333333333,0.8293764787047034,0.17583333333333334,0.28791666666666665,0.2519033894346394
ArtificialDataset14,informative+redundant,SVM-rbf,1,60,0.9004166666666666,0.882513712788146,0.87,0.8435804840568575,0.17416666666666666,0.29041666666666666,0.26285815226440223
ArtificialDataset14,informative+redundant,SVM-rbf,2,60,0.8991666666666667,0.8807670565328847,0.87,0.8430232558139533,0.20458333333333334,0.2979166666666667,0.26574084595959596
ArtificialDataset14,informative+redundant,SVM-rbf,3,60,0.9025,0.8849728797403718,0.8566666666666667,0.8263622650996166,0.18166666666666667,0.29325,0.2572354774854775
ArtificialDataset14,informative+redundant,SVM-rbf,4,60,0.9025,0.8850656347962383,0.8683333333333333,0.8434251020462508,0.19125,0.29258333333333336,0.2655514471231383
ArtificialDataset14,informative+redundant,KNN,0,60,0.8791666666666667,0.8574694930209199,0.8066666666666666,0.7568092036870191,0.17583333333333334,0.28791666666666665,0.2519033894346394
ArtificialDataset14,informative+redundant,KNN,1,60,0.8758333333333334,0.8520836875413244,0.8066666666666666,0.7607880564455656,0.17416666666666666,0.29041666666666666,0.26285815226440223
ArtificialDataset14,informative+redundant,KNN,2,60,0.8716666666666667,0.8482629992464205,0.8366666666666667,0.8060675822702975,0.20458333333333334,0.2979166666666667,0.26574084595959596
ArtificialDataset14,informative+redundant,KNN,3,60,0.88125,0.8595838356307982,0.815,0.7755869864514556,0.18166666666666667,0.29325,0.2572354774854775
ArtificialDataset14,informative+redundant,KNN,4,60,0.87625,0.8531520913432545,0.8216666666666667,0.7824153704643231,0.19125,0.29258333333333336,0.2655514471231383
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,0,70,0.9016666666666666,0.8837820444551248,0.8483333333333334,0.8168912748706313,0.1975,0.29775,0.26814682832146064
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,1,70,0.89875,0.8800185139446308,0.8616666666666667,0.8310796713786901,0.20458333333333334,0.29783333333333334,0.2807831294862545
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,2,70,0.9004166666666666,0.8814457730658176,0.865,0.8393440618180847,0.185,0.30375,0.2735610327172827
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,3,70,0.9033333333333333,0.8858827244973155,0.8483333333333334,0.81123178807947,0.20375,0.2966666666666667,0.26860224178055064
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,4,70,0.9029166666666667,0.8851480747765509,0.85,0.8212031973075306,0.185,0.2970833333333333,0.28096360376952484
ArtificialDataset14,informative+redundant_nonLinear,KNN,0,70,0.8741666666666666,0.85067615658363,0.8033333333333333,0.7574004879630104,0.1975,0.29775,0.26814682832146064
ArtificialDataset14,informative+redundant_nonLinear,KNN,1,70,0.8766666666666667,0.8544460534422009,0.815,0.7747376109628611,0.20458333333333334,0.29783333333333334,0.2807831294862545
ArtificialDataset14,informative+redundant_nonLinear,KNN,2,70,0.87375,0.8514622201639737,0.8233333333333334,0.7873318604197804,0.185,0.30375,0.2735610327172827
ArtificialDataset14,informative+redundant_nonLinear,KNN,3,70,0.8758333333333334,0.8534374564216985,0.815,0.7747376109628611,0.20375,0.2966666666666667,0.26860224178055064
ArtificialDataset14,informative+redundant_nonLinear,KNN,4,70,0.87,0.844400029044105,0.82,0.7831396108136346,0.185,0.2970833333333333,0.28096360376952484
ArtificialDataset14,informative+noise,SVM-rbf,0,70,0.9229166666666667,0.9087303682034443,0.7716666666666666,0.667508845498624,0.27791666666666665,0.3614166666666667,0.3349644836309447
ArtificialDataset14,informative+noise,SVM-rbf,1,70,0.9208333333333333,0.9063384698842156,0.8,0.7251908396946565,0.2791666666666667,0.36425,0.3418672463199521
ArtificialDataset14,informative+noise,SVM-rbf,2,70,0.9245833333333333,0.9108053807380981,0.7816666666666666,0.7105088323571958,0.26708333333333334,0.36683333333333334,0.3457496227499186
ArtificialDataset14,informative+noise,SVM-rbf,3,70,0.9254166666666667,0.9118763126541243,0.7866666666666666,0.7081691011670145,0.265,0.36100000000000004,0.34242394016811145
ArtificialDataset14,informative+noise,SVM-rbf,4,70,0.9208333333333333,0.9063384698842156,0.81,0.759213545650511,0.2704166666666667,0.369,0.34413764080066866
ArtificialDataset14,informative+noise,KNN,0,70,0.805,0.7441711229946524,0.7266666666666667,0.6048280130869219,0.27791666666666665,0.3614166666666667,0.3349644836309447
ArtificialDataset14,informative+noise,KNN,1,70,0.81375,0.761808408495424,0.7233333333333334,0.6112538041484104,0.2791666666666667,0.36425,0.3418672463199521
ArtificialDataset14,informative+noise,KNN,2,70,0.8108333333333333,0.7590320303644232,0.725,0.6237714585244397,0.26708333333333334,0.36683333333333334,0.3457496227499186
ArtificialDataset14,informative+noise,KNN,3,70,0.8195833333333333,0.7740924492894893,0.6983333333333334,0.563036200946076,0.265,0.36100000000000004,0.34242394016811145
