dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset2,all,SVM-rbf,0,18,0.98,0.9799994897829026,0.965,0.9649918374750589,0.0925,0.1275,0.09653472222222222
ArtificialDataset2,all,SVM-rbf,1,18,0.9775,0.9774994245377119,0.97,0.9699721390981322,0.12,0.14350000000000002,0.11402083333333334
ArtificialDataset2,all,SVM-rbf,2,18,0.97625,0.976249657885597,0.96,0.96,0.10125,0.14,0.11466964285714284
ArtificialDataset2,all,SVM-rbf,3,18,0.985,0.984999619279677,0.96,0.96,0.10875,0.13875,0.09346130952380953
ArtificialDataset2,all,SVM-rbf,4,18,0.98,0.9799994897829026,0.965,0.9649990932407574,0.0975,0.13875,0.10913095238095238
ArtificialDataset2,all,KNN,0,18,0.96375,0.963748530663532,0.92,0.919965202261853,0.0925,0.1275,0.09653472222222222
ArtificialDataset2,all,KNN,1,18,0.965,0.9649979597256316,0.96,0.959983326385994,0.12,0.14350000000000002,0.11402083333333334
ArtificialDataset2,all,KNN,2,18,0.9725,0.9724998232636456,0.95,0.9499525866610473,0.10125,0.14,0.11466964285714284
ArtificialDataset2,all,KNN,3,18,0.96625,0.9662486355366888,0.925,0.9249817523181314,0.10875,0.13875,0.09346130952380953
ArtificialDataset2,all,KNN,4,18,0.9725,0.9724992930409522,0.92,0.9199913034025439,0.0975,0.13875,0.10913095238095238
ArtificialDataset2,informative,SVM-rbf,0,10,0.98375,0.9837499741899208,0.97,0.9699969068976182,0.07375,0.10600000000000001,0.08124404761904762
ArtificialDataset2,informative,SVM-rbf,1,10,0.9825,0.9824995546960481,0.99,0.9899989897969492,0.0725,0.12125,0.07777083333333333
ArtificialDataset2,informative,SVM-rbf,2,10,0.98125,0.9812492535530872,0.98,0.9799979589754056,0.09625,0.11774999999999998,0.07116666666666667
ArtificialDataset2,informative,SVM-rbf,3,10,0.9875,0.9874999208855751,0.95,0.9500000000000001,0.09375,0.11800000000000001,0.08018750000000001
ArtificialDataset2,informative,SVM-rbf,4,10,0.98,0.9799994897829026,0.965,0.9649990932407574,0.07625,0.11925000000000001,0.0753452380952381
ArtificialDataset2,informative,KNN,0,10,0.9725,0.9724984092910258,0.945,0.9449286111626183,0.07375,0.10600000000000001,0.08124404761904762
ArtificialDataset2,informative,KNN,1,10,0.97,0.97,0.98,0.98,0.0725,0.12125,0.07777083333333333
ArtificialDataset2,informative,KNN,2,10,0.97375,0.9737499578786231,0.94,0.9399424981365136,0.09625,0.11774999999999998,0.07116666666666667
ArtificialDataset2,informative,KNN,3,10,0.97375,0.9737489469250209,0.95,0.9500000000000001,0.09375,0.11800000000000001,0.08018750000000001
ArtificialDataset2,informative,KNN,4,10,0.96875,0.9687487398685432,0.95,0.9499947362880304,0.07625,0.11925000000000001,0.0753452380952381
ArtificialDataset2,informative+redundant,SVM-rbf,0,14,0.98,0.9799998724481661,0.96,0.959983326385994,0.0825,0.11225000000000002,0.08975
ArtificialDataset2,informative+redundant,SVM-rbf,1,14,0.9775,0.9774994245377119,0.985,0.9849965728212028,0.09625,0.13075,0.09491666666666668
ArtificialDataset2,informative+redundant,SVM-rbf,2,14,0.975,0.9749993589579219,0.975,0.9749993589579219,0.0725,0.125,0.10136607142857143
ArtificialDataset2,informative+redundant,SVM-rbf,3,14,0.98625,0.9862498039420714,0.955,0.9549988219586899,0.08375,0.12475000000000001,0.09475
ArtificialDataset2,informative+redundant,SVM-rbf,4,14,0.9775,0.9774998561371876,0.96,0.96,0.1,0.12350000000000001,0.09592857142857143
ArtificialDataset2,informative+redundant,KNN,0,14,0.965,0.9649997733145941,0.925,0.9249005439636275,0.0825,0.11225000000000002,0.08975
ArtificialDataset2,informative+redundant,KNN,1,14,0.9675,0.9674991601850178,0.96,0.959983326385994,0.09625,0.13075,0.09491666666666668
ArtificialDataset2,informative+redundant,KNN,2,14,0.97,0.9699998066997855,0.94,0.9399424981365136,0.0725,0.125,0.10136607142857143
ArtificialDataset2,informative+redundant,KNN,3,14,0.96875,0.9687495463643827,0.96,0.9599958328992603,0.08375,0.12475000000000001,0.09475
ArtificialDataset2,informative+redundant,KNN,4,14,0.96875,0.9687487398685432,0.96,0.959983326385994,0.1,0.12350000000000001,0.09592857142857143
ArtificialDataset2,informative+redundant_nonLinear,SVM-rbf,0,12,0.98,0.9799994897829026,0.975,0.9749942294375625,0.08125,0.117,0.08704166666666666
ArtificialDataset2,informative+redundant_nonLinear,SVM-rbf,1,12,0.97875,0.9787496946795213,0.985,0.9849965728212028,0.08125,0.1245,0.084
ArtificialDataset2,informative+redundant_nonLinear,SVM-rbf,2,12,0.975,0.9749985576090927,0.97,0.9699969068976182,0.08125,0.11925000000000001,0.09170833333333332
ArtificialDataset2,informative+redundant_nonLinear,SVM-rbf,3,12,0.9825,0.9824995546960481,0.95,0.9500000000000001,0.1,0.1225,0.08495238095238093
ArtificialDataset2,informative+redundant_nonLinear,SVM-rbf,4,12,0.9775,0.9774994245377119,0.965,0.9649990932407574,0.09375,0.11625,0.09797916666666666
ArtificialDataset2,informative+redundant_nonLinear,KNN,0,12,0.9725,0.9724992930409522,0.945,0.9449636002647254,0.08125,0.117,0.08704166666666666
ArtificialDataset2,informative+redundant_nonLinear,KNN,1,12,0.9625,0.9624990259487259,0.955,0.9549893954072948,0.08125,0.1245,0.084
ArtificialDataset2,informative+redundant_nonLinear,KNN,2,12,0.96625,0.9662486355366888,0.935,0.9349843545238158,0.08125,0.11925000000000001,0.09170833333333332
ArtificialDataset2,informative+redundant_nonLinear,KNN,3,12,0.96875,0.9687495463643827,0.95,0.9500000000000001,0.1,0.1225,0.08495238095238093
ArtificialDataset2,informative+redundant_nonLinear,KNN,4,12,0.96875,0.9687487398685432,0.96,0.9599958328992603,0.09375,0.11625,0.09797916666666666
ArtificialDataset2,informative+noise,SVM-rbf,0,12,0.98375,0.9837497677063364,0.955,0.9549705304518663,0.10125,0.13575,0.09180357142857144
ArtificialDataset2,informative+noise,SVM-rbf,1,12,0.98,0.9799988519749221,0.98,0.9799918334013884,0.11,0.1535,0.11031547619047619
ArtificialDataset2,informative+noise,SVM-rbf,2,12,0.98125,0.9812492535530872,0.965,0.9649990932407574,0.1075,0.15025000000000002,0.09717113095238095
ArtificialDataset2,informative+noise,SVM-rbf,3,12,0.9875,0.9874999208855751,0.945,0.9449869016432484,0.10875,0.1565,0.10435119047619047
ArtificialDataset2,informative+noise,SVM-rbf,4,12,0.985,0.985,0.965,0.9649990932407574,0.09625,0.15275,0.10181547619047619
ArtificialDataset2,informative+noise,KNN,0,12,0.96125,0.9612499370122514,0.9,0.8999888876541838,0.10125,0.13575,0.09180357142857144
ArtificialDataset2,informative+noise,KNN,1,12,0.965,0.965,0.95,0.9499789385004213,0.11,0.1535,0.11031547619047619
ArtificialDataset2,informative+noise,KNN,2,12,0.975,0.975,0.935,0.9349843545238158,0.1075,0.15025000000000002,0.09717113095238095
