dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset2,informative+noise,KNN,3,12,0.95875,0.9587467056528308,0.905,0.9046813936084702,0.10875,0.1565,0.10435119047619047
ArtificialDataset2,informative+noise,KNN,4,12,0.96125,0.9612494331028899,0.95,0.9499947362880304,0.09625,0.15275,0.10181547619047619
ArtificialDataset2,informative+rand_extra,SVM-rbf,0,13,0.97625,0.976249657885597,0.97,0.9699876237623761,0.09875,0.13025,0.09890625
ArtificialDataset2,informative+rand_extra,SVM-rbf,1,13,0.975,0.9749985576090927,0.97,0.9699721390981322,0.08875,0.14,0.10425000000000001
ArtificialDataset2,informative+rand_extra,SVM-rbf,2,13,0.975,0.9749985576090927,0.96,0.96,0.0875,0.13475,0.11125892857142856
ArtificialDataset2,informative+rand_extra,SVM-rbf,3,13,0.98125,0.9812485369081345,0.95,0.9500000000000001,0.09625,0.134,0.09383333333333332
ArtificialDataset2,informative+rand_extra,SVM-rbf,4,13,0.97625,0.9762490496578768,0.97,0.97,0.09625,0.13275000000000003,0.10933928571428572
ArtificialDataset2,informative+rand_extra,KNN,0,13,0.97,0.9699998066997855,0.935,0.9349565217391305,0.09875,0.13025,0.09890625
ArtificialDataset2,informative+rand_extra,KNN,1,13,0.9625,0.9624990259487259,0.935,0.9349147278519987,0.08875,0.14,0.10425000000000001
ArtificialDataset2,informative+rand_extra,KNN,2,13,0.965,0.9649990932407574,0.915,0.914979093219644,0.0875,0.13475,0.11125892857142856
ArtificialDataset2,informative+rand_extra,KNN,3,13,0.965,0.9649997733145941,0.935,0.9349982619856146,0.09625,0.134,0.09383333333333332
ArtificialDataset2,informative+rand_extra,KNN,4,13,0.9675,0.9674991601850178,0.955,0.9549705304518663,0.09625,0.13275000000000003,0.10933928571428572
