dataset,subset,model,n_features,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,kDN_mean,kDN_std,N1_mean,N1_std
ArtificialDataset20,all,KNN,480,0.906,0.008023403267940616,0.828,0.03701351104664346,0.8818744834280761,0.011695079230792719,0.7526509158287732,0.07012435080216901,0.221,0.018422133426940542,0.2912,0.012189134505780139,0.2341501687957725,0.018938571549259455
ArtificialDataset20,all,SVM-rbf,480,0.9845,0.007158910531638179,0.692,0.004472135954999583,0.9817889305423952,0.008525142698058265,0.12635104295175265,0.08383667796086408,0.221,0.018422133426940542,0.2912,0.012189134505780139,0.2341501687957725,0.018938571549259455
ArtificialDataset20,informative,KNN,300,0.9349999999999999,0.006123724356957885,0.884,0.016733200530681523,0.9215441873677632,0.0077444837739323,0.853148396485577,0.025355222893602827,0.17250000000000001,0.014684175155588414,0.25680000000000003,0.009654014708917748,0.2069003814052838,0.024355520513016465
ArtificialDataset20,informative,SVM-rbf,300,0.983,0.004107919181288762,0.712,0.013038404810405326,0.9800370835509457,0.004887800879140498,0.27682837554472706,0.1601078408141689,0.17250000000000001,0.014684175155588414,0.25680000000000003,0.009654014708917748,0.2069003814052838,0.024355520513016465
ArtificialDataset20,informative+noise,KNN,360,0.9120000000000001,0.009253377761660884,0.858,0.031937438845342614,0.8923742803969101,0.013136421215808304,0.8097214981380872,0.06092625593014814,0.1925,0.01600781059358212,0.2871,0.00658976479094663,0.229696371412404,0.028351708092991104
ArtificialDataset20,informative+noise,SVM-rbf,360,0.986,0.0045414755311462855,0.69,0.007071067811865449,0.9836068014938608,0.00538803425881459,0.10378779118899861,0.1016738023151014,0.1925,0.01600781059358212,0.2871,0.00658976479094663,0.229696371412404,0.028351708092991104
ArtificialDataset20,informative+rand_extra,KNN,303,0.9315,0.006519202405202656,0.8880000000000001,0.016431676725155,0.9169410558838804,0.00840413900893464,0.856867694869778,0.02933124223650337,0.1655,0.017800983118917896,0.2599,0.01252198067399883,0.19738510190261177,0.022148207422495732
ArtificialDataset20,informative+rand_extra,SVM-rbf,303,0.9855,0.005419870847169688,0.712,0.008366600265340763,0.9830065663615155,0.006388112848572593,0.28672282338484945,0.10706028828010483,0.1655,0.017800983118917896,0.2599,0.01252198067399883,0.19738510190261177,0.022148207422495732
ArtificialDataset20,informative+redundant,KNN,360,0.9265000000000001,0.016639561292293756,0.8779999999999999,0.01923538406167136,0.909066876236061,0.022043886784639144,0.8382781145148082,0.036078388443939916,0.176,0.011937336386313314,0.267,0.010914439976471563,0.21457280213899596,0.01757272430739626
ArtificialDataset20,informative+redundant,SVM-rbf,360,0.9855,0.005419870847169688,0.7,0.010000000000000004,0.9830065663615155,0.006388112848572586,0.19475497420885327,0.11613490370492431,0.176,0.011937336386313314,0.267,0.010914439976471563,0.21457280213899596,0.01757272430739626
ArtificialDataset20,informative+redundant_nonLinear,KNN,360,0.925,0.008477912478906596,0.8620000000000001,0.035637059362410906,0.9081348303286081,0.01125285809841858,0.8121721057419192,0.06134163990812244,0.2145,0.03537301231164799,0.2833,0.009530215107750723,0.22541591599110905,0.0261445578837544
ArtificialDataset20,informative+redundant_nonLinear,SVM-rbf,360,0.982,0.009420721840708374,0.702,0.008366600265340763,0.9787631251969968,0.011202759073850656,0.21005210868015936,0.121951664700225,0.2145,0.03537301231164799,0.2833,0.009530215107750723,0.22541591599110905,0.0261445578837544
