dataset,subset,model,n_features,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,kDN_mean,kDN_std,N1_mean,N1_std
ArtificialDataset20b,all,KNN,120,0.897,0.009585144756340447,0.834,0.018165902124584923,0.8701452729256604,0.013198621127539605,0.7803866714827038,0.02623096572446764,0.177,0.020417516989095413,0.26060000000000005,0.013338853024154659,0.21362946164817292,0.013585690651690291
ArtificialDataset20b,all,SVM-rbf,120,0.9564999999999999,0.005184110338331942,0.844,0.027018512172212565,0.947403805201106,0.006362245837970568,0.7801205706274346,0.050428565616493566,0.177,0.020417516989095413,0.26060000000000005,0.013338853024154659,0.21362946164817292,0.013585690651690291
ArtificialDataset20b,informative,KNN,60,0.9235,0.005755432216610684,0.874,0.015165750888103123,0.9061179267070827,0.0067957101744201675,0.8391497576251039,0.020477354101778665,0.14150000000000001,0.015968719422671317,0.2223,0.008265893781074138,0.19003150383757966,0.015066099831144299
ArtificialDataset20b,informative,SVM-rbf,60,0.958,0.006937218462755785,0.8859999999999999,0.0230217288664427,0.9494211624864193,0.008633794460666127,0.8509130710686673,0.036688702495042184,0.14150000000000001,0.015968719422671317,0.2223,0.008265893781074138,0.19003150383757966,0.015066099831144299
ArtificialDataset20b,informative+noise,KNN,80,0.917,0.006471089552772429,0.8460000000000001,0.02880972058177583,0.8971162509896136,0.00938846259664839,0.8009220299662226,0.04005390115362533,0.1635,0.02198010464033327,0.2619,0.0070124888591711855,0.2163156163281163,0.01729270198080854
ArtificialDataset20b,informative+noise,SVM-rbf,80,0.9585000000000001,0.004541475531146247,0.852,0.01923538406167138,0.9498479608250701,0.005559868694930562,0.7927459817489785,0.03655772869544049,0.1635,0.02198010464033327,0.2619,0.0070124888591711855,0.2163156163281163,0.01729270198080854
ArtificialDataset20b,informative+rand_extra,KNN,63,0.924,0.0037914377220258136,0.874,0.01816590212458497,0.9071078679478038,0.0038594244264928213,0.8385046380459873,0.023499379574494397,0.135,0.020841665000666337,0.225,0.003500000000000014,0.19134656254263455,0.01675589348570533
ArtificialDataset20b,informative+rand_extra,SVM-rbf,63,0.9584999999999999,0.00741619848709567,0.8859999999999999,0.02302172886644271,0.950060597218164,0.009142708616817274,0.8510182684914998,0.0364138409258033,0.135,0.020841665000666337,0.225,0.003500000000000014,0.19134656254263455,0.01675589348570533
ArtificialDataset20b,informative+redundant,KNN,80,0.9145,0.009253377761660887,0.866,0.016733200530681527,0.8941498811066942,0.012232150817609396,0.825489210903919,0.02515212329133629,0.139,0.014426538046253514,0.24009999999999998,0.006813589362443263,0.19773673771880293,0.015150853709434677
ArtificialDataset20b,informative+redundant,SVM-rbf,80,0.9560000000000001,0.00575543221661068,0.8880000000000001,0.01923538406167136,0.946968944440474,0.007108680605086323,0.8543589725627723,0.030092548380623058,0.139,0.014426538046253514,0.24009999999999998,0.006813589362443263,0.19773673771880293,0.015150853709434677
ArtificialDataset20b,informative+redundant_nonLinear,KNN,80,0.9025000000000001,0.0061237243569579845,0.8619999999999999,0.021679483388678818,0.8771207518378829,0.008319891538183896,0.8153286631181865,0.03577440722344041,0.1555,0.008909264840602739,0.24690000000000004,0.009535460135724951,0.2011283085335717,0.01567861788611361
ArtificialDataset20b,informative+redundant_nonLinear,SVM-rbf,80,0.953,0.007158910531638179,0.868,0.034205262752974135,0.9432331753361332,0.008997283192180183,0.8216658289663716,0.05826255160162574,0.1555,0.008909264840602739,0.24690000000000004,0.009535460135724951,0.2011283085335717,0.01567861788611361
