dataset,subset,model,n_features,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,kDN_mean,kDN_std,N1_mean,N1_std
ArtificialDataset18a,all,KNN,140,0.7785,0.014426538046253545,0.688,0.02489979919597744,0.669286845448355,0.030281073306267565,0.44409628235912224,0.10477323590068051,0.3065,0.019251623308178475,0.39120000000000005,0.015209372110642841,0.3760407345986487,0.010008700973523426
ArtificialDataset18a,all,SVM-rbf,140,0.8705,0.015350081433008735,0.6859999999999999,0.011401754250991354,0.8205409643685554,0.026532677202579145,0.1612745125068064,0.07563614542456423,0.3065,0.019251623308178475,0.39120000000000005,0.015209372110642841,0.3760407345986487,0.010008700973523426
ArtificialDataset18a,informative,KNN,50,0.773,0.023143573622066253,0.6719999999999999,0.054497706373754846,0.6556218909707181,0.054471773527232224,0.4473731289878324,0.1221490226490837,0.27999999999999997,0.02598076211353315,0.38330000000000003,0.011448799063657297,0.35752204429829426,0.018295456084402327
ArtificialDataset18a,informative,SVM-rbf,50,0.8564999999999999,0.01420827223838283,0.7,0.022360679774997887,0.795333052955042,0.02753684258013239,0.2834077358011818,0.09209608926618734,0.27999999999999997,0.02598076211353315,0.38330000000000003,0.011448799063657297,0.35752204429829426,0.018295456084402327
ArtificialDataset18a,informative+noise,KNN,80,0.775,0.018027756377319952,0.672,0.046043457732885346,0.6641636128676315,0.027676228003006367,0.435824058611238,0.11101567581410492,0.29,0.01211919964354081,0.38960000000000006,0.01001498876684343,0.37457857317961724,0.012830645001775023
ArtificialDataset18a,informative+noise,SVM-rbf,80,0.8885,0.015268431484602461,0.682,0.010954451150103265,0.850670537058396,0.024186256424144344,0.12056775461804474,0.09924093699153863,0.29,0.01211919964354081,0.38960000000000006,0.01001498876684343,0.37457857317961724,0.012830645001775023
ArtificialDataset18a,informative+rand_extra,KNN,53,0.7609999999999999,0.01506237033139205,0.678,0.03768288736283354,0.6406575783068525,0.031123447480965422,0.45677256274442624,0.13392509445658535,0.3,0.02091650066335189,0.3834,0.010370631610466126,0.3702605315055315,0.016156813836675436
ArtificialDataset18a,informative+rand_extra,SVM-rbf,53,0.8619999999999999,0.018658108157045297,0.6900000000000001,0.01581138830084184,0.8052828796346745,0.03419772386603134,0.22934642791592355,0.04675124679778729,0.3,0.02091650066335189,0.3834,0.010370631610466126,0.3702605315055315,0.016156813836675436
ArtificialDataset18a,informative+redundant,KNN,80,0.7675,0.012869537676233785,0.654,0.02302172886644264,0.6510716235967715,0.030379850602863436,0.43327737561391955,0.06979443302797508,0.29500000000000004,0.025980762113533146,0.3945,0.01818996976358125,0.3728318285472697,0.018789560470728522
ArtificialDataset18a,informative+redundant,SVM-rbf,80,0.8535,0.014426538046253535,0.6980000000000001,0.02280350850198273,0.7896859771283126,0.02762165243325116,0.2682443817840547,0.0990332989266958,0.29500000000000004,0.025980762113533146,0.3945,0.01818996976358125,0.3728318285472697,0.018789560470728522
ArtificialDataset18a,informative+redundant_nonLinear,KNN,80,0.7685,0.010694624818103772,0.656,0.03209361307176245,0.6489649281862431,0.0340904399698187,0.43872824651973297,0.09514092549903921,0.3,0.028939592256975552,0.38770000000000004,0.010756393447619894,0.3694518015781948,0.012539917820691401
ArtificialDataset18a,informative+redundant_nonLinear,SVM-rbf,80,0.8320000000000001,0.017266296649832008,0.6900000000000001,0.014142135623730873,0.7457655410490193,0.03697610851877172,0.1808307653585437,0.07343184007631477,0.3,0.028939592256975552,0.38770000000000004,0.010756393447619894,0.3694518015781948,0.012539917820691401
