dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset20,all,SVM-rbf,0,480,0.975,0.9703791469194312,0.69,0.20037383177570092,0.2125,0.28200000000000003,0.211562611000111
ArtificialDataset20,all,SVM-rbf,1,480,0.985,0.9824232690935046,0.69,0.11281625881377022,0.2,0.275,0.22484225911257646
ArtificialDataset20,all,SVM-rbf,2,480,0.995,0.9942023074233772,0.7,0.20574886535552192,0.25,0.3,0.2331500915750916
ArtificialDataset20,all,SVM-rbf,3,480,0.9825,0.9794380787945377,0.69,0.11281625881377022,0.22,0.30350000000000005,0.23843684673599533
ArtificialDataset20,all,SVM-rbf,4,480,0.985,0.982501850481125,0.69,0.0,0.2225,0.29550000000000004,0.26275903555508817
ArtificialDataset20,all,KNN,0,480,0.9075,0.8827754745799694,0.78,0.6762264150943396,0.2125,0.28200000000000003,0.211562611000111
ArtificialDataset20,all,KNN,1,480,0.9175,0.8981507177637055,0.86,0.8143121529919802,0.2,0.275,0.22484225911257646
ArtificialDataset20,all,KNN,2,480,0.905,0.8806068601583115,0.82,0.7410526315789474,0.25,0.3,0.2331500915750916
ArtificialDataset20,all,KNN,3,480,0.905,0.8826720343898194,0.87,0.8349146110056926,0.22,0.30350000000000005,0.23843684673599533
ArtificialDataset20,all,KNN,4,480,0.895,0.8651673302485742,0.81,0.6967487684729063,0.2225,0.29550000000000004,0.26275903555508817
ArtificialDataset20,informative,SVM-rbf,0,300,0.9825,0.9794380787945377,0.72,0.39928486293206195,0.165,0.25299999999999995,0.16979544750592543
ArtificialDataset20,informative,SVM-rbf,1,300,0.98,0.9764359351988217,0.72,0.35051546391752575,0.19,0.2425,0.1949462724775225
ArtificialDataset20,informative,SVM-rbf,2,300,0.99,0.9883443708609271,0.72,0.35051546391752575,0.1525,0.2575,0.21781206504847808
ArtificialDataset20,informative,SVM-rbf,3,300,0.98,0.9764359351988217,0.71,0.28382608695652173,0.1725,0.2645,0.22418334443334445
ArtificialDataset20,informative,SVM-rbf,4,300,0.9825,0.97953109770162,0.69,0.0,0.1825,0.26650000000000007,0.22776477756114852
ArtificialDataset20,informative,KNN,0,300,0.94,0.9273172460452977,0.87,0.8424571667363143,0.165,0.25299999999999995,0.16979544750592543
ArtificialDataset20,informative,KNN,1,300,0.9425,0.9309188250384406,0.89,0.872442996742671,0.19,0.2425,0.1949462724775225
ArtificialDataset20,informative,KNN,2,300,0.9325,0.9195446375074895,0.87,0.8204476901095412,0.1525,0.2575,0.21781206504847808
ArtificialDataset20,informative,KNN,3,300,0.9325,0.9187291698609575,0.91,0.8842402826855124,0.1725,0.2645,0.22418334443334445
ArtificialDataset20,informative,KNN,4,300,0.9275,0.9112110583866307,0.88,0.8461538461538461,0.1825,0.26650000000000007,0.22776477756114852
ArtificialDataset20,informative+redundant,SVM-rbf,0,360,0.985,0.9824232690935046,0.69,0.20037383177570092,0.17,0.2615,0.19087029637029637
ArtificialDataset20,informative+redundant,SVM-rbf,1,360,0.9825,0.9794380787945377,0.71,0.28382608695652173,0.165,0.2505,0.20156687172476645
ArtificialDataset20,informative+redundant,SVM-rbf,2,360,0.995,0.9942023074233772,0.71,0.28382608695652173,0.17,0.2770000000000001,0.2213354693552062
ArtificialDataset20,informative+redundant,SVM-rbf,3,360,0.9825,0.9794380787945377,0.7,0.20574886535552192,0.18,0.274,0.22729498169958695
ArtificialDataset20,informative+redundant,SVM-rbf,4,360,0.9825,0.97953109770162,0.69,0.0,0.195,0.272,0.2317963915451238
ArtificialDataset20,informative+redundant,KNN,0,360,0.9175,0.8975718671504324,0.89,0.8611544461778472,0.17,0.2615,0.19087029637029637
ArtificialDataset20,informative+redundant,KNN,1,360,0.945,0.9334485738980121,0.88,0.8533333333333333,0.165,0.2505,0.20156687172476645
ArtificialDataset20,informative+redundant,KNN,2,360,0.935,0.9203238176395399,0.87,0.8204476901095412,0.17,0.2770000000000001,0.2213354693552062
ArtificialDataset20,informative+redundant,KNN,3,360,0.9325,0.9169819719563765,0.9,0.8725934314835787,0.18,0.274,0.22729498169958695
ArtificialDataset20,informative+redundant,KNN,4,360,0.9025,0.8770081505359436,0.85,0.7838616714697405,0.195,0.272,0.2317963915451238
ArtificialDataset20,informative+redundant_nonLinear,SVM-rbf,0,360,0.9725,0.9673236554130933,0.7,0.27685950413223137,0.215,0.2795,0.1858042063017392
ArtificialDataset20,informative+redundant_nonLinear,SVM-rbf,1,360,0.98,0.9764359351988217,0.71,0.28382608695652173,0.165,0.2695,0.21130152805496052
ArtificialDataset20,informative+redundant_nonLinear,SVM-rbf,2,360,0.9975,0.9971085070765485,0.7,0.20574886535552192,0.2125,0.289,0.24264510489510493
ArtificialDataset20,informative+redundant_nonLinear,SVM-rbf,3,360,0.9775,0.9734164305949008,0.71,0.28382608695652173,0.215,0.29450000000000004,0.24488727938727942
ArtificialDataset20,informative+redundant_nonLinear,SVM-rbf,4,360,0.9825,0.97953109770162,0.69,0.0,0.265,0.28400000000000003,0.24244146131646133
ArtificialDataset20,informative+redundant_nonLinear,KNN,0,360,0.92,0.9010220548682087,0.88,0.8420107719928186,0.215,0.2795,0.1858042063017392
ArtificialDataset20,informative+redundant_nonLinear,KNN,1,360,0.9375,0.9248310201332595,0.84,0.8023529411764707,0.165,0.2695,0.21130152805496052
ArtificialDataset20,informative+redundant_nonLinear,KNN,2,360,0.93,0.9145557159732248,0.89,0.8536840532057989,0.2125,0.289,0.24264510489510493
ArtificialDataset20,informative+redundant_nonLinear,KNN,3,360,0.92,0.9021146429046416,0.89,0.8536840532057989,0.215,0.29450000000000004,0.24488727938727942
ArtificialDataset20,informative+redundant_nonLinear,KNN,4,360,0.9175,0.8981507177637055,0.81,0.7091287091287091,0.265,0.28400000000000003,0.24244146131646133
ArtificialDataset20,informative+noise,SVM-rbf,0,360,0.98,0.9764359351988217,0.69,0.20037383177570092,0.2,0.28700000000000003,0.1913698627761128
ArtificialDataset20,informative+noise,SVM-rbf,1,360,0.985,0.9824232690935046,0.69,0.11281625881377022,0.17,0.2795,0.20947564935064936
ArtificialDataset20,informative+noise,SVM-rbf,2,360,0.9925,0.9912810489095821,0.68,0.0,0.195,0.2915,0.23943307733932734
ArtificialDataset20,informative+noise,SVM-rbf,3,360,0.9875,0.9853919037862706,0.7,0.20574886535552192,0.185,0.2955,0.25917319350335655
ArtificialDataset20,informative+noise,SVM-rbf,4,360,0.985,0.982501850481125,0.69,0.0,0.2125,0.28200000000000003,0.24903007409257413
