dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset7,all,SVM-rbf,0,50,1.0,1.0,0.995,0.9949998743687027,0.0275,0.061500000000000006,0.04553174603174603
ArtificialDataset7,all,SVM-rbf,1,50,0.99875,0.9987499980444275,1.0,1.0,0.03,0.06275,0.042379464285714284
ArtificialDataset7,all,SVM-rbf,2,50,1.0,1.0,0.985,0.984999619279677,0.03875,0.05600000000000001,0.028486607142857143
ArtificialDataset7,all,SVM-rbf,3,50,0.99875,0.9987499980444275,1.0,1.0,0.0175,0.05025,0.03417708333333333
ArtificialDataset7,all,SVM-rbf,4,50,1.0,1.0,0.995,0.9949998743687027,0.02875,0.060250000000000005,0.04134388528138528
ArtificialDataset7,all,KNN,0,50,0.9875,0.9874999208855751,0.985,0.984999619279677,0.0275,0.061500000000000006,0.04553174603174603
ArtificialDataset7,all,KNN,1,50,0.98875,0.9887495555292166,0.995,0.9949998743687027,0.03,0.06275,0.042379464285714284
ArtificialDataset7,all,KNN,2,50,0.99625,0.9962499941185604,0.985,0.9849965728212028,0.03875,0.05600000000000001,0.028486607142857143
ArtificialDataset7,all,KNN,3,50,0.99375,0.9937497543142421,0.98,0.9799979589754056,0.0175,0.05025,0.03417708333333333
ArtificialDataset7,all,KNN,4,50,0.99375,0.9937499901729405,0.985,0.9849965728212028,0.02875,0.060250000000000005,0.04134388528138528
ArtificialDataset7,informative,SVM-rbf,0,20,1.0,1.0,1.0,1.0,0.01875,0.0325,0.023857142857142858
ArtificialDataset7,informative,SVM-rbf,1,20,1.0,1.0,1.0,1.0,0.01,0.03225000000000001,0.019499999999999997
ArtificialDataset7,informative,SVM-rbf,2,20,1.0,1.0,1.0,1.0,0.01125,0.0325,0.019238095238095235
ArtificialDataset7,informative,SVM-rbf,3,20,1.0,1.0,1.0,1.0,0.01625,0.026250000000000006,0.016968749999999998
ArtificialDataset7,informative,SVM-rbf,4,20,1.0,1.0,1.0,1.0,0.00625,0.03,0.01416815476190476
ArtificialDataset7,informative,KNN,0,20,1.0,1.0,1.0,1.0,0.01875,0.0325,0.023857142857142858
ArtificialDataset7,informative,KNN,1,20,1.0,1.0,1.0,1.0,0.01,0.03225000000000001,0.019499999999999997
ArtificialDataset7,informative,KNN,2,20,0.9975,0.9974999843357414,0.995,0.9949998743687027,0.01125,0.0325,0.019238095238095235
ArtificialDataset7,informative,KNN,3,20,1.0,1.0,1.0,1.0,0.01625,0.026250000000000006,0.016968749999999998
ArtificialDataset7,informative,KNN,4,20,1.0,1.0,1.0,1.0,0.00625,0.03,0.01416815476190476
ArtificialDataset7,informative+redundant,SVM-rbf,0,30,1.0,1.0,1.0,1.0,0.015,0.04225,0.02595535714285714
ArtificialDataset7,informative+redundant,SVM-rbf,1,30,1.0,1.0,1.0,1.0,0.02,0.0395,0.025713293650793653
ArtificialDataset7,informative+redundant,SVM-rbf,2,30,1.0,1.0,1.0,1.0,0.0325,0.036750000000000005,0.023553571428571427
ArtificialDataset7,informative+redundant,SVM-rbf,3,30,1.0,1.0,1.0,1.0,0.0225,0.0375,0.02141964285714286
ArtificialDataset7,informative+redundant,SVM-rbf,4,30,1.0,1.0,1.0,1.0,0.0175,0.036500000000000005,0.020653273809523805
ArtificialDataset7,informative+redundant,KNN,0,30,1.0,1.0,0.995,0.9949998743687027,0.015,0.04225,0.02595535714285714
ArtificialDataset7,informative+redundant,KNN,1,30,0.99875,0.9987499980444275,1.0,1.0,0.02,0.0395,0.025713293650793653
ArtificialDataset7,informative+redundant,KNN,2,30,0.9975,0.9975,1.0,1.0,0.0325,0.036750000000000005,0.023553571428571427
ArtificialDataset7,informative+redundant,KNN,3,30,1.0,1.0,1.0,1.0,0.0225,0.0375,0.02141964285714286
ArtificialDataset7,informative+redundant,KNN,4,30,0.9975,0.9975,1.0,1.0,0.0175,0.036500000000000005,0.020653273809523805
ArtificialDataset7,informative+redundant_nonLinear,SVM-rbf,0,30,1.0,1.0,0.995,0.9949998743687027,0.01625,0.03825,0.025354166666666667
ArtificialDataset7,informative+redundant_nonLinear,SVM-rbf,1,30,1.0,1.0,1.0,1.0,0.025,0.0395,0.029031249999999998
ArtificialDataset7,informative+redundant_nonLinear,SVM-rbf,2,30,1.0,1.0,0.985,0.984999619279677,0.0125,0.036000000000000004,0.026764880952380953
ArtificialDataset7,informative+redundant_nonLinear,SVM-rbf,3,30,1.0,1.0,1.0,1.0,0.025,0.035500000000000004,0.016593749999999997
ArtificialDataset7,informative+redundant_nonLinear,SVM-rbf,4,30,1.0,1.0,0.995,0.9949998743687027,0.01625,0.03275,0.013833333333333333
ArtificialDataset7,informative+redundant_nonLinear,KNN,0,30,0.995,0.9949999685927675,0.99,0.9899989897969492,0.01625,0.03825,0.025354166666666667
