fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,30,"['f17', 'f53', 'f19', 'f10', 'f22', 'f23', 'f48', 'f12', 'f9', 'f47', 'f55', 'f26', 'f3', 'f15', 'f0', 'f5', 'f20', 'f11', 'f27', 'f7', 'f1', 'f2', 'f68', 'f54', 'f8', 'f21', 'f28', 'f18', 'f16', 'f24']",0.9475,0.9382060419723756,0.96,0.9537572254335259,0.21050000000000002,"['f35', 'f24', 'f51', 'f14', 'f4', 'f18', 'f21', 'f8', 'f36', 'f7', 'f67', 'f6', 'f68', 'f37', 'f38', 'f0', 'f1', 'f20', 'f15', 'f2', 'f30', 'f25', 'f44', 'f10', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f55', 'f9', 'f45', 'f72', 'f32', 'f40', 'f47', 'f33', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f27', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f28', 'f26', 'f71']","['f22', 'f17', 'f19', 'f53', 'f23', 'f12']",SVM-rbf
2,kDN_importances_norm,30,"['f55', 'f53', 'f26', 'f9', 'f47', 'f23', 'f11', 'f10', 'f48', 'f2', 'f12', 'f56', 'f59', 'f17', 'f3', 'f15', 'f19', 'f68', 'f1', 'f27', 'f24', 'f16', 'f25', 'f18', 'f0', 'f20', 'f4', 'f5', 'f43', 'f49']",0.965,0.9597425429839982,0.88,0.8499147242751564,0.2025,"['f35', 'f51', 'f18', 'f4', 'f24', 'f14', 'f21', 'f36', 'f8', 'f7', 'f67', 'f6', 'f37', 'f38', 'f22', 'f0', 'f1', 'f20', 'f15', 'f2', 'f25', 'f30', 'f44', 'f10', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f9', 'f72', 'f32', 'f40', 'f47', 'f33', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f12', 'f71']","['f55', 'f68', 'f53', 'f26']",SVM-rbf
3,kDN_importances_norm,30,"['f9', 'f22', 'f53', 'f47', 'f10', 'f27', 'f23', 'f17', 'f1', 'f20', 'f55', 'f2', 'f11', 'f26', 'f16', 'f56', 'f18', 'f48', 'f3', 'f0', 'f7', 'f15', 'f24', 'f5', 'f49', 'f6', 'f68', 'f21', 'f25', 'f14']",0.96,0.9537572254335259,0.9,0.8756218905472636,0.20600000000000002,"['f35', 'f24', 'f51', 'f4', 'f14', 'f18', 'f21', 'f36', 'f7', 'f8', 'f67', 'f6', 'f68', 'f37', 'f38', 'f0', 'f1', 'f20', 'f15', 'f2', 'f25', 'f30', 'f44', 'f41', 'f43', 'f42', 'f56', 'f13', 'f59', 'f55', 'f45', 'f72', 'f32', 'f40', 'f33', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f17', 'f19', 'f66', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f22', 'f10', 'f9', 'f47', 'f27', 'f53']",SVM-rbf
4,kDN_importances_norm,30,"['f55', 'f10', 'f47', 'f27', 'f12', 'f53', 'f22', 'f9', 'f23', 'f3', 'f17', 'f16', 'f48', 'f24', 'f26', 'f18', 'f0', 'f15', 'f11', 'f56', 'f19', 'f7', 'f8', 'f45', 'f28', 'f21', 'f43', 'f2', 'f1', 'f13']",0.95,0.9410377358490567,0.9,0.8808893594494442,0.20600000000000002,"['f35', 'f18', 'f51', 'f14', 'f4', 'f24', 'f21', 'f8', 'f7', 'f36', 'f67', 'f6', 'f68', 'f37', 'f38', 'f22', 'f0', 'f1', 'f20', 'f15', 'f2', 'f30', 'f25', 'f44', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f55', 'f9', 'f45', 'f72', 'f32', 'f40', 'f47', 'f33', 'f29', 'f63', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f71']","['f27', 'f53', 'f10', 'f12']",SVM-rbf
5,kDN_importances_norm,30,"['f53', 'f22', 'f9', 'f10', 'f56', 'f12', 'f48', 'f29', 'f26', 'f55', 'f7', 'f47', 'f23', 'f17', 'f8', 'f5', 'f2', 'f11', 'f16', 'f20', 'f59', 'f1', 'f27', 'f15', 'f0', 'f43', 'f18', 'f24', 'f45', 'f25']",0.96,0.9537572254335259,0.91,0.8896077638495754,0.1975,"['f35', 'f51', 'f18', 'f4', 'f24', 'f14', 'f21', 'f36', 'f7', 'f8', 'f67', 'f6', 'f37', 'f38', 'f0', 'f1', 'f20', 'f15', 'f2', 'f25', 'f30', 'f44', 'f41', 'f43', 'f42', 'f13', 'f59', 'f55', 'f45', 'f72', 'f32', 'f47', 'f40', 'f33', 'f16', 'f11', 'f3', 'f5', 'f17', 'f19', 'f27', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f71']","['f56', 'f9', 'f29', 'f22', 'f48', 'f53', 'f10', 'f12']",SVM-rbf
1,kDN_importances_norm,30,"['f17', 'f53', 'f19', 'f10', 'f22', 'f23', 'f48', 'f12', 'f9', 'f47', 'f55', 'f26', 'f3', 'f15', 'f0', 'f5', 'f20', 'f11', 'f27', 'f7', 'f1', 'f2', 'f68', 'f54', 'f8', 'f21', 'f28', 'f18', 'f16', 'f24']",0.9075,0.8861538461538462,0.9,0.8756218905472636,0.21050000000000002,"['f35', 'f24', 'f51', 'f14', 'f4', 'f18', 'f21', 'f8', 'f36', 'f7', 'f67', 'f6', 'f68', 'f37', 'f38', 'f0', 'f1', 'f20', 'f15', 'f2', 'f30', 'f25', 'f44', 'f10', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f55', 'f9', 'f45', 'f72', 'f32', 'f40', 'f47', 'f33', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f27', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f28', 'f26', 'f71']","['f22', 'f17', 'f19', 'f53', 'f23', 'f12']",KNN
2,kDN_importances_norm,30,"['f55', 'f53', 'f26', 'f9', 'f47', 'f23', 'f11', 'f10', 'f48', 'f2', 'f12', 'f56', 'f59', 'f17', 'f3', 'f15', 'f19', 'f68', 'f1', 'f27', 'f24', 'f16', 'f25', 'f18', 'f0', 'f20', 'f4', 'f5', 'f43', 'f49']",0.9025,0.8777429467084638,0.83,0.7683467410934166,0.2025,"['f35', 'f51', 'f18', 'f4', 'f24', 'f14', 'f21', 'f36', 'f8', 'f7', 'f67', 'f6', 'f37', 'f38', 'f22', 'f0', 'f1', 'f20', 'f15', 'f2', 'f25', 'f30', 'f44', 'f10', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f9', 'f72', 'f32', 'f40', 'f47', 'f33', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f12', 'f71']","['f55', 'f68', 'f53', 'f26']",KNN
3,kDN_importances_norm,30,"['f9', 'f22', 'f53', 'f47', 'f10', 'f27', 'f23', 'f17', 'f1', 'f20', 'f55', 'f2', 'f11', 'f26', 'f16', 'f56', 'f18', 'f48', 'f3', 'f0', 'f7', 'f15', 'f24', 'f5', 'f49', 'f6', 'f68', 'f21', 'f25', 'f14']",0.9075,0.8879993995947264,0.85,0.7973295183595612,0.20600000000000002,"['f35', 'f24', 'f51', 'f4', 'f14', 'f18', 'f21', 'f36', 'f7', 'f8', 'f67', 'f6', 'f68', 'f37', 'f38', 'f0', 'f1', 'f20', 'f15', 'f2', 'f25', 'f30', 'f44', 'f41', 'f43', 'f42', 'f56', 'f13', 'f59', 'f55', 'f45', 'f72', 'f32', 'f40', 'f33', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f17', 'f19', 'f66', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f22', 'f10', 'f9', 'f47', 'f27', 'f53']",KNN
4,kDN_importances_norm,30,"['f55', 'f10', 'f47', 'f27', 'f12', 'f53', 'f22', 'f9', 'f23', 'f3', 'f17', 'f16', 'f48', 'f24', 'f26', 'f18', 'f0', 'f15', 'f11', 'f56', 'f19', 'f7', 'f8', 'f45', 'f28', 'f21', 'f43', 'f2', 'f1', 'f13']",0.8925,0.8639951803386166,0.88,0.8499147242751564,0.20600000000000002,"['f35', 'f18', 'f51', 'f14', 'f4', 'f24', 'f21', 'f8', 'f7', 'f36', 'f67', 'f6', 'f68', 'f37', 'f38', 'f22', 'f0', 'f1', 'f20', 'f15', 'f2', 'f30', 'f25', 'f44', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f55', 'f9', 'f45', 'f72', 'f32', 'f40', 'f47', 'f33', 'f29', 'f63', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f71']","['f27', 'f53', 'f10', 'f12']",KNN
5,kDN_importances_norm,30,"['f53', 'f22', 'f9', 'f10', 'f56', 'f12', 'f48', 'f29', 'f26', 'f55', 'f7', 'f47', 'f23', 'f17', 'f8', 'f5', 'f2', 'f11', 'f16', 'f20', 'f59', 'f1', 'f27', 'f15', 'f0', 'f43', 'f18', 'f24', 'f45', 'f25']",0.92,0.9036617690369448,0.86,0.8087674714104194,0.1975,"['f35', 'f51', 'f18', 'f4', 'f24', 'f14', 'f21', 'f36', 'f7', 'f8', 'f67', 'f6', 'f37', 'f38', 'f0', 'f1', 'f20', 'f15', 'f2', 'f25', 'f30', 'f44', 'f41', 'f43', 'f42', 'f13', 'f59', 'f55', 'f45', 'f72', 'f32', 'f47', 'f40', 'f33', 'f16', 'f11', 'f3', 'f5', 'f17', 'f19', 'f27', 'f54', 'f39', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f71']","['f56', 'f9', 'f29', 'f22', 'f48', 'f53', 'f10', 'f12']",KNN
