fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,7.333333333333333,"['V19', 'V1', 'V20', 'V2', 'V18', 'V9', 'V16']",0.9166666666666666,0.8674698795180724,0.8717948717948718,0.7733333333333333,0.10512820512820512,"['V4', 'V17', 'V16', 'V21', 'V2', 'V3', 'V9']","['V1', 'V18', 'V19', 'V20']",SVM-rbf
2,kDN_importances_norm,7.333333333333333,"['V1', 'V19', 'V3', 'V2', 'V20', 'V4', 'V21']",0.8846153846153846,0.8098591549295775,0.9230769230769231,0.8695652173913043,0.11794871794871795,"['V17', 'V16', 'V18', 'V21', 'V2', 'V3', 'V9']","['V4', 'V1', 'V19', 'V20']",SVM-rbf
3,kDN_importances_norm,7.333333333333333,"['V1', 'V20', 'V18', 'V9', 'V2', 'V19', 'V4']",0.8974358974358975,0.8325358851674641,0.9230769230769231,0.8826086956521739,0.12564102564102564,"['V17', 'V16', 'V21', 'V2', 'V3', 'V19', 'V4']","['V1', 'V18', 'V20', 'V9']",SVM-rbf
4,kDN_importances_norm,7.333333333333333,"['V1', 'V19', 'V3', 'V18', 'V2', 'V21', 'V20']",0.9166666666666666,0.8638992605608025,0.8461538461538461,0.7009063444108761,0.11153846153846153,"['V17', 'V16', 'V18', 'V2', 'V3', 'V9']","['V1', 'V21', 'V19', 'V20', 'V4']",SVM-rbf
5,kDN_importances_norm,7.333333333333333,"['V1', 'V19', 'V2', 'V3', 'V4', 'V18', 'V20']",0.9038461538461539,0.8369439518926838,0.8717948717948718,0.7733333333333333,0.12435897435897435,"['V17', 'V16', 'V18', 'V21', 'V3', 'V20', 'V9']","['V4', 'V1', 'V2', 'V19']",SVM-rbf
1,kDN_importances_norm,7.333333333333333,"['V19', 'V1', 'V20', 'V2', 'V18', 'V9', 'V16']",0.9551282051282052,0.9386578839028407,0.8717948717948718,0.8164146868250538,0.10512820512820512,"['V4', 'V17', 'V16', 'V21', 'V2', 'V3', 'V9']","['V1', 'V18', 'V19', 'V20']",KNN
2,kDN_importances_norm,7.333333333333333,"['V1', 'V19', 'V3', 'V2', 'V20', 'V4', 'V21']",0.9358974358974359,0.9141176470588235,0.9230769230769231,0.8924302788844624,0.11794871794871795,"['V17', 'V16', 'V18', 'V21', 'V2', 'V3', 'V9']","['V4', 'V1', 'V19', 'V20']",KNN
3,kDN_importances_norm,7.333333333333333,"['V1', 'V20', 'V18', 'V9', 'V2', 'V19', 'V4']",0.9358974358974359,0.9090456017941689,0.8974358974358975,0.8605577689243029,0.12564102564102564,"['V17', 'V16', 'V21', 'V2', 'V3', 'V19', 'V4']","['V1', 'V18', 'V20', 'V9']",KNN
4,kDN_importances_norm,7.333333333333333,"['V1', 'V19', 'V3', 'V18', 'V2', 'V21', 'V20']",0.9551282051282052,0.9374812683570101,0.8974358974358975,0.832535885167464,0.11153846153846153,"['V17', 'V16', 'V18', 'V2', 'V3', 'V9']","['V1', 'V21', 'V19', 'V20', 'V4']",KNN
5,kDN_importances_norm,7.333333333333333,"['V1', 'V19', 'V2', 'V3', 'V4', 'V18', 'V20']",0.9615384615384616,0.9470588235294117,0.8974358974358975,0.8605577689243029,0.12435897435897435,"['V17', 'V16', 'V18', 'V21', 'V3', 'V20', 'V9']","['V4', 'V1', 'V2', 'V19']",KNN
