feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,-0.007500000000000007,-0.00013157894736842116,57.0,1.0,0.0,1,SVM-rbf
f1,-0.0020000000000001683,-6.896551724138511e-05,29.0,1.0,0.0,1,SVM-rbf
f10,0.020500000000000018,0.00033064516129032286,62.0,1.0,2.0,1,SVM-rbf
f100,-0.039999999999999925,-0.003333333333333327,12.0,1.0,0.0,1,SVM-rbf
f101,0.0009999999999999454,2.6315789473682772e-05,38.0,1.0,0.0,1,SVM-rbf
f102,-0.02549999999999991,-0.00121428571428571,21.0,1.0,0.0,1,SVM-rbf
f103,-0.017500000000000016,-0.001093750000000001,16.0,1.0,0.0,1,SVM-rbf
f104,0.39150000000000007,0.0018732057416267947,209.0,1.0,15.0,1,SVM-rbf
f105,-0.0019999999999999463,-8.33333333333311e-05,24.0,1.0,1.0,1,SVM-rbf
f106,-0.014500000000000124,-0.00048333333333333746,30.0,1.0,0.0,1,SVM-rbf
f107,-0.01849999999999996,-0.0004999999999999989,37.0,1.0,0.0,1,SVM-rbf
f108,0.050499999999999656,0.000711267605633798,71.0,1.0,3.0,1,SVM-rbf
f109,-0.01700000000000007,-0.002125000000000009,8.0,1.0,0.0,1,SVM-rbf
f11,0.005999999999999894,0.00014285714285714035,42.0,1.0,0.0,1,SVM-rbf
f110,-0.011499999999999622,-0.0001796874999999941,64.0,1.0,0.0,1,SVM-rbf
f111,-0.011499999999999955,-0.0016428571428571364,7.0,1.0,0.0,1,SVM-rbf
f112,,,,,,1,SVM-rbf
f113,,,,,,1,SVM-rbf
f114,,,,,,1,SVM-rbf
f115,,,,,,1,SVM-rbf
f116,-0.01799999999999996,-0.00449999999999999,4.0,1.0,0.0,1,SVM-rbf
f117,,,,,,1,SVM-rbf
f118,-0.008999999999999897,-0.00023684210526315517,38.0,1.0,0.0,1,SVM-rbf
f119,,,,,,1,SVM-rbf
f12,0.09200000000000019,0.0004867724867724878,189.0,1.0,3.0,1,SVM-rbf
f120,0.0004999999999997784,1.1111111111106187e-05,45.0,1.0,0.0,1,SVM-rbf
f121,,,,,,1,SVM-rbf
f122,,,,,,1,SVM-rbf
f123,,,,,,1,SVM-rbf
f124,-0.010999999999999954,-0.002199999999999991,5.0,1.0,0.0,1,SVM-rbf
f125,0.016500000000000126,0.00010377358490566117,159.0,1.0,1.0,1,SVM-rbf
f126,0.050500000000000156,0.0007426470588235317,68.0,1.0,3.0,1,SVM-rbf
f127,,,,,,1,SVM-rbf
f128,,,,,,1,SVM-rbf
f129,-0.0045000000000000595,-8.653846153846268e-05,52.0,1.0,0.0,1,SVM-rbf
f13,-0.03650000000000009,-0.0008690476190476212,42.0,1.0,0.0,1,SVM-rbf
f130,,,,,,1,SVM-rbf
f131,-0.007500000000000007,-0.0004411764705882357,17.0,1.0,0.0,1,SVM-rbf
f132,,,,,,1,SVM-rbf
f133,,,,,,1,SVM-rbf
f134,-0.0040000000000000036,-6.779661016949159e-05,59.0,1.0,0.0,1,SVM-rbf
f135,-0.013500000000000123,-0.0006136363636363693,22.0,1.0,0.0,1,SVM-rbf
f136,-0.009999999999999953,-0.0003846153846153828,26.0,1.0,0.0,1,SVM-rbf
f137,,,,,,1,SVM-rbf
f138,0.005000000000000282,7.936507936508384e-05,63.0,1.0,0.0,1,SVM-rbf
f139,,,,,,1,SVM-rbf
f14,0.16099999999999987,0.001533333333333332,105.0,1.0,6.0,1,SVM-rbf
f140,-0.03200000000000003,-0.0007111111111111118,45.0,1.0,0.0,1,SVM-rbf
f141,-0.02699999999999997,-0.0005624999999999993,48.0,1.0,0.0,1,SVM-rbf
f142,,,,,,1,SVM-rbf
f143,-0.027500000000000024,-0.003928571428571432,7.0,1.0,0.0,1,SVM-rbf
f144,,,,,,1,SVM-rbf
f145,0.010499999999999954,0.00020192307692307605,52.0,1.0,1.0,1,SVM-rbf
f146,,,,,,1,SVM-rbf
f147,0.12400000000000017,0.0017971014492753647,69.0,1.0,4.0,1,SVM-rbf
f148,-0.01050000000000012,-0.00030882352941176823,34.0,1.0,0.0,1,SVM-rbf
f149,,,,,,1,SVM-rbf
f15,-0.0004999999999997784,-2.1739130434772974e-05,23.0,1.0,0.0,1,SVM-rbf
f150,,,,,,1,SVM-rbf
f151,-0.03450000000000014,-0.0004726027397260293,73.0,1.0,0.0,1,SVM-rbf
f152,,,,,,1,SVM-rbf
f153,,,,,,1,SVM-rbf
f154,0.052499999999999936,0.0007094594594594586,74.0,1.0,1.0,1,SVM-rbf
f155,-0.015499999999999903,-0.00020945945945945814,74.0,1.0,0.0,1,SVM-rbf
f156,,,,,,1,SVM-rbf
f157,,,,,,1,SVM-rbf
f158,,,,,,1,SVM-rbf
f159,-0.019499999999999906,-0.00033620689655172254,58.0,1.0,0.0,1,SVM-rbf
f16,-0.013999999999999735,-0.0005833333333333223,24.0,1.0,0.0,1,SVM-rbf
f160,0.15499999999999986,0.0011071428571428562,140.0,0.0,11.0,1,SVM-rbf
f161,0.19400000000000017,0.0028529411764705906,68.0,0.0,10.0,1,SVM-rbf
f162,,,,,,1,SVM-rbf
f163,0.0819999999999999,0.000611940298507462,134.0,1.0,5.0,1,SVM-rbf
f164,,,,,,1,SVM-rbf
f165,,,,,,1,SVM-rbf
