fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Chest_pain_type', 'Thal', 'Max_heart_rate']",0.7768595041322314,0.7729468599033816,0.8032786885245902,0.7977991746905088,0.25206611570247933,"['Cholesterol', 'Slope', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Oldpeak']","['Thal', 'Number_of_vessels_colored', 'Exercise_induced_angina', 'Chest_pain_type']",LogReg
2,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Thal', 'Chest_pain_type', 'Oldpeak']",0.7768595041322314,0.7695450830836283,0.7049180327868853,0.6906474820143885,0.23057851239669427,"['Cholesterol', 'Slope', 'Oldpeak', 'Max_heart_rate', 'Resting_ecg', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Exercise_induced_angina']","['Thal', 'Number_of_vessels_colored', 'Chest_pain_type']",LogReg
3,kDN_importances_norm,4.333333333333333,"['Thal', 'Number_of_vessels_colored', 'Exercise_induced_angina', 'Slope']",0.8140495867768595,0.8107103965152777,0.7213114754098361,0.7175226586102719,0.22892561983471074,"['Cholesterol', 'Oldpeak', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Chest_pain_type']","['Slope', 'Thal', 'Number_of_vessels_colored', 'Exercise_induced_angina']",LogReg
4,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Exercise_induced_angina', 'Slope', 'Chest_pain_type']",0.7283950617283951,0.7204326808021825,0.8333333333333334,0.8297002724795641,0.2847736625514404,"['Cholesterol', 'Thal', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Chest_pain_type']","['Slope', 'Number_of_vessels_colored', 'Oldpeak', 'Exercise_induced_angina']",LogReg
5,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Thal', 'Chest_pain_type', 'Oldpeak']",0.7777777777777778,0.7701661937576003,0.7333333333333333,0.7296466973886329,0.2641975308641976,"['Oldpeak', 'Slope', 'Cholesterol', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Exercise_induced_angina']","['Thal', 'Number_of_vessels_colored', 'Chest_pain_type']",LogReg
1,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Chest_pain_type', 'Thal', 'Max_heart_rate']",0.7768595041322314,0.7734939759036146,0.8032786885245902,0.8000000000000002,0.25206611570247933,"['Cholesterol', 'Slope', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Oldpeak']","['Thal', 'Number_of_vessels_colored', 'Exercise_induced_angina', 'Chest_pain_type']",SVM-linear
2,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Thal', 'Chest_pain_type', 'Oldpeak']",0.7727272727272727,0.7656374615472258,0.7049180327868853,0.6906474820143885,0.23057851239669427,"['Cholesterol', 'Slope', 'Oldpeak', 'Max_heart_rate', 'Resting_ecg', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Exercise_induced_angina']","['Thal', 'Number_of_vessels_colored', 'Chest_pain_type']",SVM-linear
3,kDN_importances_norm,4.333333333333333,"['Thal', 'Number_of_vessels_colored', 'Exercise_induced_angina', 'Slope']",0.8140495867768595,0.8107103965152777,0.7213114754098361,0.7175226586102719,0.22892561983471074,"['Cholesterol', 'Oldpeak', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Chest_pain_type']","['Slope', 'Thal', 'Number_of_vessels_colored', 'Exercise_induced_angina']",SVM-linear
4,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Exercise_induced_angina', 'Slope', 'Chest_pain_type']",0.7489711934156379,0.7385426969996702,0.85,0.8459214501510574,0.2847736625514404,"['Cholesterol', 'Thal', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Chest_pain_type']","['Slope', 'Number_of_vessels_colored', 'Oldpeak', 'Exercise_induced_angina']",SVM-linear
5,kDN_importances_norm,4.333333333333333,"['Number_of_vessels_colored', 'Thal', 'Chest_pain_type', 'Oldpeak']",0.7901234567901234,0.7847912087912089,0.75,0.7476635514018691,0.2641975308641976,"['Oldpeak', 'Slope', 'Cholesterol', 'Resting_ecg', 'Max_heart_rate', 'Sex', 'Age', 'Fasting_blood_sugar_.lt._120', 'Trestbps', 'Exercise_induced_angina']","['Thal', 'Number_of_vessels_colored', 'Chest_pain_type']",SVM-linear
