model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_Hostility_mean,complexity_Hostility_std,complexity_N1_mean,complexity_N1_std,complexity_kDN_mean,complexity_kDN_std
KNN,Hostility_importances_norm,0.96,0.007234898064243923,0.96875,0.9599965989246281,0.007236135522372152,0.9687487398685432,0.9359999999999999,0.013416407864998738,0.95,0.9359667913406676,0.013426409287573732,0.9499947362880304,0.0785,0.014905955185763842,0.09477678571428572,0.011988117958495033,0.1247,0.006328013116294873
KNN,N1_importances_norm,0.9595,0.0043839194791875525,0.965,0.9594958359154344,0.004388824578671962,0.9649997733145941,0.9339999999999999,0.01431782106327631,0.95,0.9339425673811949,0.014349264850627565,0.9499525866610473,0.093,0.01853206680324674,0.09662321428571427,0.00449315940449929,0.1274,0.00713836465865957
KNN,kDN_importances_norm,0.9555,0.007426725388756484,0.965,0.9554970592672609,0.007425967143887765,0.9649963726811069,0.9269999999999999,0.023075961518428643,0.945,0.9269519553719509,0.02307599727171345,0.9449985449350512,0.0945,0.02001171531878265,0.10503511904761904,0.015108385142785188,0.13485,0.018306078225551217
SVM-rbf,Hostility_importances_norm,0.97075,0.007479137650825809,0.98,0.9707468683622196,0.0074822838863029695,0.9799994897829026,0.954,0.01294217910554481,0.965,0.9539704609852263,0.012960265049868278,0.9649990932407574,0.0785,0.014905955185763842,0.09477678571428572,0.011988117958495033,0.1247,0.006328013116294873
SVM-rbf,N1_importances_norm,0.9717500000000001,0.004293891009329427,0.9775,0.9717480588486647,0.0042947511907143795,0.9774994245377119,0.958,0.012549900398011122,0.975,0.9579852546865961,0.0125453892340385,0.9749942294375625,0.093,0.01853206680324674,0.09662321428571427,0.00449315940449929,0.1274,0.00713836465865957
SVM-rbf,kDN_importances_norm,0.9692500000000001,0.002436698586202228,0.9725,0.9692477753598236,0.0024368002150585715,0.9724971719457014,0.953,0.011510864433221314,0.965,0.9529810368162014,0.01150301148911032,0.9649555134756556,0.0945,0.02001171531878265,0.10503511904761904,0.015108385142785188,0.13485,0.018306078225551217
