model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_Hostility_mean,complexity_Hostility_std,complexity_N1_mean,complexity_N1_std,complexity_kDN_mean,complexity_kDN_std
KNN,Hostility_importances_norm,0.7375,0.0257390753524675,0.7725,0.651690412916812,0.047756063372724936,0.7062093176332919,0.618,0.05357238094391551,0.66,0.41088045652166433,0.11061051757127506,0.5512,0.31849999999999995,0.02589642832515711,0.41932770197860325,0.01633430088060958,0.4354,0.014656056768449022
KNN,N1_importances_norm,0.7495,0.031543620591174985,0.7775,0.6419995179906628,0.0788339973261335,0.7048360437216741,0.6519999999999999,0.03563705936241094,0.7,0.42142076301170694,0.0752311140881656,0.5188679245283019,0.3125,0.033213325638966056,0.39320349281566386,0.026875003027658658,0.41580000000000006,0.011122050170719417
KNN,kDN_importances_norm,0.7404999999999999,0.019235384061671332,0.7575,0.6549401555945111,0.03778172649361786,0.7013079401213427,0.608,0.01923538406167136,0.63,0.4149728720617472,0.08851434581230008,0.4732221246707637,0.3335,0.031104662029991577,0.43267311858463176,0.021855490049814345,0.42730000000000007,0.014403124660989376
SVM-rbf,Hostility_importances_norm,0.858,0.01780098311891791,0.88,0.8152713847720067,0.02895130774142348,0.8499147242751564,0.644,0.01140175425099139,0.66,0.07591365445066565,0.07593902563739034,0.17714285714285716,0.31849999999999995,0.02589642832515711,0.41932770197860325,0.01633430088060958,0.4354,0.014656056768449022
SVM-rbf,N1_importances_norm,0.867,0.02551960031034971,0.8875,0.8285807961762217,0.04157739948150023,0.8608146373339142,0.652,0.017888543819998326,0.66,0.19023812146101182,0.07327117509490223,0.3065512978986402,0.3125,0.033213325638966056,0.39320349281566386,0.026875003027658658,0.41580000000000006,0.011122050170719417
SVM-rbf,kDN_importances_norm,0.858,0.03285384300199901,0.885,0.8130237742890107,0.05757105287881979,0.8572130055066465,0.638,0.02280350850198279,0.66,0.1475145797329129,0.10273933370486057,0.27184466019417475,0.3335,0.031104662029991577,0.43267311858463176,0.021855490049814345,0.42730000000000007,0.014403124660989376
