feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,0.5824999999999998,0.003909395973154361,149.0,0.0,20.0,1,SVM-rbf
f1,0.03500000000000003,0.00035353535353535386,99.0,1.0,1.0,1,SVM-rbf
f10,0.006499999999999839,0.0006499999999999839,10.0,1.0,0.0,1,SVM-rbf
f11,-0.02300000000000002,-0.0015333333333333347,15.0,1.0,0.0,1,SVM-rbf
f12,-0.005500000000000171,-0.00012790697674419004,43.0,1.0,0.0,1,SVM-rbf
f13,-0.020000000000000018,-0.0028571428571428597,7.0,1.0,0.0,1,SVM-rbf
f14,-0.025499999999999967,-0.0012142857142857127,21.0,1.0,0.0,1,SVM-rbf
f15,0.010500000000000065,0.00035000000000000216,30.0,1.0,1.0,1,SVM-rbf
f16,-0.02400000000000002,-0.0012631578947368432,19.0,1.0,0.0,1,SVM-rbf
f17,-0.014499999999999902,-0.0006904761904761858,21.0,1.0,0.0,1,SVM-rbf
f18,-0.0015000000000000013,-4.687500000000004e-05,32.0,1.0,0.0,1,SVM-rbf
f19,0.006499999999999895,0.00012037037037036842,54.0,1.0,0.0,1,SVM-rbf
f2,-0.019000000000000072,-0.0011875000000000045,16.0,1.0,0.0,1,SVM-rbf
f20,-0.006999999999999951,-0.00016279069767441746,43.0,1.0,1.0,1,SVM-rbf
f21,-0.016000000000000014,-0.0020000000000000018,8.0,1.0,0.0,1,SVM-rbf
f22,-0.019500000000000017,-0.019500000000000017,1.0,1.0,0.0,1,SVM-rbf
f23,-0.013500000000000012,-0.0012272727272727283,11.0,1.0,0.0,1,SVM-rbf
f24,-0.0040000000000000036,-0.000153846153846154,26.0,1.0,0.0,1,SVM-rbf
f25,-0.019499999999999962,-0.001499999999999997,13.0,1.0,0.0,1,SVM-rbf
f26,0.009500000000000064,0.0003166666666666688,30.0,1.0,0.0,1,SVM-rbf
f27,-0.020000000000000184,-0.0008000000000000074,25.0,1.0,0.0,1,SVM-rbf
f28,-0.02150000000000013,-0.003583333333333355,6.0,1.0,0.0,1,SVM-rbf
f29,-0.0014999999999998903,-6.81818181818132e-05,22.0,1.0,0.0,1,SVM-rbf
f3,-0.03250000000000003,-0.0012037037037037049,27.0,1.0,0.0,1,SVM-rbf
f30,-0.010499999999999954,-0.0008076923076923042,13.0,1.0,0.0,1,SVM-rbf
f31,-0.03749999999999998,-0.0017045454545454536,22.0,1.0,0.0,1,SVM-rbf
f32,0.0355000000000002,0.0004329268292682951,82.0,1.0,1.0,1,SVM-rbf
f33,0.48900000000000055,0.0026432432432432463,185.0,0.0,21.0,1,SVM-rbf
f34,-0.022000000000000075,-0.0024444444444444526,9.0,1.0,0.0,1,SVM-rbf
f35,-0.027000000000000135,-0.0024545454545454666,11.0,1.0,0.0,1,SVM-rbf
f36,0.3445000000000004,0.00211349693251534,163.0,1.0,11.0,1,SVM-rbf
f37,0.08450000000000024,0.0016900000000000049,50.0,1.0,3.0,1,SVM-rbf
f38,-0.015000000000000069,-0.003750000000000017,4.0,1.0,0.0,1,SVM-rbf
f39,0.0020000000000000018,0.00010526315789473693,19.0,1.0,0.0,1,SVM-rbf
f4,-0.014500000000000013,-0.0003295454545454548,44.0,1.0,0.0,1,SVM-rbf
f40,-0.002999999999999947,-0.00013636363636363396,22.0,1.0,0.0,1,SVM-rbf
f41,-0.04150000000000026,-0.0018043478260869677,23.0,1.0,0.0,1,SVM-rbf
f42,-0.015999999999999848,-0.000592592592592587,27.0,1.0,0.0,1,SVM-rbf
f43,-0.031000000000000083,-0.0025833333333333403,12.0,1.0,0.0,1,SVM-rbf
f44,-0.025499999999999967,-0.002124999999999997,12.0,1.0,0.0,1,SVM-rbf
f45,0.13600000000000012,0.002566037735849059,53.0,1.0,7.0,1,SVM-rbf
f46,-0.014500000000000013,-0.0014500000000000012,10.0,1.0,0.0,1,SVM-rbf
f47,-0.024500000000000022,-0.004083333333333337,6.0,1.0,0.0,1,SVM-rbf
f48,-0.026499999999999913,-0.0007571428571428547,35.0,1.0,0.0,1,SVM-rbf
f49,-0.017499999999999905,-0.0010294117647058768,17.0,1.0,0.0,1,SVM-rbf
f5,0.0005000000000001115,2.777777777778397e-05,18.0,1.0,0.0,1,SVM-rbf
f50,-0.01899999999999996,-0.002374999999999995,8.0,1.0,0.0,1,SVM-rbf
f51,0.01700000000000018,0.0004857142857142909,35.0,1.0,0.0,1,SVM-rbf
f52,-0.007999999999999896,-0.000571428571428564,14.0,1.0,0.0,1,SVM-rbf
f53,0.03999999999999998,0.0013333333333333326,30.0,1.0,1.0,1,SVM-rbf
f54,0.014500000000000013,0.0006904761904761911,21.0,1.0,0.0,1,SVM-rbf
