dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ArtificialDataset18b,1,kDN_importances_norm,34,77,KNN,0.6,0.4545454545454546
ArtificialDataset18b,1,kDN_importances_norm,35,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,35,77,KNN,0.6,0.4545454545454546
ArtificialDataset18b,1,kDN_importances_norm,36,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,36,77,KNN,0.56,0.4455445544554455
ArtificialDataset18b,1,kDN_importances_norm,37,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,37,77,KNN,0.58,0.4591474245115453
ArtificialDataset18b,1,kDN_importances_norm,38,77,SVM-rbf,0.7,0.42244224422442245
ArtificialDataset18b,1,kDN_importances_norm,38,77,KNN,0.58,0.4591474245115453
ArtificialDataset18b,1,kDN_importances_norm,39,77,SVM-rbf,0.7,0.42244224422442245
ArtificialDataset18b,1,kDN_importances_norm,39,77,KNN,0.58,0.4591474245115453
ArtificialDataset18b,1,kDN_importances_norm,40,77,SVM-rbf,0.73,0.5134534682794372
ArtificialDataset18b,1,kDN_importances_norm,40,77,KNN,0.58,0.44077134986225897
ArtificialDataset18b,1,kDN_importances_norm,41,77,SVM-rbf,0.72,0.4744525547445256
ArtificialDataset18b,1,kDN_importances_norm,41,77,KNN,0.52,0.3827893175074184
ArtificialDataset18b,1,kDN_importances_norm,42,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,42,77,KNN,0.48,0.3600000000000001
ArtificialDataset18b,1,kDN_importances_norm,43,77,SVM-rbf,0.73,0.5134534682794372
ArtificialDataset18b,1,kDN_importances_norm,43,77,KNN,0.48,0.3600000000000001
ArtificialDataset18b,1,kDN_importances_norm,44,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,44,77,KNN,0.53,0.40845404891949655
ArtificialDataset18b,1,kDN_importances_norm,45,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,45,77,KNN,0.59,0.48256684491978613
ArtificialDataset18b,1,kDN_importances_norm,46,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,kDN_importances_norm,46,77,KNN,0.57,0.4828022789618062
ArtificialDataset18b,1,kDN_importances_norm,47,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,kDN_importances_norm,47,77,KNN,0.57,0.4828022789618062
ArtificialDataset18b,1,kDN_importances_norm,48,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,kDN_importances_norm,48,77,KNN,0.56,0.4757446808510638
ArtificialDataset18b,1,kDN_importances_norm,49,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,kDN_importances_norm,49,77,KNN,0.59,0.49719393057576383
ArtificialDataset18b,1,kDN_importances_norm,50,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,50,77,KNN,0.58,0.5028571428571429
ArtificialDataset18b,1,kDN_importances_norm,51,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,51,77,KNN,0.6,0.5492111194590533
ArtificialDataset18b,1,kDN_importances_norm,52,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,52,77,KNN,0.62,0.5554716981132075
ArtificialDataset18b,1,kDN_importances_norm,53,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,53,77,KNN,0.59,0.49719393057576383
ArtificialDataset18b,1,kDN_importances_norm,54,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,kDN_importances_norm,54,77,KNN,0.59,0.4661222688148311
ArtificialDataset18b,1,kDN_importances_norm,55,77,SVM-rbf,0.7,0.3823529411764706
ArtificialDataset18b,1,kDN_importances_norm,55,77,KNN,0.58,0.41999999999999993
ArtificialDataset18b,1,kDN_importances_norm,56,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,56,77,KNN,0.62,0.48782608695652174
ArtificialDataset18b,1,kDN_importances_norm,57,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,57,77,KNN,0.64,0.52
ArtificialDataset18b,1,kDN_importances_norm,58,77,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,1,kDN_importances_norm,58,77,KNN,0.63,0.512241054613936
ArtificialDataset18b,1,kDN_importances_norm,59,77,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,1,kDN_importances_norm,59,77,KNN,0.67,0.5961643835616437
ArtificialDataset18b,1,kDN_importances_norm,60,77,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset18b,1,kDN_importances_norm,60,77,KNN,0.59,0.49719393057576383
ArtificialDataset18b,1,kDN_importances_norm,61,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,kDN_importances_norm,61,77,KNN,0.6,0.517684887459807
ArtificialDataset18b,1,kDN_importances_norm,62,77,SVM-rbf,0.68,0.32
ArtificialDataset18b,1,kDN_importances_norm,62,77,KNN,0.57,0.4684450227716331
ArtificialDataset18b,1,kDN_importances_norm,63,77,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,1,kDN_importances_norm,63,77,KNN,0.54,0.4323583180987203
ArtificialDataset18b,1,kDN_importances_norm,64,77,SVM-rbf,0.67,0.3131407269338304
ArtificialDataset18b,1,kDN_importances_norm,64,77,KNN,0.64,0.5606407322654462
ArtificialDataset18b,1,kDN_importances_norm,65,77,SVM-rbf,0.66,0.252
ArtificialDataset18b,1,kDN_importances_norm,65,77,KNN,0.61,0.525244462183197
ArtificialDataset18b,1,kDN_importances_norm,66,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,kDN_importances_norm,66,77,KNN,0.58,0.5143540669856459
ArtificialDataset18b,1,kDN_importances_norm,67,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,kDN_importances_norm,67,77,KNN,0.58,0.5028571428571429
ArtificialDataset18b,1,kDN_importances_norm,68,77,SVM-rbf,0.69,0.37437847323778883
ArtificialDataset18b,1,kDN_importances_norm,68,77,KNN,0.6,0.5045417010734929
ArtificialDataset18b,1,kDN_importances_norm,69,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,69,77,KNN,0.59,0.48256684491978613
ArtificialDataset18b,1,kDN_importances_norm,70,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,70,77,KNN,0.56,0.4275092936802974
ArtificialDataset18b,1,kDN_importances_norm,71,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,71,77,KNN,0.6,0.4732221246707638
ArtificialDataset18b,1,kDN_importances_norm,72,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,72,77,KNN,0.61,0.525244462183197
ArtificialDataset18b,1,kDN_importances_norm,73,77,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,1,kDN_importances_norm,73,77,KNN,0.58,0.5028571428571429
ArtificialDataset18b,1,kDN_importances_norm,74,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,74,77,KNN,0.62,0.5329103885804917
ArtificialDataset18b,1,kDN_importances_norm,75,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,75,77,KNN,0.6,0.489795918367347
ArtificialDataset18b,1,kDN_importances_norm,76,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,76,77,KNN,0.64,0.5351089588377724
ArtificialDataset18b,1,kDN_importances_norm,77,77,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,1,kDN_importances_norm,77,77,KNN,0.66,0.5359801488833746
ArtificialDataset18b,2,kDN_importances_norm,1,76,SVM-rbf,0.66,0.0
ArtificialDataset18b,2,kDN_importances_norm,1,76,KNN,0.54,0.31683168316831684
ArtificialDataset18b,2,kDN_importances_norm,2,76,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,2,kDN_importances_norm,2,76,KNN,0.6,0.27184466019417475
ArtificialDataset18b,2,kDN_importances_norm,3,76,SVM-rbf,0.65,0.0
ArtificialDataset18b,2,kDN_importances_norm,3,76,KNN,0.55,0.2877697841726619
ArtificialDataset18b,2,kDN_importances_norm,4,76,SVM-rbf,0.66,0.0
ArtificialDataset18b,2,kDN_importances_norm,4,76,KNN,0.55,0.2877697841726619
ArtificialDataset18b,2,kDN_importances_norm,5,76,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,2,kDN_importances_norm,5,76,KNN,0.6,0.40944881889763773
ArtificialDataset18b,2,kDN_importances_norm,6,76,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,2,kDN_importances_norm,6,76,KNN,0.56,0.35766423357664234
ArtificialDataset18b,2,kDN_importances_norm,7,76,SVM-rbf,0.68,0.1952662721893491
ArtificialDataset18b,2,kDN_importances_norm,7,76,KNN,0.56,0.384
ArtificialDataset18b,2,kDN_importances_norm,8,76,SVM-rbf,0.65,0.0
ArtificialDataset18b,2,kDN_importances_norm,8,76,KNN,0.56,0.384
ArtificialDataset18b,2,kDN_importances_norm,9,76,SVM-rbf,0.65,0.0
ArtificialDataset18b,2,kDN_importances_norm,9,76,KNN,0.56,0.384
ArtificialDataset18b,2,kDN_importances_norm,10,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,10,76,KNN,0.57,0.36354193715917943
ArtificialDataset18b,2,kDN_importances_norm,11,76,SVM-rbf,0.66,0.0
ArtificialDataset18b,2,kDN_importances_norm,11,76,KNN,0.55,0.32210353327855384
ArtificialDataset18b,2,kDN_importances_norm,12,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,12,76,KNN,0.59,0.3446220536439989
ArtificialDataset18b,2,kDN_importances_norm,13,76,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,2,kDN_importances_norm,13,76,KNN,0.56,0.20516129032258065
ArtificialDataset18b,2,kDN_importances_norm,14,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,14,76,KNN,0.58,0.21317829457364343
ArtificialDataset18b,2,kDN_importances_norm,15,76,SVM-rbf,0.67,0.10666666666666667
ArtificialDataset18b,2,kDN_importances_norm,15,76,KNN,0.57,0.1521964718090626
ArtificialDataset18b,2,kDN_importances_norm,16,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,16,76,KNN,0.56,0.14917127071823202
ArtificialDataset18b,2,kDN_importances_norm,17,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,17,76,KNN,0.65,0.2464392182842001
ArtificialDataset18b,2,kDN_importances_norm,18,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,18,76,KNN,0.65,0.3453237410071943
ArtificialDataset18b,2,kDN_importances_norm,19,76,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,2,kDN_importances_norm,19,76,KNN,0.61,0.38858905165767155
ArtificialDataset18b,2,kDN_importances_norm,20,76,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,2,kDN_importances_norm,20,76,KNN,0.61,0.38858905165767155
ArtificialDataset18b,2,kDN_importances_norm,21,76,SVM-rbf,0.65,0.18136020151133503
ArtificialDataset18b,2,kDN_importances_norm,21,76,KNN,0.62,0.3952772073921971
ArtificialDataset18b,2,kDN_importances_norm,22,76,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,2,kDN_importances_norm,22,76,KNN,0.56,0.384
ArtificialDataset18b,2,kDN_importances_norm,23,76,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,2,kDN_importances_norm,23,76,KNN,0.56,0.384
ArtificialDataset18b,2,kDN_importances_norm,24,76,SVM-rbf,0.64,0.0
ArtificialDataset18b,2,kDN_importances_norm,24,76,KNN,0.52,0.36065573770491804
ArtificialDataset18b,2,kDN_importances_norm,25,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,25,76,KNN,0.57,0.39014680268723556
ArtificialDataset18b,2,kDN_importances_norm,26,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,26,76,KNN,0.58,0.39643211100099107
ArtificialDataset18b,2,kDN_importances_norm,27,76,SVM-rbf,0.65,0.0
ArtificialDataset18b,2,kDN_importances_norm,27,76,KNN,0.6,0.38208032955715754
ArtificialDataset18b,2,kDN_importances_norm,28,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,28,76,KNN,0.59,0.30865961703343814
ArtificialDataset18b,2,kDN_importances_norm,29,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,29,76,KNN,0.61,0.38858905165767155
ArtificialDataset18b,2,kDN_importances_norm,30,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,30,76,KNN,0.61,0.38858905165767155
ArtificialDataset18b,2,kDN_importances_norm,31,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,31,76,KNN,0.61,0.4403669724770643
ArtificialDataset18b,2,kDN_importances_norm,32,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,32,76,KNN,0.58,0.3695652173913043
ArtificialDataset18b,2,kDN_importances_norm,33,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,33,76,KNN,0.6,0.38208032955715754
ArtificialDataset18b,2,kDN_importances_norm,34,76,SVM-rbf,0.66,0.18577648766328012
ArtificialDataset18b,2,kDN_importances_norm,34,76,KNN,0.6,0.38208032955715754
ArtificialDataset18b,2,kDN_importances_norm,35,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,35,76,KNN,0.61,0.41619631901840487
ArtificialDataset18b,2,kDN_importances_norm,36,76,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,2,kDN_importances_norm,36,76,KNN,0.59,0.40286349049617365
ArtificialDataset18b,2,kDN_importances_norm,37,76,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,2,kDN_importances_norm,37,76,KNN,0.59,0.4266413842142687
ArtificialDataset18b,2,kDN_importances_norm,38,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,38,76,KNN,0.63,0.4953453128382766
ArtificialDataset18b,2,kDN_importances_norm,39,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,39,76,KNN,0.66,0.5359801488833746
ArtificialDataset18b,2,kDN_importances_norm,40,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,40,76,KNN,0.65,0.5430809399477806
ArtificialDataset18b,2,kDN_importances_norm,41,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,41,76,KNN,0.64,0.5030198446937014
ArtificialDataset18b,2,kDN_importances_norm,42,76,SVM-rbf,0.66,0.10383386581469649
ArtificialDataset18b,2,kDN_importances_norm,42,76,KNN,0.69,0.5765195010888933
ArtificialDataset18b,2,kDN_importances_norm,43,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,43,76,KNN,0.69,0.5765195010888933
ArtificialDataset18b,2,kDN_importances_norm,44,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,44,76,KNN,0.64,0.48387096774193555
ArtificialDataset18b,2,kDN_importances_norm,45,76,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,2,kDN_importances_norm,45,76,KNN,0.65,0.4916201117318436
ArtificialDataset18b,2,kDN_importances_norm,46,76,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,2,kDN_importances_norm,46,76,KNN,0.63,0.4547368421052631
ArtificialDataset18b,2,kDN_importances_norm,47,76,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18b,2,kDN_importances_norm,47,76,KNN,0.67,0.48569434752267976
ArtificialDataset18b,2,kDN_importances_norm,48,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,48,76,KNN,0.63,0.4953453128382766
ArtificialDataset18b,2,kDN_importances_norm,49,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,49,76,KNN,0.62,0.44746716697936206
ArtificialDataset18b,2,kDN_importances_norm,50,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,50,76,KNN,0.61,0.4403669724770643
ArtificialDataset18b,2,kDN_importances_norm,51,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,51,76,KNN,0.61,0.41619631901840487
ArtificialDataset18b,2,kDN_importances_norm,52,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,52,76,KNN,0.57,0.2570475901788421
ArtificialDataset18b,2,kDN_importances_norm,53,76,SVM-rbf,0.67,0.257804632426989
ArtificialDataset18b,2,kDN_importances_norm,53,76,KNN,0.61,0.35685320356853206
ArtificialDataset18b,2,kDN_importances_norm,54,76,SVM-rbf,0.69,0.32714690154136516
ArtificialDataset18b,2,kDN_importances_norm,54,76,KNN,0.65,0.469820554649266
ArtificialDataset18b,2,kDN_importances_norm,55,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,55,76,KNN,0.64,0.4621848739495799
ArtificialDataset18b,2,kDN_importances_norm,56,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,56,76,KNN,0.58,0.3387622149837134
ArtificialDataset18b,2,kDN_importances_norm,57,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,57,76,KNN,0.64,0.4621848739495799
ArtificialDataset18b,2,kDN_importances_norm,58,76,SVM-rbf,0.67,0.19040644452581473
ArtificialDataset18b,2,kDN_importances_norm,58,76,KNN,0.6,0.27184466019417475
ArtificialDataset18b,2,kDN_importances_norm,59,76,SVM-rbf,0.69,0.27021494370522015
ArtificialDataset18b,2,kDN_importances_norm,59,76,KNN,0.58,0.30320366132723114
ArtificialDataset18b,2,kDN_importances_norm,60,76,SVM-rbf,0.69,0.27021494370522015
ArtificialDataset18b,2,kDN_importances_norm,60,76,KNN,0.59,0.3446220536439989
ArtificialDataset18b,2,kDN_importances_norm,61,76,SVM-rbf,0.69,0.27021494370522015
ArtificialDataset18b,2,kDN_importances_norm,61,76,KNN,0.61,0.41619631901840487
ArtificialDataset18b,2,kDN_importances_norm,62,76,SVM-rbf,0.69,0.27021494370522015
ArtificialDataset18b,2,kDN_importances_norm,62,76,KNN,0.6,0.43342776203966016
ArtificialDataset18b,2,kDN_importances_norm,63,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,63,76,KNN,0.6,0.43342776203966016
ArtificialDataset18b,2,kDN_importances_norm,64,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,64,76,KNN,0.62,0.44746716697936206
ArtificialDataset18b,2,kDN_importances_norm,65,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,65,76,KNN,0.65,0.4916201117318436
ArtificialDataset18b,2,kDN_importances_norm,66,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,66,76,KNN,0.62,0.48782608695652174
ArtificialDataset18b,2,kDN_importances_norm,67,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,67,76,KNN,0.64,0.5030198446937014
ArtificialDataset18b,2,kDN_importances_norm,68,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,68,76,KNN,0.64,0.48387096774193555
ArtificialDataset18b,2,kDN_importances_norm,69,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,69,76,KNN,0.65,0.44498658209319353
ArtificialDataset18b,2,kDN_importances_norm,70,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,70,76,KNN,0.67,0.5270588235294117
ArtificialDataset18b,2,kDN_importances_norm,71,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,71,76,KNN,0.69,0.5765195010888933
ArtificialDataset18b,2,kDN_importances_norm,72,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,72,76,KNN,0.67,0.54421768707483
ArtificialDataset18b,2,kDN_importances_norm,73,76,SVM-rbf,0.68,0.2638700947225981
ArtificialDataset18b,2,kDN_importances_norm,73,76,KNN,0.65,0.5108578800258009
ArtificialDataset18b,2,kDN_importances_norm,74,76,SVM-rbf,0.69,0.27021494370522015
ArtificialDataset18b,2,kDN_importances_norm,74,76,KNN,0.6,0.40944881889763773
ArtificialDataset18b,2,kDN_importances_norm,75,76,SVM-rbf,0.69,0.27021494370522015
ArtificialDataset18b,2,kDN_importances_norm,75,76,KNN,0.62,0.4231145935357493
ArtificialDataset18b,2,kDN_importances_norm,76,76,SVM-rbf,0.68,0.1952662721893491
